year,iso_code3,net_imports_cement_clinker_tonne
2010,ABW,0.189
2011,ABW,0.05
2012,ABW,0.372
2013,ABW,9.079066666666668
2014,ABW,0.935
2015,ABW,1.4669999999999999
2016,ABW,2.866
2017,ABW,0.914
2018,ABW,28.1387
2019,ABW,92.4238
2020,ABW,0.593
2021,ABW,9.079066666666668
2022,ABW,9.079066666666668
2023,ABW,9.079066666666668
2024,ABW,9.079066666666668
2025,ABW,9.079066666666668
2026,ABW,9.079066666666668
2027,ABW,9.079066666666668
2028,ABW,9.079066666666668
2029,ABW,9.079066666666668
2030,ABW,9.079066666666668
2031,ABW,9.079066666666668
2032,ABW,9.079066666666668
2033,ABW,9.079066666666668
2034,ABW,9.079066666666668
2035,ABW,9.079066666666668
2036,ABW,9.079066666666668
2037,ABW,9.079066666666668
2038,ABW,9.079066666666668
2039,ABW,9.079066666666668
2040,ABW,9.079066666666668
2041,ABW,9.079066666666668
2042,ABW,9.079066666666668
2043,ABW,9.079066666666668
2044,ABW,9.079066666666668
2045,ABW,9.079066666666668
2046,ABW,9.079066666666668
2047,ABW,9.079066666666668
2048,ABW,9.079066666666668
2049,ABW,9.079066666666668
2050,ABW,9.079066666666668
2010,AGO,417801.0
2011,AGO,742778.0
2012,AGO,1093720.0
2013,AGO,531978.0
2014,AGO,693329.0
2015,AGO,5883790.0
2016,AGO,979780.0
2017,AGO,-74500.0
2018,AGO,202777.0
2019,AGO,170931.7
2020,AGO,-198492.9
2021,AGO,-705090.2
2022,AGO,649950.1545454545
2023,AGO,649950.1545454545
2024,AGO,649950.1545454545
2025,AGO,649950.1545454545
2026,AGO,649950.1545454545
2027,AGO,649950.1545454545
2028,AGO,649950.1545454545
2029,AGO,649950.1545454545
2030,AGO,649950.1545454545
2031,AGO,649950.1545454545
2032,AGO,649950.1545454545
2033,AGO,649950.1545454545
2034,AGO,649950.1545454545
2035,AGO,649950.1545454545
2036,AGO,649950.1545454545
2037,AGO,649950.1545454545
2038,AGO,649950.1545454545
2039,AGO,649950.1545454545
2040,AGO,649950.1545454545
2041,AGO,649950.1545454545
2042,AGO,649950.1545454545
2043,AGO,649950.1545454545
2044,AGO,649950.1545454545
2045,AGO,649950.1545454545
2046,AGO,649950.1545454545
2047,AGO,649950.1545454545
2048,AGO,649950.1545454545
2049,AGO,649950.1545454545
2050,AGO,649950.1545454545
2010,ALB,-87549.63
2011,ALB,-23341.0
2012,ALB,5260.0
2013,ALB,61594.7
2014,ALB,-8934.051250000002
2015,ALB,-8934.051250000002
2016,ALB,-4677.74
2017,ALB,-8934.051250000002
2018,ALB,-8934.051250000002
2019,ALB,-8934.051250000002
2020,ALB,-8934.051250000002
2021,ALB,-8934.051250000002
2022,ALB,-8934.051250000002
2023,ALB,-8934.051250000002
2024,ALB,-8934.051250000002
2025,ALB,-8934.051250000002
2026,ALB,-8934.051250000002
2027,ALB,-8934.051250000002
2028,ALB,-8934.051250000002
2029,ALB,-8934.051250000002
2030,ALB,-8934.051250000002
2031,ALB,-8934.051250000002
2032,ALB,-8934.051250000002
2033,ALB,-8934.051250000002
2034,ALB,-8934.051250000002
2035,ALB,-8934.051250000002
2036,ALB,-8934.051250000002
2037,ALB,-8934.051250000002
2038,ALB,-8934.051250000002
2039,ALB,-8934.051250000002
2040,ALB,-8934.051250000002
2041,ALB,-8934.051250000002
2042,ALB,-8934.051250000002
2043,ALB,-8934.051250000002
2044,ALB,-8934.051250000002
2045,ALB,-8934.051250000002
2046,ALB,-8934.051250000002
2047,ALB,-8934.051250000002
2048,ALB,-8934.051250000002
2049,ALB,-8934.051250000002
2050,ALB,-8934.051250000002
2011,AND,833.34
2012,AND,58.64
2013,AND,870.998
2014,AND,12079.0
2015,AND,8097.110000000001
2016,AND,13558.4
2017,AND,6333.2
2018,AND,350691.36
2019,AND,23597.4
2020,AND,18849.3
2021,AND,11206.300000000001
2022,AND,27080.004800000002
2023,AND,27080.004800000002
2024,AND,27080.004800000002
2025,AND,27080.004800000002
2026,AND,27080.004800000002
2027,AND,27080.004800000002
2028,AND,27080.004800000002
2029,AND,27080.004800000002
2030,AND,27080.004800000002
2031,AND,27080.004800000002
2032,AND,27080.004800000002
2033,AND,27080.004800000002
2034,AND,27080.004800000002
2035,AND,27080.004800000002
2036,AND,27080.004800000002
2037,AND,27080.004800000002
2038,AND,27080.004800000002
2039,AND,27080.004800000002
2040,AND,27080.004800000002
2041,AND,27080.004800000002
2042,AND,27080.004800000002
2043,AND,27080.004800000002
2044,AND,27080.004800000002
2045,AND,27080.004800000002
2046,AND,27080.004800000002
2047,AND,27080.004800000002
2048,AND,27080.004800000002
2049,AND,27080.004800000002
2050,AND,27080.004800000002
2012,ARE,-1901755.75
2013,ARE,-4325346.0
2014,ARE,-4097133.3
2015,ARE,-2969728.1
2016,ARE,-2398404.0
2017,ARE,343088.0
2018,ARE,-3796994.0
2019,ARE,627548.0
2020,ARE,432762.0
2021,ARE,134.104
2022,ARE,-1804103.3384444444
2023,ARE,-1804103.3384444444
2024,ARE,-1804103.3384444444
2025,ARE,-1804103.3384444444
2026,ARE,-1804103.3384444444
2027,ARE,-1804103.3384444444
2028,ARE,-1804103.3384444444
2029,ARE,-1804103.3384444444
2030,ARE,-1804103.3384444444
2031,ARE,-1804103.3384444444
2032,ARE,-1804103.3384444444
2033,ARE,-1804103.3384444444
2034,ARE,-1804103.3384444444
2035,ARE,-1804103.3384444444
2036,ARE,-1804103.3384444444
2037,ARE,-1804103.3384444444
2038,ARE,-1804103.3384444444
2039,ARE,-1804103.3384444444
2040,ARE,-1804103.3384444444
2041,ARE,-1804103.3384444444
2042,ARE,-1804103.3384444444
2043,ARE,-1804103.3384444444
2044,ARE,-1804103.3384444444
2045,ARE,-1804103.3384444444
2046,ARE,-1804103.3384444444
2047,ARE,-1804103.3384444444
2048,ARE,-1804103.3384444444
2049,ARE,-1804103.3384444444
2050,ARE,-1804103.3384444444
2010,ARG,-70091.40000000001
2011,ARG,429416.72
2012,ARG,2369.5000000000073
2013,ARG,217502.31
2014,ARG,146598.0
2015,ARG,423461.0
2016,ARG,99232.90000000001
2017,ARG,316659.32
2018,ARG,548466.0
2019,ARG,98220.6
2020,ARG,31536.5
2021,ARG,200418.415
2022,ARG,200418.415
2023,ARG,200418.415
2024,ARG,200418.415
2025,ARG,200418.415
2026,ARG,200418.415
2027,ARG,200418.415
2028,ARG,200418.415
2029,ARG,200418.415
2030,ARG,200418.415
2031,ARG,200418.415
2032,ARG,200418.415
2033,ARG,200418.415
2034,ARG,200418.415
2035,ARG,200418.415
2036,ARG,200418.415
2037,ARG,200418.415
2038,ARG,200418.415
2039,ARG,200418.415
2040,ARG,200418.415
2041,ARG,200418.415
2042,ARG,200418.415
2043,ARG,200418.415
2044,ARG,200418.415
2045,ARG,200418.415
2046,ARG,200418.415
2047,ARG,200418.415
2048,ARG,200418.415
2049,ARG,200418.415
2050,ARG,200418.415
2011,ARM,-483.0
2012,ARM,-15406.0
2013,ARM,-86913.495
2014,ARM,-3061.8
2015,ARM,-22.1
2016,ARM,10090.795000000002
2017,ARM,27111.0
2018,ARM,40581.780000000006
2019,ARM,101148.0
2020,ARM,79234.90000000001
2021,ARM,102953.95
2022,ARM,24721.380250000002
2023,ARM,24721.380250000002
2024,ARM,24721.380250000002
2025,ARM,24721.380250000002
2026,ARM,24721.380250000002
2027,ARM,24721.380250000002
2028,ARM,24721.380250000002
2029,ARM,24721.380250000002
2030,ARM,24721.380250000002
2031,ARM,24721.380250000002
2032,ARM,24721.380250000002
2033,ARM,24721.380250000002
2034,ARM,24721.380250000002
2035,ARM,24721.380250000002
2036,ARM,24721.380250000002
2037,ARM,24721.380250000002
2038,ARM,24721.380250000002
2039,ARM,24721.380250000002
2040,ARM,24721.380250000002
2041,ARM,24721.380250000002
2042,ARM,24721.380250000002
2043,ARM,24721.380250000002
2044,ARM,24721.380250000002
2045,ARM,24721.380250000002
2046,ARM,24721.380250000002
2047,ARM,24721.380250000002
2048,ARM,24721.380250000002
2049,ARM,24721.380250000002
2050,ARM,24721.380250000002
2010,ATG,6.449
2011,ATG,485.14456666666666
2012,ATG,485.14456666666666
2013,ATG,485.14456666666666
2014,ATG,485.14456666666666
2015,ATG,485.14456666666666
2016,ATG,485.14456666666666
2017,ATG,8.168000000000001
2018,ATG,21.2562
2019,ATG,2845.57
2020,ATG,485.14456666666666
2021,ATG,485.14456666666666
2022,ATG,485.14456666666666
2023,ATG,485.14456666666666
2024,ATG,485.14456666666666
2025,ATG,485.14456666666666
2026,ATG,485.14456666666666
2027,ATG,485.14456666666666
2028,ATG,485.14456666666666
2029,ATG,485.14456666666666
2030,ATG,485.14456666666666
2031,ATG,485.14456666666666
2032,ATG,485.14456666666666
2033,ATG,485.14456666666666
2034,ATG,485.14456666666666
2035,ATG,485.14456666666666
2036,ATG,485.14456666666666
2037,ATG,485.14456666666666
2038,ATG,485.14456666666666
2039,ATG,485.14456666666666
2040,ATG,485.14456666666666
2041,ATG,485.14456666666666
2042,ATG,485.14456666666666
2043,ATG,485.14456666666666
2044,ATG,485.14456666666666
2045,ATG,485.14456666666666
2046,ATG,485.14456666666666
2047,ATG,485.14456666666666
2048,ATG,485.14456666666666
2049,ATG,485.14456666666666
2050,ATG,485.14456666666666
2010,AUS,1777886.45
2011,AUS,1858460.86
2012,AUS,1806490.07
2013,AUS,2283604.02
2014,AUS,3131955.59
2015,AUS,3380218.074
2016,AUS,3473327.855
2017,AUS,3583160.0
2018,AUS,4144540.0
2019,AUS,3940142.14
2020,AUS,3565078.8
2021,AUS,4099169.32
2022,AUS,3098438.177636364
2023,AUS,3098438.177636364
2024,AUS,3098438.177636364
2025,AUS,3098438.177636364
2026,AUS,3098438.177636364
2027,AUS,3098438.177636364
2028,AUS,3098438.177636364
2029,AUS,3098438.177636364
2030,AUS,3098438.177636364
2031,AUS,3098438.177636364
2032,AUS,3098438.177636364
2033,AUS,3098438.177636364
2034,AUS,3098438.177636364
2035,AUS,3098438.177636364
2036,AUS,3098438.177636364
2037,AUS,3098438.177636364
2038,AUS,3098438.177636364
2039,AUS,3098438.177636364
2040,AUS,3098438.177636364
2041,AUS,3098438.177636364
2042,AUS,3098438.177636364
2043,AUS,3098438.177636364
2044,AUS,3098438.177636364
2045,AUS,3098438.177636364
2046,AUS,3098438.177636364
2047,AUS,3098438.177636364
2048,AUS,3098438.177636364
2049,AUS,3098438.177636364
2050,AUS,3098438.177636364
2010,AUT,361056.5
2011,AUT,219820.0
2012,AUT,175480.0
2013,AUT,190693.7
2014,AUT,194220.5
2015,AUT,275011.7
2016,AUT,338620.1
2017,AUT,374418.2
2018,AUT,331349.6
2019,AUT,207580.6
2020,AUT,113050.2
2021,AUT,164307.27
2022,AUT,245624.92454545453
2023,AUT,245624.92454545453
2024,AUT,245624.92454545453
2025,AUT,245624.92454545453
2026,AUT,245624.92454545453
2027,AUT,245624.92454545453
2028,AUT,245624.92454545453
2029,AUT,245624.92454545453
2030,AUT,245624.92454545453
2031,AUT,245624.92454545453
2032,AUT,245624.92454545453
2033,AUT,245624.92454545453
2034,AUT,245624.92454545453
2035,AUT,245624.92454545453
2036,AUT,245624.92454545453
2037,AUT,245624.92454545453
2038,AUT,245624.92454545453
2039,AUT,245624.92454545453
2040,AUT,245624.92454545453
2041,AUT,245624.92454545453
2042,AUT,245624.92454545453
2043,AUT,245624.92454545453
2044,AUT,245624.92454545453
2045,AUT,245624.92454545453
2046,AUT,245624.92454545453
2047,AUT,245624.92454545453
2048,AUT,245624.92454545453
2049,AUT,245624.92454545453
2050,AUT,245624.92454545453
2010,AZE,643317.885
2011,AZE,786340.0
2012,AZE,1102600.0
2013,AZE,1295820.0
2014,AZE,1032860.0
2015,AZE,107255.9
2016,AZE,116216.0
2017,AZE,-211334.0
2018,AZE,-267400.172
2019,AZE,-430827.73
2020,AZE,-381715.3
2021,AZE,-623005.26
2022,AZE,257610.9048181818
2023,AZE,257610.9048181818
2024,AZE,257610.9048181818
2025,AZE,257610.9048181818
2026,AZE,257610.9048181818
2027,AZE,257610.9048181818
2028,AZE,257610.9048181818
2029,AZE,257610.9048181818
2030,AZE,257610.9048181818
2031,AZE,257610.9048181818
2032,AZE,257610.9048181818
2033,AZE,257610.9048181818
2034,AZE,257610.9048181818
2035,AZE,257610.9048181818
2036,AZE,257610.9048181818
2037,AZE,257610.9048181818
2038,AZE,257610.9048181818
2039,AZE,257610.9048181818
2040,AZE,257610.9048181818
2041,AZE,257610.9048181818
2042,AZE,257610.9048181818
2043,AZE,257610.9048181818
2044,AZE,257610.9048181818
2045,AZE,257610.9048181818
2046,AZE,257610.9048181818
2047,AZE,257610.9048181818
2048,AZE,257610.9048181818
2049,AZE,257610.9048181818
2050,AZE,257610.9048181818
2010,BDI,0.1
2011,BDI,27323.600000000002
2012,BDI,50162.8
2013,BDI,63410.700000000004
2014,BDI,60842.4
2015,BDI,51755.4
2016,BDI,51202.4
2017,BDI,15384.900000000001
2018,BDI,89099.5
2019,BDI,198794.0
2020,BDI,115627.0
2021,BDI,102322.0
2022,BDI,66047.97727272728
2023,BDI,66047.97727272728
2024,BDI,66047.97727272728
2025,BDI,66047.97727272728
2026,BDI,66047.97727272728
2027,BDI,66047.97727272728
2028,BDI,66047.97727272728
2029,BDI,66047.97727272728
2030,BDI,66047.97727272728
2031,BDI,66047.97727272728
2032,BDI,66047.97727272728
2033,BDI,66047.97727272728
2034,BDI,66047.97727272728
2035,BDI,66047.97727272728
2036,BDI,66047.97727272728
2037,BDI,66047.97727272728
2038,BDI,66047.97727272728
2039,BDI,66047.97727272728
2040,BDI,66047.97727272728
2041,BDI,66047.97727272728
2042,BDI,66047.97727272728
2043,BDI,66047.97727272728
2044,BDI,66047.97727272728
2045,BDI,66047.97727272728
2046,BDI,66047.97727272728
2047,BDI,66047.97727272728
2048,BDI,66047.97727272728
2049,BDI,66047.97727272728
2050,BDI,66047.97727272728
2010,BEL,156141.0
2011,BEL,-26487.0
2012,BEL,41506.0
2013,BEL,21678.0
2014,BEL,197332.0
2015,BEL,318728.0
2016,BEL,88921.0
2017,BEL,379299.0
2018,BEL,215410.0
2019,BEL,167698.0
2020,BEL,1258810.0
2021,BEL,1024166.0
2022,BEL,293367.3181818182
2023,BEL,293367.3181818182
2024,BEL,293367.3181818182
2025,BEL,293367.3181818182
2026,BEL,293367.3181818182
2027,BEL,293367.3181818182
2028,BEL,293367.3181818182
2029,BEL,293367.3181818182
2030,BEL,293367.3181818182
2031,BEL,293367.3181818182
2032,BEL,293367.3181818182
2033,BEL,293367.3181818182
2034,BEL,293367.3181818182
2035,BEL,293367.3181818182
2036,BEL,293367.3181818182
2037,BEL,293367.3181818182
2038,BEL,293367.3181818182
2039,BEL,293367.3181818182
2040,BEL,293367.3181818182
2041,BEL,293367.3181818182
2042,BEL,293367.3181818182
2043,BEL,293367.3181818182
2044,BEL,293367.3181818182
2045,BEL,293367.3181818182
2046,BEL,293367.3181818182
2047,BEL,293367.3181818182
2048,BEL,293367.3181818182
2049,BEL,293367.3181818182
2050,BEL,293367.3181818182
2010,BEN,592042.0
2011,BEN,766469.0
2012,BEN,644778.0
2013,BEN,669631.0
2014,BEN,557819.0
2015,BEN,446587.0
2016,BEN,541581.0
2017,BEN,353486.0
2018,BEN,423461.0
2019,BEN,320577.0
2020,BEN,532770.0
2021,BEN,749693.0
2022,BEN,550488.2727272727
2023,BEN,550488.2727272727
2024,BEN,550488.2727272727
2025,BEN,550488.2727272727
2026,BEN,550488.2727272727
2027,BEN,550488.2727272727
2028,BEN,550488.2727272727
2029,BEN,550488.2727272727
2030,BEN,550488.2727272727
2031,BEN,550488.2727272727
2032,BEN,550488.2727272727
2033,BEN,550488.2727272727
2034,BEN,550488.2727272727
2035,BEN,550488.2727272727
2036,BEN,550488.2727272727
2037,BEN,550488.2727272727
2038,BEN,550488.2727272727
2039,BEN,550488.2727272727
2040,BEN,550488.2727272727
2041,BEN,550488.2727272727
2042,BEN,550488.2727272727
2043,BEN,550488.2727272727
2044,BEN,550488.2727272727
2045,BEN,550488.2727272727
2046,BEN,550488.2727272727
2047,BEN,550488.2727272727
2048,BEN,550488.2727272727
2049,BEN,550488.2727272727
2050,BEN,550488.2727272727
2010,BFA,484837.0
2011,BFA,494529.0
2012,BFA,681001.0
2013,BFA,524565.0
2014,BFA,391814.0
2015,BFA,988857.0
2016,BFA,1360130.0
2017,BFA,1678560.0
2018,BFA,1453650.0
2019,BFA,1267829.951
2020,BFA,2076739.8
2021,BFA,2383770.0
2022,BFA,1127135.522818182
2023,BFA,1127135.522818182
2024,BFA,1127135.522818182
2025,BFA,1127135.522818182
2026,BFA,1127135.522818182
2027,BFA,1127135.522818182
2028,BFA,1127135.522818182
2029,BFA,1127135.522818182
2030,BFA,1127135.522818182
2031,BFA,1127135.522818182
2032,BFA,1127135.522818182
2033,BFA,1127135.522818182
2034,BFA,1127135.522818182
2035,BFA,1127135.522818182
2036,BFA,1127135.522818182
2037,BFA,1127135.522818182
2038,BFA,1127135.522818182
2039,BFA,1127135.522818182
2040,BFA,1127135.522818182
2041,BFA,1127135.522818182
2042,BFA,1127135.522818182
2043,BFA,1127135.522818182
2044,BFA,1127135.522818182
2045,BFA,1127135.522818182
2046,BFA,1127135.522818182
2047,BFA,1127135.522818182
2048,BFA,1127135.522818182
2049,BFA,1127135.522818182
2050,BFA,1127135.522818182
2010,BGD,8461680.0
2011,BGD,8642599.875
2012,BGD,9952320.0
2013,BGD,10024899.884
2014,BGD,9759477.43975
2015,BGD,12374500.0
2016,BGD,9759477.43975
2017,BGD,9759477.43975
2018,BGD,9759477.43975
2019,BGD,9759477.43975
2020,BGD,9759477.43975
2021,BGD,9759477.43975
2022,BGD,9759477.43975
2023,BGD,9759477.43975
2024,BGD,9759477.43975
2025,BGD,9759477.43975
2026,BGD,9759477.43975
2027,BGD,9759477.43975
2028,BGD,9759477.43975
2029,BGD,9759477.43975
2030,BGD,9759477.43975
2031,BGD,9759477.43975
2032,BGD,9759477.43975
2033,BGD,9759477.43975
2034,BGD,9759477.43975
2035,BGD,9759477.43975
2036,BGD,9759477.43975
2037,BGD,9759477.43975
2038,BGD,9759477.43975
2039,BGD,9759477.43975
2040,BGD,9759477.43975
2041,BGD,9759477.43975
2042,BGD,9759477.43975
2043,BGD,9759477.43975
2044,BGD,9759477.43975
2045,BGD,9759477.43975
2046,BGD,9759477.43975
2047,BGD,9759477.43975
2048,BGD,9759477.43975
2049,BGD,9759477.43975
2050,BGD,9759477.43975
2010,BGR,10920.720000000001
2011,BGR,9347.180000000002
2012,BGR,-281786.6
2013,BGR,-232091.42
2014,BGR,-250150.1
2015,BGR,-327122.1
2016,BGR,-510610.4
2017,BGR,-562791.9
2018,BGR,-315963.3
2019,BGR,-126568.8
2020,BGR,-94241.1
2021,BGR,-226692.3
2022,BGR,-239255.86636363633
2023,BGR,-239255.86636363633
2024,BGR,-239255.86636363633
2025,BGR,-239255.86636363633
2026,BGR,-239255.86636363633
2027,BGR,-239255.86636363633
2028,BGR,-239255.86636363633
2029,BGR,-239255.86636363633
2030,BGR,-239255.86636363633
2031,BGR,-239255.86636363633
2032,BGR,-239255.86636363633
2033,BGR,-239255.86636363633
2034,BGR,-239255.86636363633
2035,BGR,-239255.86636363633
2036,BGR,-239255.86636363633
2037,BGR,-239255.86636363633
2038,BGR,-239255.86636363633
2039,BGR,-239255.86636363633
2040,BGR,-239255.86636363633
2041,BGR,-239255.86636363633
2042,BGR,-239255.86636363633
2043,BGR,-239255.86636363633
2044,BGR,-239255.86636363633
2045,BGR,-239255.86636363633
2046,BGR,-239255.86636363633
2047,BGR,-239255.86636363633
2048,BGR,-239255.86636363633
2049,BGR,-239255.86636363633
2050,BGR,-239255.86636363633
2010,BHR,182736.0
2011,BHR,36335.4
2012,BHR,416565.0
2013,BHR,147206.0
2014,BHR,341961.0
2015,BHR,249755.0
2016,BHR,215699.0
2017,BHR,-2.7720000000000002
2018,BHR,1059540.0
2019,BHR,572641.8
2020,BHR,646714.0
2021,BHR,333938.1814
2022,BHR,333938.1814
2023,BHR,333938.1814
2024,BHR,333938.1814
2025,BHR,333938.1814
2026,BHR,333938.1814
2027,BHR,333938.1814
2028,BHR,333938.1814
2029,BHR,333938.1814
2030,BHR,333938.1814
2031,BHR,333938.1814
2032,BHR,333938.1814
2033,BHR,333938.1814
2034,BHR,333938.1814
2035,BHR,333938.1814
2036,BHR,333938.1814
2037,BHR,333938.1814
2038,BHR,333938.1814
2039,BHR,333938.1814
2040,BHR,333938.1814
2041,BHR,333938.1814
2042,BHR,333938.1814
2043,BHR,333938.1814
2044,BHR,333938.1814
2045,BHR,333938.1814
2046,BHR,333938.1814
2047,BHR,333938.1814
2048,BHR,333938.1814
2049,BHR,333938.1814
2050,BHR,333938.1814
2010,BHS,274.882
2011,BHS,136.851
2012,BHS,239.31900000000002
2013,BHS,287.492
2014,BHS,104.283
2015,BHS,2322.52
2016,BHS,12692.762
2017,BHS,10870.0
2018,BHS,7372.2
2019,BHS,10337.572782
2020,BHS,7963.55
2021,BHS,4620.2909282
2022,BHS,4620.2909282
2023,BHS,4620.2909282
2024,BHS,4620.2909282
2025,BHS,4620.2909282
2026,BHS,4620.2909282
2027,BHS,4620.2909282
2028,BHS,4620.2909282
2029,BHS,4620.2909282
2030,BHS,4620.2909282
2031,BHS,4620.2909282
2032,BHS,4620.2909282
2033,BHS,4620.2909282
2034,BHS,4620.2909282
2035,BHS,4620.2909282
2036,BHS,4620.2909282
2037,BHS,4620.2909282
2038,BHS,4620.2909282
2039,BHS,4620.2909282
2040,BHS,4620.2909282
2041,BHS,4620.2909282
2042,BHS,4620.2909282
2043,BHS,4620.2909282
2044,BHS,4620.2909282
2045,BHS,4620.2909282
2046,BHS,4620.2909282
2047,BHS,4620.2909282
2048,BHS,4620.2909282
2049,BHS,4620.2909282
2050,BHS,4620.2909282
2010,BIH,72.0
2011,BIH,-3.0
2012,BIH,50056.386
2013,BIH,-18972.364003000002
2014,BIH,1.4840000000000002
2015,BIH,6.9
2016,BIH,19.008
2017,BIH,-5063.186
2018,BIH,-34346.14103
2019,BIH,-65903.008
2020,BIH,-59120.700000000004
2021,BIH,-100830.38
2022,BIH,-18972.364003000002
2023,BIH,-18972.364003000002
2024,BIH,-18972.364003000002
2025,BIH,-18972.364003000002
2026,BIH,-18972.364003000002
2027,BIH,-18972.364003000002
2028,BIH,-18972.364003000002
2029,BIH,-18972.364003000002
2030,BIH,-18972.364003000002
2031,BIH,-18972.364003000002
2032,BIH,-18972.364003000002
2033,BIH,-18972.364003000002
2034,BIH,-18972.364003000002
2035,BIH,-18972.364003000002
2036,BIH,-18972.364003000002
2037,BIH,-18972.364003000002
2038,BIH,-18972.364003000002
2039,BIH,-18972.364003000002
2040,BIH,-18972.364003000002
2041,BIH,-18972.364003000002
2042,BIH,-18972.364003000002
2043,BIH,-18972.364003000002
2044,BIH,-18972.364003000002
2045,BIH,-18972.364003000002
2046,BIH,-18972.364003000002
2047,BIH,-18972.364003000002
2048,BIH,-18972.364003000002
2049,BIH,-18972.364003000002
2050,BIH,-18972.364003000002
2010,BLR,138979.3
2011,BLR,24643.5
2012,BLR,13.9
2013,BLR,2.751
2014,BLR,0.23500000000000001
2015,BLR,-210.0
2016,BLR,13223.972214285712
2017,BLR,-2774.23
2018,BLR,14.884500000000001
2019,BLR,13223.972214285712
2020,BLR,13223.972214285712
2021,BLR,13223.972214285712
2022,BLR,13223.972214285712
2023,BLR,13223.972214285712
2024,BLR,13223.972214285712
2025,BLR,13223.972214285712
2026,BLR,13223.972214285712
2027,BLR,13223.972214285712
2028,BLR,13223.972214285712
2029,BLR,13223.972214285712
2030,BLR,13223.972214285712
2031,BLR,13223.972214285712
2032,BLR,13223.972214285712
2033,BLR,13223.972214285712
2034,BLR,13223.972214285712
2035,BLR,13223.972214285712
2036,BLR,13223.972214285712
2037,BLR,13223.972214285712
2038,BLR,13223.972214285712
2039,BLR,13223.972214285712
2040,BLR,13223.972214285712
2041,BLR,13223.972214285712
2042,BLR,13223.972214285712
2043,BLR,13223.972214285712
2044,BLR,13223.972214285712
2045,BLR,13223.972214285712
2046,BLR,13223.972214285712
2047,BLR,13223.972214285712
2048,BLR,13223.972214285712
2049,BLR,13223.972214285712
2050,BLR,13223.972214285712
2012,BLZ,-35.0
2013,BLZ,3.1870000000000003
2014,BLZ,11.664
2015,BLZ,0.668
2016,BLZ,1.957
2017,BLZ,2852.9250642857146
2018,BLZ,2852.9250642857146
2019,BLZ,4.73925
2020,BLZ,0.5602
2021,BLZ,39930.4
2022,BLZ,2852.9250642857146
2023,BLZ,2852.9250642857146
2024,BLZ,2852.9250642857146
2025,BLZ,2852.9250642857146
2026,BLZ,2852.9250642857146
2027,BLZ,2852.9250642857146
2028,BLZ,2852.9250642857146
2029,BLZ,2852.9250642857146
2030,BLZ,2852.9250642857146
2031,BLZ,2852.9250642857146
2032,BLZ,2852.9250642857146
2033,BLZ,2852.9250642857146
2034,BLZ,2852.9250642857146
2035,BLZ,2852.9250642857146
2036,BLZ,2852.9250642857146
2037,BLZ,2852.9250642857146
2038,BLZ,2852.9250642857146
2039,BLZ,2852.9250642857146
2040,BLZ,2852.9250642857146
2041,BLZ,2852.9250642857146
2042,BLZ,2852.9250642857146
2043,BLZ,2852.9250642857146
2044,BLZ,2852.9250642857146
2045,BLZ,2852.9250642857146
2046,BLZ,2852.9250642857146
2047,BLZ,2852.9250642857146
2048,BLZ,2852.9250642857146
2049,BLZ,2852.9250642857146
2050,BLZ,2852.9250642857146
2010,BMU,97.86
2011,BMU,96.474
2012,BMU,0.0
2013,BMU,0.716
2014,BMU,4.673
2015,BMU,0.752
2016,BMU,18.077
2017,BMU,0.775
2018,BMU,0.308
2019,BMU,1.41478
2020,BMU,1.082
2021,BMU,2.25185
2022,BMU,15.950330000000001
2023,BMU,15.950330000000001
2024,BMU,15.950330000000001
2025,BMU,15.950330000000001
2026,BMU,15.950330000000001
2027,BMU,15.950330000000001
2028,BMU,15.950330000000001
2029,BMU,15.950330000000001
2030,BMU,15.950330000000001
2031,BMU,15.950330000000001
2032,BMU,15.950330000000001
2033,BMU,15.950330000000001
2034,BMU,15.950330000000001
2035,BMU,15.950330000000001
2036,BMU,15.950330000000001
2037,BMU,15.950330000000001
2038,BMU,15.950330000000001
2039,BMU,15.950330000000001
2040,BMU,15.950330000000001
2041,BMU,15.950330000000001
2042,BMU,15.950330000000001
2043,BMU,15.950330000000001
2044,BMU,15.950330000000001
2045,BMU,15.950330000000001
2046,BMU,15.950330000000001
2047,BMU,15.950330000000001
2048,BMU,15.950330000000001
2049,BMU,15.950330000000001
2050,BMU,15.950330000000001
2010,BOL,238304.0
2011,BOL,214551.0
2012,BOL,167821.0
2013,BOL,189003.0
2014,BOL,171266.0
2015,BOL,178561.0
2016,BOL,119027.0
2017,BOL,-154986.37
2018,BOL,-72241.2
2019,BOL,-40532.84
2020,BOL,642.91
2021,BOL,-5802.55
2022,BOL,87632.19409090909
2023,BOL,87632.19409090909
2024,BOL,87632.19409090909
2025,BOL,87632.19409090909
2026,BOL,87632.19409090909
2027,BOL,87632.19409090909
2028,BOL,87632.19409090909
2029,BOL,87632.19409090909
2030,BOL,87632.19409090909
2031,BOL,87632.19409090909
2032,BOL,87632.19409090909
2033,BOL,87632.19409090909
2034,BOL,87632.19409090909
2035,BOL,87632.19409090909
2036,BOL,87632.19409090909
2037,BOL,87632.19409090909
2038,BOL,87632.19409090909
2039,BOL,87632.19409090909
2040,BOL,87632.19409090909
2041,BOL,87632.19409090909
2042,BOL,87632.19409090909
2043,BOL,87632.19409090909
2044,BOL,87632.19409090909
2045,BOL,87632.19409090909
2046,BOL,87632.19409090909
2047,BOL,87632.19409090909
