year,iso_code3,net_imports_cement_clinker_tonne
2037,QAT,373775.64444444445
2038,QAT,373775.64444444445
2039,QAT,373775.64444444445
2040,QAT,373775.64444444445
2041,QAT,373775.64444444445
2042,QAT,373775.64444444445
2043,QAT,373775.64444444445
2044,QAT,373775.64444444445
2045,QAT,373775.64444444445
2046,QAT,373775.64444444445
2047,QAT,373775.64444444445
2048,QAT,373775.64444444445
2049,QAT,373775.64444444445
2050,QAT,373775.64444444445
2010,ROU,75546.75
2011,ROU,119737.3
2012,ROU,59242.399999999994
2013,ROU,209229.56
2014,ROU,205047.81
2015,ROU,132482.2
2016,ROU,119981.0
2017,ROU,131972.0
2018,ROU,178929.0
2019,ROU,262739.15
2020,ROU,0.0
2021,ROU,-35602.4
2022,ROU,122339.67227272727
2023,ROU,122339.67227272727
2024,ROU,122339.67227272727
2025,ROU,122339.67227272727
2026,ROU,122339.67227272727
2027,ROU,122339.67227272727
2028,ROU,122339.67227272727
2029,ROU,122339.67227272727
2030,ROU,122339.67227272727
2031,ROU,122339.67227272727
2032,ROU,122339.67227272727
2033,ROU,122339.67227272727
2034,ROU,122339.67227272727
2035,ROU,122339.67227272727
2036,ROU,122339.67227272727
2037,ROU,122339.67227272727
2038,ROU,122339.67227272727
2039,ROU,122339.67227272727
2040,ROU,122339.67227272727
2041,ROU,122339.67227272727
2042,ROU,122339.67227272727
2043,ROU,122339.67227272727
2044,ROU,122339.67227272727
2045,ROU,122339.67227272727
2046,ROU,122339.67227272727
2047,ROU,122339.67227272727
2048,ROU,122339.67227272727
2049,ROU,122339.67227272727
2050,ROU,122339.67227272727
2010,RUS,-1652073.0
2011,RUS,-507833.0
2012,RUS,-777585.0
2013,RUS,-599168.0
2014,RUS,-137197.0
2015,RUS,-246829.0
2016,RUS,-242999.7
2017,RUS,-752569.4
2018,RUS,-688123.6
2019,RUS,-5482.1
2020,RUS,-1141.25
2021,RUS,547.6014
2022,RUS,-434971.8863
2023,RUS,-434971.8863
2024,RUS,-434971.8863
2025,RUS,-434971.8863
2026,RUS,-434971.8863
2027,RUS,-434971.8863
2028,RUS,-434971.8863
2029,RUS,-434971.8863
2030,RUS,-434971.8863
2031,RUS,-434971.8863
2032,RUS,-434971.8863
2033,RUS,-434971.8863
2034,RUS,-434971.8863
2035,RUS,-434971.8863
2036,RUS,-434971.8863
2037,RUS,-434971.8863
2038,RUS,-434971.8863
2039,RUS,-434971.8863
2040,RUS,-434971.8863
2041,RUS,-434971.8863
2042,RUS,-434971.8863
2043,RUS,-434971.8863
2044,RUS,-434971.8863
2045,RUS,-434971.8863
2046,RUS,-434971.8863
2047,RUS,-434971.8863
2048,RUS,-434971.8863
2049,RUS,-434971.8863
2050,RUS,-434971.8863
2010,RWA,6508.1
2011,RWA,7293.95
2012,RWA,10241.4
2013,RWA,10512.65
2014,RWA,8467.615
2015,RWA,18187.000000000004
2016,RWA,2325.84
2017,RWA,-736.7999999999997
2018,RWA,7991.55
2019,RWA,547.296
2020,RWA,116064.5
2021,RWA,83376.0
2022,RWA,19374.113727272725
2023,RWA,19374.113727272725
2024,RWA,19374.113727272725
2025,RWA,19374.113727272725
2026,RWA,19374.113727272725
2027,RWA,19374.113727272725
2028,RWA,19374.113727272725
2029,RWA,19374.113727272725
2030,RWA,19374.113727272725
2031,RWA,19374.113727272725
2032,RWA,19374.113727272725
2033,RWA,19374.113727272725
2034,RWA,19374.113727272725
2035,RWA,19374.113727272725
2036,RWA,19374.113727272725
2037,RWA,19374.113727272725
2038,RWA,19374.113727272725
2039,RWA,19374.113727272725
2040,RWA,19374.113727272725
2041,RWA,19374.113727272725
2042,RWA,19374.113727272725
2043,RWA,19374.113727272725
2044,RWA,19374.113727272725
2045,RWA,19374.113727272725
2046,RWA,19374.113727272725
2047,RWA,19374.113727272725
2048,RWA,19374.113727272725
2049,RWA,19374.113727272725
2050,RWA,19374.113727272725
2010,SAU,-659074.0
2011,SAU,-517903.0
2012,SAU,302517.0
2013,SAU,4560130.0
2014,SAU,1280390.0
2015,SAU,54824.200000000004
2016,SAU,130535.0
2017,SAU,-30294.5
2018,SAU,-2589329.7
2019,SAU,-5075624.2
2020,SAU,-3279136.36
2021,SAU,-5137145.148
2022,SAU,-970145.7394545454
2023,SAU,-970145.7394545454
2024,SAU,-970145.7394545454
2025,SAU,-970145.7394545454
2026,SAU,-970145.7394545454
2027,SAU,-970145.7394545454
2028,SAU,-970145.7394545454
2029,SAU,-970145.7394545454
2030,SAU,-970145.7394545454
2031,SAU,-970145.7394545454
2032,SAU,-970145.7394545454
2033,SAU,-970145.7394545454
2034,SAU,-970145.7394545454
2035,SAU,-970145.7394545454
2036,SAU,-970145.7394545454
2037,SAU,-970145.7394545454
2038,SAU,-970145.7394545454
2039,SAU,-970145.7394545454
2040,SAU,-970145.7394545454
2041,SAU,-970145.7394545454
2042,SAU,-970145.7394545454
2043,SAU,-970145.7394545454
2044,SAU,-970145.7394545454
2045,SAU,-970145.7394545454
2046,SAU,-970145.7394545454
2047,SAU,-970145.7394545454
2048,SAU,-970145.7394545454
2049,SAU,-970145.7394545454
2050,SAU,-970145.7394545454
2010,SDN,70787.725
2011,SDN,31568.2
2012,SDN,23.5
2013,SDN,0.44
2014,SDN,249.17600000000002
2015,SDN,14450.113699999998
2016,SDN,14450.113699999998
2017,SDN,14450.113699999998
2018,SDN,5015.61
2019,SDN,14450.113699999998
2020,SDN,14450.113699999998
2021,SDN,14450.113699999998
2022,SDN,14450.113699999998
2023,SDN,14450.113699999998
2024,SDN,14450.113699999998
2025,SDN,14450.113699999998
2026,SDN,14450.113699999998
2027,SDN,14450.113699999998
2028,SDN,14450.113699999998
2029,SDN,14450.113699999998
2030,SDN,14450.113699999998
2031,SDN,14450.113699999998
2032,SDN,14450.113699999998
2033,SDN,14450.113699999998
2034,SDN,14450.113699999998
2035,SDN,14450.113699999998
2036,SDN,14450.113699999998
2037,SDN,14450.113699999998
2038,SDN,14450.113699999998
2039,SDN,14450.113699999998
2040,SDN,14450.113699999998
2041,SDN,14450.113699999998
2042,SDN,14450.113699999998
2043,SDN,14450.113699999998
2044,SDN,14450.113699999998
2045,SDN,14450.113699999998
2046,SDN,14450.113699999998
2047,SDN,14450.113699999998
2048,SDN,14450.113699999998
2049,SDN,14450.113699999998
2050,SDN,14450.113699999998
2010,SEN,608324.0
2011,SEN,37843.200000000004
2012,SEN,131.0
2013,SEN,-24175.700000000004
2014,SEN,-324481.375
2015,SEN,121344.0
2016,SEN,241818.5
2017,SEN,326064.796
2018,SEN,517886.0
2019,SEN,504884.0
2020,SEN,660157.0
2021,SEN,1191882.0
2022,SEN,311634.2825909091
2023,SEN,311634.2825909091
2024,SEN,311634.2825909091
2025,SEN,311634.2825909091
2026,SEN,311634.2825909091
2027,SEN,311634.2825909091
2028,SEN,311634.2825909091
2029,SEN,311634.2825909091
2030,SEN,311634.2825909091
2031,SEN,311634.2825909091
2032,SEN,311634.2825909091
2033,SEN,311634.2825909091
2034,SEN,311634.2825909091
2035,SEN,311634.2825909091
2036,SEN,311634.2825909091
2037,SEN,311634.2825909091
2038,SEN,311634.2825909091
2039,SEN,311634.2825909091
2040,SEN,311634.2825909091
2041,SEN,311634.2825909091
2042,SEN,311634.2825909091
2043,SEN,311634.2825909091
2044,SEN,311634.2825909091
2045,SEN,311634.2825909091
2046,SEN,311634.2825909091
2047,SEN,311634.2825909091
2048,SEN,311634.2825909091
2049,SEN,311634.2825909091
2050,SEN,311634.2825909091
2010,SGP,189423.447
2011,SGP,57437.756
2012,SGP,24096.6
2013,SGP,-4138.99
2014,SGP,2192.4400000000005
2015,SGP,-6.458999999999975
2016,SGP,0.0
2017,SGP,0.0
2018,SGP,-199.43800000000002
2019,SGP,94.96999999999991
2020,SGP,-926.6129000000001
2021,SGP,-341.264
2022,SGP,15908.201872727273
2023,SGP,15908.201872727273
2024,SGP,15908.201872727273
2025,SGP,15908.201872727273
2026,SGP,15908.201872727273
2027,SGP,15908.201872727273
2028,SGP,15908.201872727273
2029,SGP,15908.201872727273
2030,SGP,15908.201872727273
2031,SGP,15908.201872727273
2032,SGP,15908.201872727273
2033,SGP,15908.201872727273
2034,SGP,15908.201872727273
2035,SGP,15908.201872727273
2036,SGP,15908.201872727273
2037,SGP,15908.201872727273
2038,SGP,15908.201872727273
2039,SGP,15908.201872727273
2040,SGP,15908.201872727273
2041,SGP,15908.201872727273
2042,SGP,15908.201872727273
2043,SGP,15908.201872727273
2044,SGP,15908.201872727273
2045,SGP,15908.201872727273
2046,SGP,15908.201872727273
2047,SGP,15908.201872727273
2048,SGP,15908.201872727273
2049,SGP,15908.201872727273
2050,SGP,15908.201872727273
2012,SLB,0.002
2013,SLB,0.0
2014,SLB,0.23800000000000002
2015,SLB,8088.9800000000005
2016,SLB,144.854
2017,SLB,3404.85
2018,SLB,3438.61
2019,SLB,1838.8406666666667
2020,SLB,1838.8406666666667
2021,SLB,1838.8406666666667
2022,SLB,1838.8406666666667
2023,SLB,1838.8406666666667
2024,SLB,1838.8406666666667
2025,SLB,1838.8406666666667
2026,SLB,1838.8406666666667
2027,SLB,1838.8406666666667
2028,SLB,1838.8406666666667
2029,SLB,1838.8406666666667
2030,SLB,1838.8406666666667
2031,SLB,1838.8406666666667
2032,SLB,1838.8406666666667
2033,SLB,1838.8406666666667
2034,SLB,1838.8406666666667
2035,SLB,1838.8406666666667
2036,SLB,1838.8406666666667
2037,SLB,1838.8406666666667
2038,SLB,1838.8406666666667
2039,SLB,1838.8406666666667
2040,SLB,1838.8406666666667
2041,SLB,1838.8406666666667
2042,SLB,1838.8406666666667
2043,SLB,1838.8406666666667
2044,SLB,1838.8406666666667
2045,SLB,1838.8406666666667
2046,SLB,1838.8406666666667
2047,SLB,1838.8406666666667
2048,SLB,1838.8406666666667
2049,SLB,1838.8406666666667
2050,SLB,1838.8406666666667
2014,SLE,20000.0
2015,SLE,185402.66666666666
2016,SLE,212400.0
2017,SLE,229500.0
2018,SLE,219058.0
2019,SLE,185402.66666666666
2020,SLE,185402.66666666666
2021,SLE,185402.66666666666
2022,SLE,185402.66666666666
2023,SLE,185402.66666666666
2024,SLE,185402.66666666666
2025,SLE,185402.66666666666
2026,SLE,185402.66666666666
2027,SLE,185402.66666666666
2028,SLE,185402.66666666666
2029,SLE,185402.66666666666
2030,SLE,185402.66666666666
2031,SLE,185402.66666666666
2032,SLE,185402.66666666666
2033,SLE,185402.66666666666
2034,SLE,185402.66666666666
2035,SLE,185402.66666666666
2036,SLE,185402.66666666666
2037,SLE,185402.66666666666
2038,SLE,185402.66666666666
2039,SLE,185402.66666666666
2040,SLE,185402.66666666666
2041,SLE,185402.66666666666
2042,SLE,185402.66666666666
2043,SLE,185402.66666666666
2044,SLE,185402.66666666666
2045,SLE,185402.66666666666
2046,SLE,185402.66666666666
2047,SLE,185402.66666666666
2048,SLE,185402.66666666666
2049,SLE,185402.66666666666
2050,SLE,185402.66666666666
2010,SLV,-7058.73337
2011,SLV,-2523.112544
2012,SLV,-55919.222200000004
2013,SLV,-73025.7704437
2014,SLV,-90912.86292000001
2015,SLV,-127106.43
2016,SLV,-96419.0616
2017,SLV,-115323.9505
2018,SLV,-17729.800000000003
2019,SLV,73449.3
2020,SLV,-36609.6
2021,SLV,-43455.6
2022,SLV,-51436.93441615456
2023,SLV,-51436.93441615456
2024,SLV,-51436.93441615456
2025,SLV,-51436.93441615456
2026,SLV,-51436.93441615456
2027,SLV,-51436.93441615456
2028,SLV,-51436.93441615456
2029,SLV,-51436.93441615456
2030,SLV,-51436.93441615456
2031,SLV,-51436.93441615456
2032,SLV,-51436.93441615456
2033,SLV,-51436.93441615456
2034,SLV,-51436.93441615456
2035,SLV,-51436.93441615456
2036,SLV,-51436.93441615456
2037,SLV,-51436.93441615456
2038,SLV,-51436.93441615456
2039,SLV,-51436.93441615456
2040,SLV,-51436.93441615456
2041,SLV,-51436.93441615456
2042,SLV,-51436.93441615456
2043,SLV,-51436.93441615456
2044,SLV,-51436.93441615456
2045,SLV,-51436.93441615456
2046,SLV,-51436.93441615456
2047,SLV,-51436.93441615456
2048,SLV,-51436.93441615456
2049,SLV,-51436.93441615456
2050,SLV,-51436.93441615456
2010,SRB,1321.3600000000001
2011,SRB,5309.47
2012,SRB,51360.4
2013,SRB,27468.402000000002
2014,SRB,36540.50000000001
2015,SRB,17630.654000000002
2016,SRB,4593.777800000001
2017,SRB,-16446.908
2018,SRB,-33449.200000000004
2019,SRB,-3866.7999999999993
2020,SRB,-26137.160000000003
2021,SRB,-4837.34
2022,SRB,4593.777800000001
2023,SRB,4593.777800000001
2024,SRB,4593.777800000001
2025,SRB,4593.777800000001
2026,SRB,4593.777800000001
2027,SRB,4593.777800000001
2028,SRB,4593.777800000001
2029,SRB,4593.777800000001
2030,SRB,4593.777800000001
2031,SRB,4593.777800000001
2032,SRB,4593.777800000001
2033,SRB,4593.777800000001
2034,SRB,4593.777800000001
2035,SRB,4593.777800000001
2036,SRB,4593.777800000001
2037,SRB,4593.777800000001
2038,SRB,4593.777800000001
2039,SRB,4593.777800000001
2040,SRB,4593.777800000001
2041,SRB,4593.777800000001
2042,SRB,4593.777800000001
2043,SRB,4593.777800000001
2044,SRB,4593.777800000001
2045,SRB,4593.777800000001
2046,SRB,4593.777800000001
2047,SRB,4593.777800000001
2048,SRB,4593.777800000001
2049,SRB,4593.777800000001
2050,SRB,4593.777800000001
2010,STP,1.502
2011,STP,5852.900000000001
2012,STP,6343.6900000000005
2013,STP,17.34
2014,STP,70.9
2015,STP,39.0
2016,STP,1.5150000000000001
2017,STP,1189.837888888889
2018,STP,27.2
2019,STP,1189.837888888889
2020,STP,377.49
2021,STP,1149.6000000000001
2022,STP,1189.837888888889
2023,STP,1189.837888888889
2024,STP,1189.837888888889
2025,STP,1189.837888888889
2026,STP,1189.837888888889
2027,STP,1189.837888888889
2028,STP,1189.837888888889
2029,STP,1189.837888888889
2030,STP,1189.837888888889
2031,STP,1189.837888888889
2032,STP,1189.837888888889
2033,STP,1189.837888888889
2034,STP,1189.837888888889
2035,STP,1189.837888888889
2036,STP,1189.837888888889
2037,STP,1189.837888888889
2038,STP,1189.837888888889
2039,STP,1189.837888888889
2040,STP,1189.837888888889
2041,STP,1189.837888888889
2042,STP,1189.837888888889
2043,STP,1189.837888888889
2044,STP,1189.837888888889
2045,STP,1189.837888888889
2046,STP,1189.837888888889
2047,STP,1189.837888888889
2048,STP,1189.837888888889
2049,STP,1189.837888888889
2050,STP,1189.837888888889
2010,SUR,41111.0
2011,SUR,68692.525
2012,SUR,108118.0
2013,SUR,96506.6
2014,SUR,63585.3
2015,SUR,61075.53788888889
2016,SUR,76670.3
2017,SUR,39743.866
2018,SUR,61075.53788888889
2019,SUR,49835.3
2020,SUR,38849.1
2021,SUR,40051.4
2022,SUR,61075.53788888889
2023,SUR,61075.53788888889
2024,SUR,61075.53788888889
2025,SUR,61075.53788888889
2026,SUR,61075.53788888889
2027,SUR,61075.53788888889
2028,SUR,61075.53788888889
2029,SUR,61075.53788888889
2030,SUR,61075.53788888889
2031,SUR,61075.53788888889
2032,SUR,61075.53788888889
2033,SUR,61075.53788888889
2034,SUR,61075.53788888889
2035,SUR,61075.53788888889
2036,SUR,61075.53788888889
2037,SUR,61075.53788888889
2038,SUR,61075.53788888889
2039,SUR,61075.53788888889
2040,SUR,61075.53788888889
2041,SUR,61075.53788888889
2042,SUR,61075.53788888889
2043,SUR,61075.53788888889
2044,SUR,61075.53788888889
2045,SUR,61075.53788888889
2046,SUR,61075.53788888889
2047,SUR,61075.53788888889
2048,SUR,61075.53788888889
2049,SUR,61075.53788888889
2050,SUR,61075.53788888889
2010,SVK,-62561.93
2011,SVK,-34673.909999999996
2012,SVK,5832.451999999999
2013,SVK,29713.02
2014,SVK,10238.899999999998
2015,SVK,37835.94
2016,SVK,58132.02
2017,SVK,23913.200000000004
2018,SVK,91172.5
2019,SVK,-13760.7
2020,SVK,57327.8
2021,SVK,98168.5
2022,SVK,25775.86427272727
2023,SVK,25775.86427272727
2024,SVK,25775.86427272727
2025,SVK,25775.86427272727
2026,SVK,25775.86427272727
2027,SVK,25775.86427272727
2028,SVK,25775.86427272727
2029,SVK,25775.86427272727
2030,SVK,25775.86427272727
2031,SVK,25775.86427272727
2032,SVK,25775.86427272727
2033,SVK,25775.86427272727
2034,SVK,25775.86427272727
2035,SVK,25775.86427272727
2036,SVK,25775.86427272727
2037,SVK,25775.86427272727
2038,SVK,25775.86427272727
2039,SVK,25775.86427272727
2040,SVK,25775.86427272727
2041,SVK,25775.86427272727
2042,SVK,25775.86427272727
2043,SVK,25775.86427272727
2044,SVK,25775.86427272727
2045,SVK,25775.86427272727
2046,SVK,25775.86427272727
2047,SVK,25775.86427272727
2048,SVK,25775.86427272727
2049,SVK,25775.86427272727
2050,SVK,25775.86427272727
2010,SVN,-43168.195
2011,SVN,-44774.399999999994
2012,SVN,-6400.0
2013,SVN,-253559.75
2014,SVN,-351644.432
2015,SVN,-316705.552
2016,SVN,-251644.98907
2017,SVN,-325745.053
2018,SVN,-310878.67
2019,SVN,-299333.756
2020,SVN,-285472.09
2021,SVN,-277412.73375
2022,SVN,-235247.03680181818
2023,SVN,-235247.03680181818
2024,SVN,-235247.03680181818
2025,SVN,-235247.03680181818
2026,SVN,-235247.03680181818
2027,SVN,-235247.03680181818
2028,SVN,-235247.03680181818
2029,SVN,-235247.03680181818
2030,SVN,-235247.03680181818
2031,SVN,-235247.03680181818
2032,SVN,-235247.03680181818
2033,SVN,-235247.03680181818
2034,SVN,-235247.03680181818
2035,SVN,-235247.03680181818
2036,SVN,-235247.03680181818
2037,SVN,-235247.03680181818
2038,SVN,-235247.03680181818
2039,SVN,-235247.03680181818
2040,SVN,-235247.03680181818
2041,SVN,-235247.03680181818
2042,SVN,-235247.03680181818
2043,SVN,-235247.03680181818
2044,SVN,-235247.03680181818
2045,SVN,-235247.03680181818
2046,SVN,-235247.03680181818
2047,SVN,-235247.03680181818
2048,SVN,-235247.03680181818
2049,SVN,-235247.03680181818
2050,SVN,-235247.03680181818
2010,SWE,-468955.0
2011,SWE,-209694.2
2012,SWE,-386651.62
2013,SWE,-349839.0
2014,SWE,-56015.0
2015,SWE,-303889.294
2016,SWE,-437658.519
2017,SWE,-179207.76
2018,SWE,-170496.0
2019,SWE,29722.600000000002
2020,SWE,-207229.84
2021,SWE,-142363.59
2022,SWE,-242060.093
2023,SWE,-242060.093
2024,SWE,-242060.093
2025,SWE,-242060.093
2026,SWE,-242060.093
2027,SWE,-242060.093
2028,SWE,-242060.093
2029,SWE,-242060.093
2030,SWE,-242060.093
2031,SWE,-242060.093
2032,SWE,-242060.093
2033,SWE,-242060.093
2034,SWE,-242060.093
2035,SWE,-242060.093
2036,SWE,-242060.093
2037,SWE,-242060.093
2038,SWE,-242060.093
2039,SWE,-242060.093
2040,SWE,-242060.093
2041,SWE,-242060.093
2042,SWE,-242060.093
2043,SWE,-242060.093
2044,SWE,-242060.093
2045,SWE,-242060.093
2046,SWE,-242060.093
2047,SWE,-242060.093
2048,SWE,-242060.093
2049,SWE,-242060.093
2050,SWE,-242060.093
2010,SWZ,56417.31340000001
2011,SWZ,9955.470000000001
2012,SWZ,1975.57
2013,SWZ,2836.71
2014,SWZ,7296.1725400000005
2015,SWZ,81197.8
2016,SWZ,81650.15
2017,SWZ,66106.3
2018,SWZ,69979.2
2019,SWZ,63848.64920000001
2020,SWZ,64667.700000000004
2021,SWZ,77353.6
2022,SWZ,49224.7068309091
2023,SWZ,49224.7068309091
2024,SWZ,49224.7068309091
2025,SWZ,49224.7068309091
2026,SWZ,49224.7068309091
2027,SWZ,49224.7068309091
2028,SWZ,49224.7068309091
2029,SWZ,49224.7068309091
2030,SWZ,49224.7068309091
2031,SWZ,49224.7068309091
2032,SWZ,49224.7068309091
2033,SWZ,49224.7068309091
2034,SWZ,49224.7068309091
2035,SWZ,49224.7068309091
2036,SWZ,49224.7068309091
2037,SWZ,49224.7068309091
2038,SWZ,49224.7068309091
2039,SWZ,49224.7068309091
2040,SWZ,49224.7068309091
2041,SWZ,49224.7068309091
2042,SWZ,49224.7068309091
2043,SWZ,49224.7068309091
2044,SWZ,49224.7068309091
2045,SWZ,49224.7068309091
2046,SWZ,49224.7068309091
2047,SWZ,49224.7068309091
2048,SWZ,49224.7068309091
2049,SWZ,49224.7068309091
2050,SWZ,49224.7068309091
2010,SYC,0.0
2011,SYC,0.0
2012,SYC,0.0
2013,SYC,0.0
2014,SYC,308.963
2015,SYC,0.8270000000000001
2016,SYC,0.465
2017,SYC,231.841
2018,SYC,253.053
2019,SYC,71.18527777777778
2020,SYC,71.18527777777778
2021,SYC,0.0
2022,SYC,71.18527777777778
2023,SYC,71.18527777777778
2024,SYC,71.18527777777778
2025,SYC,71.18527777777778
2026,SYC,71.18527777777778
2027,SYC,71.18527777777778
2028,SYC,71.18527777777778
2029,SYC,71.18527777777778
2030,SYC,71.18527777777778
2031,SYC,71.18527777777778
2032,SYC,71.18527777777778
2033,SYC,71.18527777777778
2034,SYC,71.18527777777778
2035,SYC,71.18527777777778
2036,SYC,71.18527777777778
2037,SYC,71.18527777777778
2038,SYC,71.18527777777778
2039,SYC,71.18527777777778
2040,SYC,71.18527777777778
2041,SYC,71.18527777777778
2042,SYC,71.18527777777778
2043,SYC,71.18527777777778
2044,SYC,71.18527777777778
2045,SYC,71.18527777777778
2046,SYC,71.18527777777778
2047,SYC,71.18527777777778
2048,SYC,71.18527777777778
2049,SYC,71.18527777777778
2050,SYC,71.18527777777778
2010,SYR,187640.85
2011,SYR,187640.85
2012,SYR,187640.85
2013,SYR,187640.85
2014,SYR,187640.85
2015,SYR,187640.85
2016,SYR,187640.85
2017,SYR,187640.85
2018,SYR,187640.85
2019,SYR,187640.85
2020,SYR,187640.85
2021,SYR,187640.85
2022,SYR,187640.85
2023,SYR,187640.85
2024,SYR,187640.85
2025,SYR,187640.85
2026,SYR,187640.85
2027,SYR,187640.85
2028,SYR,187640.85
2029,SYR,187640.85
2030,SYR,187640.85
2031,SYR,187640.85
2032,SYR,187640.85
2033,SYR,187640.85
2034,SYR,187640.85
2035,SYR,187640.85
2036,SYR,187640.85
2037,SYR,187640.85
2038,SYR,187640.85
2039,SYR,187640.85
2040,SYR,187640.85
2041,SYR,187640.85
2042,SYR,187640.85
2043,SYR,187640.85
2044,SYR,187640.85
2045,SYR,187640.85
2046,SYR,187640.85
2047,SYR,187640.85
2048,SYR,187640.85
2049,SYR,187640.85
2050,SYR,187640.85
2012,St. Kitts and Nevis,0.0
2013,St. Kitts and Nevis,0.0
2014,St. Kitts and Nevis,0.0
2015,St. Kitts and Nevis,0.0
2016,St. Kitts and Nevis,0.0
2017,St. Kitts and Nevis,0.0
2018,St. Kitts and Nevis,0.0
2019,St. Kitts and Nevis,0.0
2020,St. Kitts and Nevis,0.0
2021,St. Kitts and Nevis,0.0
2022,St. Kitts and Nevis,0.0
2023,St. Kitts and Nevis,0.0
2024,St. Kitts and Nevis,0.0
2025,St. Kitts and Nevis,0.0
2026,St. Kitts and Nevis,0.0
2027,St. Kitts and Nevis,0.0
2028,St. Kitts and Nevis,0.0
2029,St. Kitts and Nevis,0.0
2030,St. Kitts and Nevis,0.0
2031,St. Kitts and Nevis,0.0
2032,St. Kitts and Nevis,0.0
2033,St. Kitts and Nevis,0.0
2034,St. Kitts and Nevis,0.0
2035,St. Kitts and Nevis,0.0
2036,St. Kitts and Nevis,0.0
2037,St. Kitts and Nevis,0.0
2038,St. Kitts and Nevis,0.0
2039,St. Kitts and Nevis,0.0
2040,St. Kitts and Nevis,0.0
2041,St. Kitts and Nevis,0.0
2042,St. Kitts and Nevis,0.0
2043,St. Kitts and Nevis,0.0
2044,St. Kitts and Nevis,0.0
2045,St. Kitts and Nevis,0.0
2046,St. Kitts and Nevis,0.0
2047,St. Kitts and Nevis,0.0
2048,St. Kitts and Nevis,0.0
2049,St. Kitts and Nevis,0.0
2050,St. Kitts and Nevis,0.0
2010,St. Vincent and the Grenadines,0.512
2011,St. Vincent and the Grenadines,3.0260000000000002
2012,St. Vincent and the Grenadines,1.081
2013,St. Vincent and the Grenadines,10.0495
2014,St. Vincent and the Grenadines,19.239700000000003
2015,St. Vincent and the Grenadines,2.34847
2016,St. Vincent and the Grenadines,1739.04
2017,St. Vincent and the Grenadines,1.76
2018,St. Vincent and the Grenadines,12.3331
2019,St. Vincent and the Grenadines,67.3119
2020,St. Vincent and the Grenadines,21.0425
2021,St. Vincent and the Grenadines,16.759
2022,St. Vincent and the Grenadines,93.15701545454546
2023,St. Vincent and the Grenadines,93.15701545454546
2024,St. Vincent and the Grenadines,93.15701545454546
2025,St. Vincent and the Grenadines,93.15701545454546
2026,St. Vincent and the Grenadines,93.15701545454546
2027,St. Vincent and the Grenadines,93.15701545454546
2028,St. Vincent and the Grenadines,93.15701545454546
2029,St. Vincent and the Grenadines,93.15701545454546
2030,St. Vincent and the Grenadines,93.15701545454546
2031,St. Vincent and the Grenadines,93.15701545454546
2032,St. Vincent and the Grenadines,93.15701545454546
2033,St. Vincent and the Grenadines,93.15701545454546
2034,St. Vincent and the Grenadines,93.15701545454546
2035,St. Vincent and the Grenadines,93.15701545454546
2036,St. Vincent and the Grenadines,93.15701545454546
2037,St. Vincent and the Grenadines,93.15701545454546
2038,St. Vincent and the Grenadines,93.15701545454546
2039,St. Vincent and the Grenadines,93.15701545454546
2040,St. Vincent and the Grenadines,93.15701545454546
2041,St. Vincent and the Grenadines,93.15701545454546
2042,St. Vincent and the Grenadines,93.15701545454546
2043,St. Vincent and the Grenadines,93.15701545454546
2044,St. Vincent and the Grenadines,93.15701545454546
2045,St. Vincent and the Grenadines,93.15701545454546
2046,St. Vincent and the Grenadines,93.15701545454546
2047,St. Vincent and the Grenadines,93.15701545454546
2048,St. Vincent and the Grenadines,93.15701545454546
2049,St. Vincent and the Grenadines,93.15701545454546
2050,St. Vincent and the Grenadines,93.15701545454546
2010,TGO,68320.0
2011,TGO,213746.0
2012,TGO,135700.0
2013,TGO,44940.0
2014,TGO,412432.0
2015,TGO,-89221.0
2016,TGO,-502774.0
2017,TGO,-1196986.0
2018,TGO,-1307300.0
2019,TGO,0.0
2020,TGO,0.0
2021,TGO,-371544.0
2022,TGO,-195023.0
2023,TGO,-195023.0
2024,TGO,-195023.0
2025,TGO,-195023.0
2026,TGO,-195023.0
2027,TGO,-195023.0
2028,TGO,-195023.0
2029,TGO,-195023.0
2030,TGO,-195023.0
2031,TGO,-195023.0
2032,TGO,-195023.0
2033,TGO,-195023.0
2034,TGO,-195023.0
2035,TGO,-195023.0
2036,TGO,-195023.0
2037,TGO,-195023.0
2038,TGO,-195023.0
2039,TGO,-195023.0
2040,TGO,-195023.0
2041,TGO,-195023.0
2042,TGO,-195023.0
2043,TGO,-195023.0
2044,TGO,-195023.0
2045,TGO,-195023.0
2046,TGO,-195023.0
2047,TGO,-195023.0
2048,TGO,-195023.0
2049,TGO,-195023.0
2050,TGO,-195023.0
2010,THA,-8493417.763
2011,THA,-6514284.589
2012,THA,-6081660.681
2013,THA,-2446079.371
2014,THA,-3621385.129
2015,THA,-4034743.231
2016,THA,-6159217.722
2017,THA,0.0
2018,THA,7652.85
2019,THA,-9145683.1
2020,THA,0.0
2021,THA,-7310530.0
2022,THA,-4475484.873727273
2023,THA,-4475484.873727273
2024,THA,-4475484.873727273
2025,THA,-4475484.873727273
2026,THA,-4475484.873727273
2027,THA,-4475484.873727273
2028,THA,-4475484.873727273
2029,THA,-4475484.873727273
2030,THA,-4475484.873727273
2031,THA,-4475484.873727273
2032,THA,-4475484.873727273
2033,THA,-4475484.873727273
2034,THA,-4475484.873727273
2035,THA,-4475484.873727273
2036,THA,-4475484.873727273
