iso_code3,year,frac_ippu_cement_clinker
CHN,2040,0.72
CHN,2041,0.72
CHN,2042,0.72
CHN,2043,0.72
CHN,2044,0.72
CHN,2045,0.72
CHN,2046,0.72
CHN,2047,0.72
CHN,2048,0.72
CHN,2049,0.72
CHN,2050,0.72
CIV,2010,0.72
CIV,2011,0.72
CIV,2012,0.72
CIV,2013,0.72
CIV,2014,0.72
CIV,2015,0.72
CIV,2016,0.72
CIV,2017,0.72
CIV,2018,0.72
CIV,2019,0.72
CIV,2020,0.72
CIV,2021,0.72
CIV,2022,0.72
CIV,2023,0.72
CIV,2024,0.72
CIV,2025,0.72
CIV,2026,0.72
CIV,2027,0.72
CIV,2028,0.72
CIV,2029,0.72
CIV,2030,0.72
CIV,2031,0.72
CIV,2032,0.72
CIV,2033,0.72
CIV,2034,0.72
CIV,2035,0.72
CIV,2036,0.72
CIV,2037,0.72
CIV,2038,0.72
CIV,2039,0.72
CIV,2040,0.72
CIV,2041,0.72
CIV,2042,0.72
CIV,2043,0.72
CIV,2044,0.72
CIV,2045,0.72
CIV,2046,0.72
CIV,2047,0.72
CIV,2048,0.72
CIV,2049,0.72
CIV,2050,0.72
CMR,2010,0.72
CMR,2011,0.72
CMR,2012,0.72
CMR,2013,0.72
CMR,2014,0.72
CMR,2015,0.72
CMR,2016,0.72
CMR,2017,0.72
CMR,2018,0.72
CMR,2019,0.72
CMR,2020,0.72
CMR,2021,0.72
CMR,2022,0.72
CMR,2023,0.72
CMR,2024,0.72
CMR,2025,0.72
CMR,2026,0.72
CMR,2027,0.72
CMR,2028,0.72
CMR,2029,0.72
CMR,2030,0.72
CMR,2031,0.72
CMR,2032,0.72
CMR,2033,0.72
CMR,2034,0.72
CMR,2035,0.72
CMR,2036,0.72
CMR,2037,0.72
CMR,2038,0.72
CMR,2039,0.72
CMR,2040,0.72
CMR,2041,0.72
CMR,2042,0.72
CMR,2043,0.72
CMR,2044,0.72
CMR,2045,0.72
CMR,2046,0.72
CMR,2047,0.72
CMR,2048,0.72
CMR,2049,0.72
CMR,2050,0.72
COD,2010,0.72
COD,2011,0.72
COD,2012,0.72
COD,2013,0.72
COD,2014,0.72
COD,2015,0.72
COD,2016,0.72
COD,2017,0.72
COD,2018,0.72
COD,2019,0.72
COD,2020,0.72
COD,2021,0.72
COD,2022,0.72
COD,2023,0.72
COD,2024,0.72
COD,2025,0.72
COD,2026,0.72
COD,2027,0.72
COD,2028,0.72
COD,2029,0.72
COD,2030,0.72
COD,2031,0.72
COD,2032,0.72
COD,2033,0.72
COD,2034,0.72
COD,2035,0.72
COD,2036,0.72
COD,2037,0.72
COD,2038,0.72
COD,2039,0.72
COD,2040,0.72
COD,2041,0.72
COD,2042,0.72
COD,2043,0.72
COD,2044,0.72
COD,2045,0.72
COD,2046,0.72
COD,2047,0.72
COD,2048,0.72
COD,2049,0.72
COD,2050,0.72
COG,2010,0.72
COG,2011,0.72
COG,2012,0.72
COG,2013,0.72
COG,2014,0.72
COG,2015,0.72
COG,2016,0.72
COG,2017,0.72
COG,2018,0.72
COG,2019,0.72
COG,2020,0.72
COG,2021,0.72
COG,2022,0.72
COG,2023,0.72
COG,2024,0.72
COG,2025,0.72
COG,2026,0.72
COG,2027,0.72
COG,2028,0.72
COG,2029,0.72
COG,2030,0.72
COG,2031,0.72
COG,2032,0.72
COG,2033,0.72
COG,2034,0.72
COG,2035,0.72
COG,2036,0.72
COG,2037,0.72
COG,2038,0.72
COG,2039,0.72
COG,2040,0.72
COG,2041,0.72
COG,2042,0.72
COG,2043,0.72
COG,2044,0.72
COG,2045,0.72
COG,2046,0.72
COG,2047,0.72
COG,2048,0.72
COG,2049,0.72
COG,2050,0.72
COL,2010,0.68
COL,2011,0.68
COL,2012,0.68
COL,2013,0.68
COL,2014,0.68
COL,2015,0.68
COL,2016,0.68
COL,2017,0.68
COL,2018,0.68
COL,2019,0.68
COL,2020,0.68
COL,2021,0.68
COL,2022,0.68
COL,2023,0.68
COL,2024,0.68
COL,2025,0.68
COL,2026,0.68
COL,2027,0.68
COL,2028,0.68
COL,2029,0.68
COL,2030,0.68
COL,2031,0.68
COL,2032,0.68
COL,2033,0.68
COL,2034,0.68
COL,2035,0.68
COL,2036,0.68
COL,2037,0.68
COL,2038,0.68
COL,2039,0.68
COL,2040,0.68
COL,2041,0.68
COL,2042,0.68
COL,2043,0.68
COL,2044,0.68
COL,2045,0.68
COL,2046,0.68
COL,2047,0.68
COL,2048,0.68
COL,2049,0.68
COL,2050,0.68
COM,2010,0.72
COM,2011,0.72
COM,2012,0.72
COM,2013,0.72
COM,2014,0.72
COM,2015,0.72
COM,2016,0.72
COM,2017,0.72
COM,2018,0.72
COM,2019,0.72
COM,2020,0.72
COM,2021,0.72
COM,2022,0.72
COM,2023,0.72
COM,2024,0.72
COM,2025,0.72
COM,2026,0.72
COM,2027,0.72
COM,2028,0.72
COM,2029,0.72
COM,2030,0.72
COM,2031,0.72
COM,2032,0.72
COM,2033,0.72
COM,2034,0.72
COM,2035,0.72
COM,2036,0.72
COM,2037,0.72
COM,2038,0.72
COM,2039,0.72
COM,2040,0.72
COM,2041,0.72
COM,2042,0.72
COM,2043,0.72
COM,2044,0.72
COM,2045,0.72
COM,2046,0.72
COM,2047,0.72
COM,2048,0.72
COM,2049,0.72
COM,2050,0.72
CPV,2010,0.72
CPV,2011,0.72
CPV,2012,0.72
CPV,2013,0.72
CPV,2014,0.72
CPV,2015,0.72
CPV,2016,0.72
CPV,2017,0.72
CPV,2018,0.72
CPV,2019,0.72
CPV,2020,0.72
CPV,2021,0.72
CPV,2022,0.72
CPV,2023,0.72
CPV,2024,0.72
CPV,2025,0.72
CPV,2026,0.72
CPV,2027,0.72
CPV,2028,0.72
CPV,2029,0.72
CPV,2030,0.72
CPV,2031,0.72
CPV,2032,0.72
CPV,2033,0.72
CPV,2034,0.72
CPV,2035,0.72
CPV,2036,0.72
CPV,2037,0.72
CPV,2038,0.72
CPV,2039,0.72
CPV,2040,0.72
CPV,2041,0.72
CPV,2042,0.72
CPV,2043,0.72
CPV,2044,0.72
CPV,2045,0.72
CPV,2046,0.72
CPV,2047,0.72
CPV,2048,0.72
CPV,2049,0.72
CPV,2050,0.72
CRI,2010,0.72
CRI,2011,0.72
CRI,2012,0.72
CRI,2013,0.72
CRI,2014,0.72
CRI,2015,0.72
CRI,2016,0.72
CRI,2017,0.72
CRI,2018,0.72
CRI,2019,0.72
CRI,2020,0.72
CRI,2021,0.72
CRI,2022,0.72
CRI,2023,0.72
CRI,2024,0.72
CRI,2025,0.72
CRI,2026,0.72
CRI,2027,0.72
CRI,2028,0.72
CRI,2029,0.72
CRI,2030,0.72
CRI,2031,0.72
CRI,2032,0.72
CRI,2033,0.72
CRI,2034,0.72
CRI,2035,0.72
CRI,2036,0.72
CRI,2037,0.72
CRI,2038,0.72
CRI,2039,0.72
CRI,2040,0.72
CRI,2041,0.72
CRI,2042,0.72
CRI,2043,0.72
CRI,2044,0.72
CRI,2045,0.72
CRI,2046,0.72
CRI,2047,0.72
CRI,2048,0.72
CRI,2049,0.72
CRI,2050,0.72
CUB,2010,0.72
CUB,2011,0.72
CUB,2012,0.72
CUB,2013,0.72
CUB,2014,0.72
CUB,2015,0.72
CUB,2016,0.72
CUB,2017,0.72
CUB,2018,0.72
CUB,2019,0.72
CUB,2020,0.72
CUB,2021,0.72
CUB,2022,0.72
CUB,2023,0.72
CUB,2024,0.72
CUB,2025,0.72
CUB,2026,0.72
CUB,2027,0.72
CUB,2028,0.72
CUB,2029,0.72
CUB,2030,0.72
CUB,2031,0.72
CUB,2032,0.72
CUB,2033,0.72
CUB,2034,0.72
CUB,2035,0.72
CUB,2036,0.72
CUB,2037,0.72
CUB,2038,0.72
CUB,2039,0.72
CUB,2040,0.72
CUB,2041,0.72
CUB,2042,0.72
CUB,2043,0.72
CUB,2044,0.72
CUB,2045,0.72
CUB,2046,0.72
CUB,2047,0.72
CUB,2048,0.72
CUB,2049,0.72
CUB,2050,0.72
CYP,2010,0.72
CYP,2011,0.72
CYP,2012,0.72
CYP,2013,0.72
CYP,2014,0.72
CYP,2015,0.72
CYP,2016,0.72
CYP,2017,0.72
CYP,2018,0.72
CYP,2019,0.72
CYP,2020,0.72
CYP,2021,0.72
CYP,2022,0.72
CYP,2023,0.72
CYP,2024,0.72
CYP,2025,0.72
CYP,2026,0.72
CYP,2027,0.72
CYP,2028,0.72
CYP,2029,0.72
CYP,2030,0.72
CYP,2031,0.72
CYP,2032,0.72
CYP,2033,0.72
CYP,2034,0.72
CYP,2035,0.72
CYP,2036,0.72
CYP,2037,0.72
CYP,2038,0.72
CYP,2039,0.72
CYP,2040,0.72
CYP,2041,0.72
CYP,2042,0.72
CYP,2043,0.72
CYP,2044,0.72
CYP,2045,0.72
CYP,2046,0.72
CYP,2047,0.72
CYP,2048,0.72
CYP,2049,0.72
CYP,2050,0.72
CZE,2010,0.72
CZE,2011,0.72
CZE,2012,0.72
CZE,2013,0.72
CZE,2014,0.72
CZE,2015,0.72
CZE,2016,0.72
CZE,2017,0.72
CZE,2018,0.72
CZE,2019,0.72
CZE,2020,0.72
CZE,2021,0.72
CZE,2022,0.72
CZE,2023,0.72
CZE,2024,0.72
CZE,2025,0.72
CZE,2026,0.72
CZE,2027,0.72
CZE,2028,0.72
CZE,2029,0.72
CZE,2030,0.72
CZE,2031,0.72
CZE,2032,0.72
CZE,2033,0.72
CZE,2034,0.72
CZE,2035,0.72
CZE,2036,0.72
CZE,2037,0.72
CZE,2038,0.72
CZE,2039,0.72
CZE,2040,0.72
CZE,2041,0.72
CZE,2042,0.72
CZE,2043,0.72
CZE,2044,0.72
CZE,2045,0.72
CZE,2046,0.72
CZE,2047,0.72
CZE,2048,0.72
CZE,2049,0.72
CZE,2050,0.72
DEU,2010,0.72
DEU,2011,0.72
DEU,2012,0.72
DEU,2013,0.72
DEU,2014,0.72
DEU,2015,0.72
DEU,2016,0.72
DEU,2017,0.72
DEU,2018,0.72
DEU,2019,0.72
DEU,2020,0.72
DEU,2021,0.72
DEU,2022,0.72
DEU,2023,0.72
DEU,2024,0.72
DEU,2025,0.72
DEU,2026,0.72
DEU,2027,0.72
DEU,2028,0.72
DEU,2029,0.72
DEU,2030,0.72
DEU,2031,0.72
DEU,2032,0.72
DEU,2033,0.72
DEU,2034,0.72
DEU,2035,0.72
DEU,2036,0.72
DEU,2037,0.72
DEU,2038,0.72
DEU,2039,0.72
DEU,2040,0.72
DEU,2041,0.72
DEU,2042,0.72
DEU,2043,0.72
DEU,2044,0.72
DEU,2045,0.72
DEU,2046,0.72
DEU,2047,0.72
DEU,2048,0.72
DEU,2049,0.72
DEU,2050,0.72
DJI,2010,0.72
DJI,2011,0.72
DJI,2012,0.72
DJI,2013,0.72
DJI,2014,0.72
DJI,2015,0.72
DJI,2016,0.72
DJI,2017,0.72
DJI,2018,0.72
DJI,2019,0.72
DJI,2020,0.72
DJI,2021,0.72
DJI,2022,0.72
DJI,2023,0.72
DJI,2024,0.72
DJI,2025,0.72
DJI,2026,0.72
DJI,2027,0.72
DJI,2028,0.72
DJI,2029,0.72
DJI,2030,0.72
DJI,2031,0.72
DJI,2032,0.72
DJI,2033,0.72
DJI,2034,0.72
DJI,2035,0.72
DJI,2036,0.72
DJI,2037,0.72
DJI,2038,0.72
DJI,2039,0.72
DJI,2040,0.72
DJI,2041,0.72
DJI,2042,0.72
DJI,2043,0.72
DJI,2044,0.72
DJI,2045,0.72
DJI,2046,0.72
DJI,2047,0.72
DJI,2048,0.72
DJI,2049,0.72
DJI,2050,0.72
DNK,2010,0.72
DNK,2011,0.72
DNK,2012,0.72
DNK,2013,0.72
DNK,2014,0.72
DNK,2015,0.72
DNK,2016,0.72
DNK,2017,0.72
DNK,2018,0.72
DNK,2019,0.72
DNK,2020,0.72
DNK,2021,0.72
DNK,2022,0.72
DNK,2023,0.72
DNK,2024,0.72
DNK,2025,0.72
DNK,2026,0.72
DNK,2027,0.72
DNK,2028,0.72
DNK,2029,0.72
DNK,2030,0.72
DNK,2031,0.72
DNK,2032,0.72
DNK,2033,0.72
DNK,2034,0.72
DNK,2035,0.72
DNK,2036,0.72
DNK,2037,0.72
DNK,2038,0.72
DNK,2039,0.72
DNK,2040,0.72
DNK,2041,0.72
DNK,2042,0.72
DNK,2043,0.72
DNK,2044,0.72
DNK,2045,0.72
DNK,2046,0.72
DNK,2047,0.72
DNK,2048,0.72
DNK,2049,0.72
DNK,2050,0.72
DOM,2010,0.73
DOM,2011,0.73
DOM,2012,0.73
DOM,2013,0.73
DOM,2014,0.73
DOM,2015,0.73
DOM,2016,0.73
DOM,2017,0.73
DOM,2018,0.73
DOM,2019,0.73
DOM,2020,0.73
DOM,2021,0.73
DOM,2022,0.73
DOM,2023,0.73
DOM,2024,0.73
DOM,2025,0.73
DOM,2026,0.73
DOM,2027,0.73
DOM,2028,0.73
DOM,2029,0.73
DOM,2030,0.73
DOM,2031,0.73
DOM,2032,0.73
DOM,2033,0.73
DOM,2034,0.73
DOM,2035,0.73
DOM,2036,0.73
DOM,2037,0.73
DOM,2038,0.73
DOM,2039,0.73
DOM,2040,0.73
DOM,2041,0.73
DOM,2042,0.73
DOM,2043,0.73
DOM,2044,0.73
DOM,2045,0.73
DOM,2046,0.73
DOM,2047,0.73
DOM,2048,0.73
DOM,2049,0.73
DOM,2050,0.73
DZA,2010,0.72
DZA,2011,0.72
DZA,2012,0.72
DZA,2013,0.72
DZA,2014,0.72
DZA,2015,0.72
DZA,2016,0.72
DZA,2017,0.72
DZA,2018,0.72
DZA,2019,0.72
DZA,2020,0.72
DZA,2021,0.72
DZA,2022,0.72
DZA,2023,0.72
DZA,2024,0.72
DZA,2025,0.72
DZA,2026,0.72
DZA,2027,0.72
DZA,2028,0.72
DZA,2029,0.72
DZA,2030,0.72
DZA,2031,0.72
DZA,2032,0.72
DZA,2033,0.72
DZA,2034,0.72
DZA,2035,0.72
DZA,2036,0.72
DZA,2037,0.72
DZA,2038,0.72
DZA,2039,0.72
DZA,2040,0.72
DZA,2041,0.72
DZA,2042,0.72
DZA,2043,0.72
DZA,2044,0.72
DZA,2045,0.72
DZA,2046,0.72
DZA,2047,0.72
DZA,2048,0.72
DZA,2049,0.72
DZA,2050,0.72
ECU,2010,0.7
ECU,2011,0.7
ECU,2012,0.7
ECU,2013,0.7
ECU,2014,0.7
ECU,2015,0.7
ECU,2016,0.7
ECU,2017,0.7
ECU,2018,0.7
ECU,2019,0.7
ECU,2020,0.7
ECU,2021,0.7
ECU,2022,0.7
ECU,2023,0.7
ECU,2024,0.7
ECU,2025,0.7
ECU,2026,0.7
ECU,2027,0.7
ECU,2028,0.7
ECU,2029,0.7
ECU,2030,0.7
ECU,2031,0.7
ECU,2032,0.7
ECU,2033,0.7
ECU,2034,0.7
ECU,2035,0.7
ECU,2036,0.7
ECU,2037,0.7
ECU,2038,0.7
ECU,2039,0.7
ECU,2040,0.7
ECU,2041,0.7
ECU,2042,0.7
ECU,2043,0.7
ECU,2044,0.7
ECU,2045,0.7
ECU,2046,0.7
ECU,2047,0.7
ECU,2048,0.7
ECU,2049,0.7
ECU,2050,0.7
EGY,2010,0.72
EGY,2011,0.72
EGY,2012,0.72
EGY,2013,0.72
EGY,2014,0.72
EGY,2015,0.72
EGY,2016,0.72
EGY,2017,0.72
EGY,2018,0.72
EGY,2019,0.72
EGY,2020,0.72
EGY,2021,0.72
EGY,2022,0.72
EGY,2023,0.72
EGY,2024,0.72
EGY,2025,0.72
EGY,2026,0.72
EGY,2027,0.72
EGY,2028,0.72
EGY,2029,0.72
EGY,2030,0.72
EGY,2031,0.72
EGY,2032,0.72
EGY,2033,0.72
EGY,2034,0.72
EGY,2035,0.72
EGY,2036,0.72
EGY,2037,0.72
EGY,2038,0.72
EGY,2039,0.72
EGY,2040,0.72
EGY,2041,0.72
EGY,2042,0.72
EGY,2043,0.72
EGY,2044,0.72
EGY,2045,0.72
EGY,2046,0.72
EGY,2047,0.72
EGY,2048,0.72
EGY,2049,0.72
EGY,2050,0.72
ERI,2010,0.72
ERI,2011,0.72
ERI,2012,0.72
ERI,2013,0.72
ERI,2014,0.72
ERI,2015,0.72
ERI,2016,0.72
ERI,2017,0.72
ERI,2018,0.72
ERI,2019,0.72
ERI,2020,0.72
ERI,2021,0.72
ERI,2022,0.72
ERI,2023,0.72
ERI,2024,0.72
ERI,2025,0.72
ERI,2026,0.72
ERI,2027,0.72
ERI,2028,0.72
ERI,2029,0.72
ERI,2030,0.72
ERI,2031,0.72
ERI,2032,0.72
ERI,2033,0.72
ERI,2034,0.72
ERI,2035,0.72
ERI,2036,0.72
ERI,2037,0.72
ERI,2038,0.72
ERI,2039,0.72
ERI,2040,0.72
ERI,2041,0.72
ERI,2042,0.72
ERI,2043,0.72
ERI,2044,0.72
ERI,2045,0.72
ERI,2046,0.72
ERI,2047,0.72
ERI,2048,0.72
ERI,2049,0.72
ERI,2050,0.72
ESP,2010,0.72
ESP,2011,0.72
ESP,2012,0.72
ESP,2013,0.72
ESP,2014,0.72
ESP,2015,0.72
ESP,2016,0.72
ESP,2017,0.72
ESP,2018,0.72
ESP,2019,0.72
ESP,2020,0.72
ESP,2021,0.72
ESP,2022,0.72
ESP,2023,0.72
ESP,2024,0.72
ESP,2025,0.72
ESP,2026,0.72
ESP,2027,0.72
ESP,2028,0.72
ESP,2029,0.72
ESP,2030,0.72
ESP,2031,0.72
ESP,2032,0.72
ESP,2033,0.72
ESP,2034,0.72
ESP,2035,0.72
ESP,2036,0.72
ESP,2037,0.72
ESP,2038,0.72
ESP,2039,0.72
ESP,2040,0.72
ESP,2041,0.72
ESP,2042,0.72
ESP,2043,0.72
ESP,2044,0.72
ESP,2045,0.72
ESP,2046,0.72
ESP,2047,0.72
ESP,2048,0.72
ESP,2049,0.72
ESP,2050,0.72
EST,2010,0.72
EST,2011,0.72
EST,2012,0.72
EST,2013,0.72
EST,2014,0.72
EST,2015,0.72
EST,2016,0.72
EST,2017,0.72
EST,2018,0.72
EST,2019,0.72
EST,2020,0.72
EST,2021,0.72
EST,2022,0.72
EST,2023,0.72
EST,2024,0.72
EST,2025,0.72
EST,2026,0.72
EST,2027,0.72
EST,2028,0.72
EST,2029,0.72
EST,2030,0.72
EST,2031,0.72
EST,2032,0.72
EST,2033,0.72
EST,2034,0.72
EST,2035,0.72
EST,2036,0.72
EST,2037,0.72
EST,2038,0.72
EST,2039,0.72
EST,2040,0.72
EST,2041,0.72
EST,2042,0.72
EST,2043,0.72
EST,2044,0.72
EST,2045,0.72
EST,2046,0.72
EST,2047,0.72
EST,2048,0.72
EST,2049,0.72
EST,2050,0.72
ETH,2010,0.72
ETH,2011,0.72
ETH,2012,0.72
ETH,2013,0.72
ETH,2014,0.72
ETH,2015,0.72
ETH,2016,0.72
ETH,2017,0.72
ETH,2018,0.72
ETH,2019,0.72
ETH,2020,0.72
ETH,2021,0.72
ETH,2022,0.72
ETH,2023,0.72
ETH,2024,0.72
ETH,2025,0.72
ETH,2026,0.72
ETH,2027,0.72
ETH,2028,0.72
ETH,2029,0.72
ETH,2030,0.72
ETH,2031,0.72
ETH,2032,0.72
ETH,2033,0.72
ETH,2034,0.72
ETH,2035,0.72
ETH,2036,0.72
ETH,2037,0.72
ETH,2038,0.72
ETH,2039,0.72
ETH,2040,0.72
ETH,2041,0.72
ETH,2042,0.72
ETH,2043,0.72
ETH,2044,0.72
ETH,2045,0.72
ETH,2046,0.72
ETH,2047,0.72
ETH,2048,0.72
ETH,2049,0.72
ETH,2050,0.72
FIN,2010,0.72
FIN,2011,0.72
FIN,2012,0.72
FIN,2013,0.72
FIN,2014,0.72
FIN,2015,0.72
FIN,2016,0.72
FIN,2017,0.72
FIN,2018,0.72
FIN,2019,0.72
FIN,2020,0.72
FIN,2021,0.72
FIN,2022,0.72
FIN,2023,0.72
FIN,2024,0.72
FIN,2025,0.72
FIN,2026,0.72
FIN,2027,0.72
FIN,2028,0.72
FIN,2029,0.72
FIN,2030,0.72
FIN,2031,0.72
FIN,2032,0.72
FIN,2033,0.72
FIN,2034,0.72
FIN,2035,0.72
FIN,2036,0.72
FIN,2037,0.72
FIN,2038,0.72
FIN,2039,0.72
FIN,2040,0.72
FIN,2041,0.72
FIN,2042,0.72
FIN,2043,0.72
FIN,2044,0.72
FIN,2045,0.72
FIN,2046,0.72
FIN,2047,0.72
FIN,2048,0.72
FIN,2049,0.72
FIN,2050,0.72
FJI,2010,0.72
FJI,2011,0.72
FJI,2012,0.72
FJI,2013,0.72
FJI,2014,0.72
FJI,2015,0.72
FJI,2016,0.72
FJI,2017,0.72
FJI,2018,0.72
FJI,2019,0.72
FJI,2020,0.72
FJI,2021,0.72
FJI,2022,0.72
FJI,2023,0.72
FJI,2024,0.72
FJI,2025,0.72
FJI,2026,0.72
FJI,2027,0.72
FJI,2028,0.72
FJI,2029,0.72
FJI,2030,0.72
FJI,2031,0.72
FJI,2032,0.72
FJI,2033,0.72
FJI,2034,0.72
FJI,2035,0.72
FJI,2036,0.72
FJI,2037,0.72
FJI,2038,0.72
FJI,2039,0.72
FJI,2040,0.72
FJI,2041,0.72
FJI,2042,0.72
FJI,2043,0.72
FJI,2044,0.72
FJI,2045,0.72
FJI,2046,0.72
FJI,2047,0.72
FJI,2048,0.72
FJI,2049,0.72
FJI,2050,0.72
FRA,2010,0.72
FRA,2011,0.72
FRA,2012,0.72
FRA,2013,0.72
FRA,2014,0.72
FRA,2015,0.72
FRA,2016,0.72
FRA,2017,0.72
FRA,2018,0.72
FRA,2019,0.72
FRA,2020,0.72
FRA,2021,0.72
FRA,2022,0.72
FRA,2023,0.72
FRA,2024,0.72
FRA,2025,0.72
FRA,2026,0.72
FRA,2027,0.72
FRA,2028,0.72
FRA,2029,0.72
FRA,2030,0.72
FRA,2031,0.72
FRA,2032,0.72
FRA,2033,0.72
FRA,2034,0.72
FRA,2035,0.72
FRA,2036,0.72
FRA,2037,0.72
FRA,2038,0.72
FRA,2039,0.72
FRA,2040,0.72
FRA,2041,0.72
FRA,2042,0.72
FRA,2043,0.72
FRA,2044,0.72
FRA,2045,0.72
FRA,2046,0.72
FRA,2047,0.72
FRA,2048,0.72
FRA,2049,0.72
FRA,2050,0.72
GAB,2010,0.72
GAB,2011,0.72
GAB,2012,0.72
GAB,2013,0.72
GAB,2014,0.72
GAB,2015,0.72
GAB,2016,0.72
GAB,2017,0.72
GAB,2018,0.72
GAB,2019,0.72
GAB,2020,0.72
GAB,2021,0.72
GAB,2022,0.72
GAB,2023,0.72
GAB,2024,0.72
GAB,2025,0.72
GAB,2026,0.72
GAB,2027,0.72
GAB,2028,0.72
GAB,2029,0.72
GAB,2030,0.72
GAB,2031,0.72
GAB,2032,0.72
GAB,2033,0.72
GAB,2034,0.72
GAB,2035,0.72
GAB,2036,0.72
GAB,2037,0.72
GAB,2038,0.72
GAB,2039,0.72
GAB,2040,0.72
GAB,2041,0.72
GAB,2042,0.72
GAB,2043,0.72
GAB,2044,0.72
GAB,2045,0.72
GAB,2046,0.72
GAB,2047,0.72
GAB,2048,0.72
GAB,2049,0.72
GAB,2050,0.72
GBR,2010,0.72
GBR,2011,0.72
GBR,2012,0.72
GBR,2013,0.72
GBR,2014,0.72
GBR,2015,0.72
GBR,2016,0.72
GBR,2017,0.72
GBR,2018,0.72
GBR,2019,0.72
GBR,2020,0.72
GBR,2021,0.72
GBR,2022,0.72
GBR,2023,0.72
GBR,2024,0.72
GBR,2025,0.72
GBR,2026,0.72
GBR,2027,0.72
GBR,2028,0.72
GBR,2029,0.72
GBR,2030,0.72
GBR,2031,0.72
GBR,2032,0.72
GBR,2033,0.72
GBR,2034,0.72
GBR,2035,0.72
GBR,2036,0.72
GBR,2037,0.72
GBR,2038,0.72
GBR,2039,0.72
GBR,2040,0.72
GBR,2041,0.72
GBR,2042,0.72
GBR,2043,0.72
GBR,2044,0.72
GBR,2045,0.72
GBR,2046,0.72
GBR,2047,0.72
GBR,2048,0.72
GBR,2049,0.72
GBR,2050,0.72
GEO,2010,0.72
GEO,2011,0.72
GEO,2012,0.72
GEO,2013,0.72
GEO,2014,0.72
GEO,2015,0.72
GEO,2016,0.72
GEO,2017,0.72
GEO,2018,0.72
GEO,2019,0.72
GEO,2020,0.72
GEO,2021,0.72
GEO,2022,0.72
GEO,2023,0.72
GEO,2024,0.72
GEO,2025,0.72
GEO,2026,0.72
GEO,2027,0.72
GEO,2028,0.72
GEO,2029,0.72
GEO,2030,0.72
GEO,2031,0.72
GEO,2032,0.72
GEO,2033,0.72
GEO,2034,0.72
GEO,2035,0.72
GEO,2036,0.72
GEO,2037,0.72
GEO,2038,0.72
GEO,2039,0.72
GEO,2040,0.72
GEO,2041,0.72
GEO,2042,0.72
GEO,2043,0.72
GEO,2044,0.72
GEO,2045,0.72
GEO,2046,0.72
GEO,2047,0.72
GEO,2048,0.72
GEO,2049,0.72
GEO,2050,0.72
GHA,2010,0.72
GHA,2011,0.72
GHA,2012,0.72
GHA,2013,0.72
GHA,2014,0.72
GHA,2015,0.72
GHA,2016,0.72
GHA,2017,0.72
GHA,2018,0.72
GHA,2019,0.72
GHA,2020,0.72
GHA,2021,0.72
GHA,2022,0.72
GHA,2023,0.72
GHA,2024,0.72
GHA,2025,0.72
GHA,2026,0.72
GHA,2027,0.72
GHA,2028,0.72
GHA,2029,0.72
GHA,2030,0.72
GHA,2031,0.72
GHA,2032,0.72
GHA,2033,0.72
GHA,2034,0.72
GHA,2035,0.72
GHA,2036,0.72
GHA,2037,0.72
GHA,2038,0.72
GHA,2039,0.72
GHA,2040,0.72
GHA,2041,0.72
GHA,2042,0.72
GHA,2043,0.72
GHA,2044,0.72
GHA,2045,0.72
GHA,2046,0.72
GHA,2047,0.72
GHA,2048,0.72
GHA,2049,0.72
GHA,2050,0.72
GIN,2010,0.72
GIN,2011,0.72
GIN,2012,0.72
GIN,2013,0.72
GIN,2014,0.72
GIN,2015,0.72
GIN,2016,0.72
GIN,2017,0.72
GIN,2018,0.72
GIN,2019,0.72
GIN,2020,0.72
GIN,2021,0.72
GIN,2022,0.72
GIN,2023,0.72
GIN,2024,0.72
GIN,2025,0.72
GIN,2026,0.72
GIN,2027,0.72
GIN,2028,0.72
GIN,2029,0.72
GIN,2030,0.72
GIN,2031,0.72
GIN,2032,0.72
GIN,2033,0.72
GIN,2034,0.72
GIN,2035,0.72
GIN,2036,0.72
GIN,2037,0.72
GIN,2038,0.72
GIN,2039,0.72
GIN,2040,0.72
GIN,2041,0.72
GIN,2042,0.72
GIN,2043,0.72
GIN,2044,0.72
GIN,2045,0.72
GIN,2046,0.72
GIN,2047,0.72
GIN,2048,0.72
GIN,2049,0.72
GIN,2050,0.72
GMB,2010,0.72
GMB,2011,0.72
GMB,2012,0.72
GMB,2013,0.72
GMB,2014,0.72
GMB,2015,0.72
GMB,2016,0.72
GMB,2017,0.72
GMB,2018,0.72
GMB,2019,0.72
GMB,2020,0.72
GMB,2021,0.72
GMB,2022,0.72
GMB,2023,0.72
GMB,2024,0.72
GMB,2025,0.72
GMB,2026,0.72
GMB,2027,0.72
GMB,2028,0.72
GMB,2029,0.72
GMB,2030,0.72
GMB,2031,0.72
GMB,2032,0.72
GMB,2033,0.72
GMB,2034,0.72
GMB,2035,0.72
GMB,2036,0.72
GMB,2037,0.72
GMB,2038,0.72
GMB,2039,0.72
GMB,2040,0.72
GMB,2041,0.72
GMB,2042,0.72
GMB,2043,0.72
GMB,2044,0.72
GMB,2045,0.72
GMB,2046,0.72
GMB,2047,0.72
GMB,2048,0.72
GMB,2049,0.72
GMB,2050,0.72
GNB,2010,0.72
GNB,2011,0.72
GNB,2012,0.72
GNB,2013,0.72
GNB,2014,0.72
GNB,2015,0.72
GNB,2016,0.72
