year,iso_code3,prodinit_ippu_cement_tonne,prodinit_ippu_chemicals_tonne,prodinit_ippu_electronics_tonne,prodinit_ippu_glass_tonne,prodinit_ippu_lime_and_carbonite_tonne,prodinit_ippu_metals_tonne,prodinit_ippu_mining_tonne,prodinit_ippu_paper_tonne,prodinit_ippu_plastic_tonne,prodinit_ippu_rubber_and_leather_tonne,prodinit_ippu_textiles_tonne
2028,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2029,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2030,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2031,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2032,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2033,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2034,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2035,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2036,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2037,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2038,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2039,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2040,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2041,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2042,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2043,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2044,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2045,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2046,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2047,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2048,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2049,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2050,MDV,637290.7715,958.020153408823,6645.35675582948,972.979549805138,0.0,41631.1526119665,3167.62915732923,8131.16674676912,7282.69362091163,129.169271565444,1905.93936936015
2010,MEX,40610000.0,4530408.69797673,12573207.3616617,588534.76703762,32998.9332615894,21700380.9841075,78762684.9950385,6263924.33758092,5324737.25280989,189479.290200816,973653.077815522
2011,MEX,40610000.0,4728557.42149662,12551420.1118742,572647.020866644,561541.148933874,24586038.5983064,123862288.163002,6270102.53388697,5518940.18359264,184526.047675951,1021241.76135501
2012,MEX,41610000.0,5163443.59421655,12890907.190897,541434.036597313,97440.9711147557,26334873.1501738,156404600.2799,6619513.71721796,6050411.76294754,219140.737956522,1095198.5429844
2013,MEX,41060000.0,5315622.78741671,13954469.4970768,566474.452196014,466344.698878897,29120203.254405,163633008.214935,6966858.4709871,6614371.32686976,242027.799495306,1177519.49896112
2014,MEX,43310000.0,5198313.58500648,13849277.4864484,547226.620884845,49069.4566994449,28930114.8938487,183665197.818742,6860739.93206228,6807905.34527512,260058.173586922,1218939.56711877
2015,MEX,46350000.0,4701023.69539707,13405879.2513089,545738.738287517,18508.0363027602,26996774.8237087,206236223.839276,6812708.68565079,6760267.21003538,265549.073631829,1189313.71261363
2016,MEX,47720000.0,4189485.03955115,12428766.4964308,512507.04078475,25857.1604612335,25621793.5007735,173289257.239228,6182052.64873771,6368468.03731188,236850.494100311,1105012.82105839
2017,MEX,48360000.0,4582370.11767378,13740508.525777,504807.68549269,20575.5678991988,26397795.9750511,144462465.731487,6647999.23465009,6316862.87147002,234688.777427334,1031592.84739055
2018,MEX,48330000.0,4447272.31301377,13914594.2001128,517800.477085705,22002.8100351866,27976062.2295101,153234469.511311,6435587.97086242,6503245.50889712,245879.638765737,1020577.94844844
2019,MEX,45160000.0,4556462.75055667,14624116.213285,528082.236764549,3892.74616461976,28937875.7092751,149383278.142362,6531812.18519889,6558685.20976036,261075.178107406,1005969.31773625
2020,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2021,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2022,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2023,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2024,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2025,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2026,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2027,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2028,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2029,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2030,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2031,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2032,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2033,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2034,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2035,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2036,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2037,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2038,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2039,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2040,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2041,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2042,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2043,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2044,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
2045,MEX,47830000.0,4145162.07494542,12996545.3379814,464580.939430365,21032.9471766494,25425029.7416747,139177714.148699,5769697.26498451,5656888.15588946,236325.294013164,861150.635832346
