year,iso_code3,prodinit_ippu_cement_tonne,prodinit_ippu_chemicals_tonne,prodinit_ippu_electronics_tonne,prodinit_ippu_glass_tonne,prodinit_ippu_lime_and_carbonite_tonne,prodinit_ippu_metals_tonne,prodinit_ippu_mining_tonne,prodinit_ippu_paper_tonne,prodinit_ippu_plastic_tonne,prodinit_ippu_rubber_and_leather_tonne,prodinit_ippu_textiles_tonne
2045,BHR,2525170.315,81549.2576568717,66960.4409024417,11975.6859326383,76085.6007995205,1417894.76764349,13891613.2758655,91227.518965896,65695.1421072217,2049.12198044044,15699.7451336012
2046,BHR,2525170.315,81549.2576568717,66960.4409024417,11975.6859326383,76085.6007995205,1417894.76764349,13891613.2758655,91227.518965896,65695.1421072217,2049.12198044044,15699.7451336012
2047,BHR,2525170.315,81549.2576568717,66960.4409024417,11975.6859326383,76085.6007995205,1417894.76764349,13891613.2758655,91227.518965896,65695.1421072217,2049.12198044044,15699.7451336012
2048,BHR,2525170.315,81549.2576568717,66960.4409024417,11975.6859326383,76085.6007995205,1417894.76764349,13891613.2758655,91227.518965896,65695.1421072217,2049.12198044044,15699.7451336012
2049,BHR,2525170.315,81549.2576568717,66960.4409024417,11975.6859326383,76085.6007995205,1417894.76764349,13891613.2758655,91227.518965896,65695.1421072217,2049.12198044044,15699.7451336012
2050,BHR,2525170.315,81549.2576568717,66960.4409024417,11975.6859326383,76085.6007995205,1417894.76764349,13891613.2758655,91227.518965896,65695.1421072217,2049.12198044044,15699.7451336012
2010,BHS,1021242.33,80207.1881134064,8256.32047291559,1632.34051852532,55640.6372289655,94727.941352451,4690.46933185069,20956.5071657165,34099.5395936716,411.399655638959,7337.06406302894
2011,BHS,1462061.536,40372.36297222,11447.1267291537,1705.01874023446,27759.5933768101,104207.497938484,1248.32072692031,19116.007652595,77480.0257804874,432.770195837622,10989.2148320682
2012,BHS,1472907.2,127685.548145784,14877.3083950545,2557.64075200327,24539.6061641047,118211.575897135,8203.27256751214,27837.84167365,47534.1863850474,469.441629155068,11022.4809517531
2013,BHS,2171524.916,49871.8778163395,14375.9410079217,2139.83747830436,34083.5606436921,138511.831220789,69529.4058842297,23917.5200886901,46411.7641389916,507.19422766262,8015.4356983884
2014,BHS,1296335.681,50622.8162144577,14356.561432465,2646.38302166106,24291.3042670283,126930.527298221,259612.320296435,23721.2578529686,47677.5581013319,525.252379627311,7709.52896850194
2015,BHS,1433789.955,58362.1213884995,19927.0718810762,3471.57102092814,29125.6903472356,329037.63903338,40590.3988479811,33953.8136015461,43216.8358340015,877.56177788182,10671.3305169648
2016,BHS,1371682.63,70479.8406404516,20413.4929630807,3474.41076659102,45577.9134511608,119351.195908069,11128.1846401664,27957.0922831828,33745.5501464281,772.859563341338,6013.68416076204
2017,BHS,1141849.744,70333.7618564895,19003.4532727264,3324.3044171494,33266.2294201966,147185.5331959,1991.19979125444,29146.5460689187,36855.3450892197,755.355203456226,7455.84175975287
2018,BHS,2088721.572,69487.6810942311,19423.2236256465,4120.4904682443,46931.7556695578,168235.152266291,568824.982708467,32529.0414218878,34800.5253220485,970.908498511315,6561.27893312402
2019,BHS,1407864.774,46568.4359985607,19846.3915590374,3180.85117971693,77675.4982794948,148730.210312619,23980.7893047601,26536.4128008712,30730.0729624229,817.58095115178,5965.27149919809
2020,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2021,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2022,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2023,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2024,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2025,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2026,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2027,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2028,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2029,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2030,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2031,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2032,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2033,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2034,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2035,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2036,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2037,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2038,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2039,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2040,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2041,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2042,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2043,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2044,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2045,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2046,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2047,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2048,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2049,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2050,BHS,940599.936,41801.7872614201,18478.7719035869,3938.29396284918,21400.8428166742,254947.619697768,467657.483492866,23753.156917604,32261.0473458715,863.301105997812,4139.16741868444
2010,BIH,5224607.719,132290.99807265,43287.3688581173,7540.77289114344,279666.261828322,943230.603818246,1269941.8917838,241710.963606013,78847.9961780922,6264.89286143039,50328.2296366961
2011,BIH,5847477.586,141828.13686311,45479.2739930239,7566.2915477123,716801.86392218,1016825.04658384,1427572.37952644,263308.862750591,81252.064344235,6406.53392326631,51516.0089571207
2012,BIH,4526693.194,124676.429618014,43286.5763329801,6957.39562014076,124615.856531662,971213.281584178,1636038.69192206,248089.014229578,88832.0290852363,6666.14753146948,49891.884581327
2013,BIH,3989756.838,131886.094779692,48991.9767686158,9886.82609968232,88505.9527848821,1044639.89320577,1119068.06314397,262637.45914637,98957.8019539466,7133.23611887904,55352.03981882
2014,BIH,4944542.912,146369.030798563,55431.8274946879,9608.94592025041,135652.530104079,971800.473636303,1259224.2641536,251504.841643994,104577.065770352,7284.56834068661,62812.5001964543
2015,BIH,3768735.849,152772.10512895,48586.0487839359,8846.28889291447,66581.4594135989,854871.89873386,983508.561025289,243321.997613809,106849.927013059,7583.56263396596,55337.7375738438
2016,BIH,3938912.913,158407.272779653,50899.0561518569,10050.595707459,76124.5894401046,900272.345427732,1028420.46238503,232737.683026184,116785.281310975,7642.25204943307,59401.2123090124
2017,BIH,3926381.236,173717.075344904,55424.8886644839,9634.65931613028,59266.5955966899,967377.063014255,1115305.05256968,228200.893624391,118654.560826716,7314.9560585268,58649.7237554371
2018,BIH,4132842.791,155261.675026863,63048.8196239484,11713.8414412823,53040.8071628362,1044421.25669516,1094709.67469607,246237.654502613,132456.30550995,7557.83731947841,62362.2232725416
2019,BIH,5710128.343,139741.828578015,71195.5548518064,11800.4388050434,60338.3870713371,1046637.07194848,1091534.95941011,219106.761199909,143780.097054629,6961.40004169071,61640.0013445745
2020,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2021,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2022,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2023,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2024,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2025,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2026,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2027,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2028,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2029,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2030,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2031,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2032,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2033,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2034,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2035,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2036,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2037,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2038,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2039,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2040,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2041,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2042,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2043,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2044,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2045,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2046,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2047,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2048,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2049,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2050,BIH,5262309.777,132240.465551956,78138.2987299814,12221.4521946151,85281.9958650456,1101863.59795475,835447.657949456,250878.364108921,152954.409600244,6782.61674475211,65306.2580276297
2010,BLR,6593966.628,609072.082492161,94336.1410023923,33427.9088965999,1377451.7705402,1374647.21020264,186536.750683886,261920.515876365,208731.086272532,12066.0479794609,40161.7578195749
2011,BLR,5986272.944,519633.052096512,73976.3808370044,28610.081475653,1325571.11172105,1136886.86121979,131587.514993585,229552.17903383,163986.873521943,8981.292542355,32552.053008364
2012,BLR,8964688.868,517493.396279566,123086.852937622,27601.1179626305,1727346.02226055,1573570.25685103,281020.242149081,269074.222688979,230972.58674219,12347.5001287118,44512.0436070813
2013,BLR,14638751.38,607139.647045941,154261.562038418,39878.3791385307,1784446.18970345,1987528.41972719,263228.673470415,360008.782455362,319858.149816313,15649.7826559194,59717.726232683
2014,BLR,18208046.51,758014.432954795,146323.206163237,41842.7014645457,1687622.78896002,1882628.74935045,278064.971480818,460369.890903093,357159.863267832,13714.9013688207,60848.9940574198
2015,BLR,9088895.237,784395.645343752,96495.4809971609,29631.279298008,954340.115676955,1324684.44163938,224392.58253321,314418.836627175,266778.140271713,9361.32029488253,40514.0495576036
2016,BLR,8593946.584,581077.052490341,105787.67940905,33208.2765800806,1074360.81753909,1260012.58138383,374218.084586667,296025.29936941,264057.225276572,10047.1530802511,44586.3996171338
2017,BLR,9034695.107,643696.540283877,115764.926739787,38181.5750642967,923391.834845725,1529107.07595058,975727.238355623,327845.103629624,292378.155988744,10773.9325542332,50234.9534250782
2018,BLR,8147293.305,659676.317709935,130803.596879596,37569.4576340529,1091454.89093733,1665436.59746679,811398.588453037,351636.734776288,294732.040128185,10303.5110827795,53857.4612278248
2019,BLR,9031507.499,789023.498938577,146907.157081568,39435.6554573989,812542.935059607,1879595.69771913,516137.218620451,399035.977885839,332085.891638113,11417.8621022916,62938.3449545853
2020,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2021,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2022,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2023,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2024,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2025,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2026,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2027,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2028,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2029,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2030,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2031,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2032,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2033,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2034,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2035,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2036,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2037,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2038,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2039,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2040,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2041,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2042,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2043,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2044,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2045,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2046,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2047,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2048,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2049,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2050,BLR,8020876.753,698069.510399665,145624.645868193,36549.5414343678,492978.860005214,1877230.44047695,590013.290345717,392593.846663672,311449.665342748,12421.7476324249,68504.5028772701
2010,BLZ,536252.7823,7913.12204835902,2101.61510721021,470.263811991544,17734.5256933478,27423.521984406,18424.5618192125,17741.9516757306,4189.70162090842,244.030750016809,2198.11505706606
2011,BLZ,493759.1189,6210.34090961496,2014.08656656806,512.358396961973,0.0,33908.5415217222,463.093895588838,14492.4902289344,3617.24065667909,296.43577031729,1644.47602644001
2012,BLZ,591437.1653,5812.30914598203,2468.40293674883,484.431625540476,0.0,29392.7855657741,101.522592504442,12545.7672581271,4011.19892590223,165.353471573974,1451.59965156737
2013,BLZ,649489.2675,4706.32874847832,2826.43099900083,647.540716305786,0.0,29146.9476992832,131.793092094798,14508.764161135,4891.83749815423,230.449376508043,1311.97188426133
2014,BLZ,640773.2737,5069.62386211354,3277.16335650552,634.977146083027,0.0,26104.0664471518,15.3241342097913,10844.6072111114,4423.27235229073,265.309642297385,1681.41510197469
2015,BLZ,607293.1093,4956.05010461406,3122.23139334638,806.518287779073,0.0,32256.7145410293,1324.4162215156,12155.4802872071,5341.01423068925,385.249197408553,2087.83206468095
2016,BLZ,673987.4817,5078.83614437317,3416.45901048688,722.614869149503,0.0,29091.083163061,3797.01757921041,9956.45257618863,5199.38565183082,421.629777335826,2331.53893703522
2017,BLZ,3782918.087,5813.82801685764,2654.60699095232,837.018785636682,0.0,27487.1713206975,25007.6628132279,12311.0491396461,5299.90956766647,376.666273844837,2219.33480818923
2018,BLZ,829961.7178,5578.99028117686,2621.6705745016,676.227524359753,0.0,27946.9747271441,10558.200626056,10119.9545348202,5234.87550034346,338.752584398268,1820.64727779989
2019,BLZ,763989.3017,5148.8893530211,2239.9025079677,754.618549246694,0.0,31903.70811565,221633.622067794,11817.5398585118,5775.00258805983,333.523103513587,1998.81474395486
2020,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2021,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2022,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2023,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2024,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2025,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2026,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2027,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2028,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2029,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2030,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2031,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2032,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2033,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2034,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2035,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2036,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
2037,BLZ,745957.5018,13795.8885537747,1975.22334903695,732.444494083822,0.0,30474.6835802422,0.0,14341.0174089576,4792.15390325043,275.853088946785,1951.10510547925
