country,optimization_bound,croplands_to_croplands,croplands_to_forests_mangroves,croplands_to_forests_primary,croplands_to_forests_secondary,croplands_to_grasslands,croplands_to_other,croplands_to_settlements,croplands_to_wetlands,forests_mangroves_to_croplands,forests_mangroves_to_forests_mangroves,forests_mangroves_to_forests_primary,forests_mangroves_to_forests_secondary,forests_mangroves_to_grasslands,forests_mangroves_to_other,forests_mangroves_to_settlements,forests_mangroves_to_wetlands,forests_primary_to_croplands,forests_primary_to_forests_mangroves,forests_primary_to_forests_primary,forests_primary_to_forests_secondary,forests_primary_to_grasslands,forests_primary_to_other,forests_primary_to_settlements,forests_primary_to_wetlands,forests_secondary_to_croplands,forests_secondary_to_forests_mangroves,forests_secondary_to_forests_primary,forests_secondary_to_forests_secondary,forests_secondary_to_grasslands,forests_secondary_to_other,forests_secondary_to_settlements,forests_secondary_to_wetlands,grasslands_to_croplands,grasslands_to_forests_mangroves,grasslands_to_forests_primary,grasslands_to_forests_secondary,grasslands_to_grasslands,grasslands_to_other,grasslands_to_settlements,grasslands_to_wetlands,other_to_croplands,other_to_forests_mangroves,other_to_forests_primary,other_to_forests_secondary,other_to_grasslands,other_to_other,other_to_settlements,other_to_wetlands,settlements_to_croplands,settlements_to_forests_mangroves,settlements_to_forests_primary,settlements_to_forests_secondary,settlements_to_grasslands,settlements_to_other,settlements_to_settlements,settlements_to_wetlands,wetlands_to_croplands,wetlands_to_forests_mangroves,wetlands_to_forests_primary,wetlands_to_forests_secondary,wetlands_to_grasslands,wetlands_to_other,wetlands_to_settlements,wetlands_to_wetlands,design_quality_rank
ecuador,min_diagonal,0.92625,0.0003749999999999983,0.0,0.0002313616132490433,0.016648462207119956,0.05125000000000013,0.0036557892830059373,0.0015893868966249155,3.469446951953614e-18,0.93625,0.0,0.0,0.0,0.06375000000000003,0.0,0.0,0.000375,0.0,0.9951486702622436,0.0,0.0015,0.002976329737756441,0.0,0.0,0.02470000000000002,0.0,0.04899999999999998,0.92625,0.0,5e-05,0.0,0.0,0.02126152594593492,0.0,0.0,0.0012384740540651127,0.92625,0.051250000000000025,0.0,0.0,0.013433394150141609,0.008988996790157097,0.0,0.0009318061579406786,0.018096336788803128,0.9466741465918233,0.00782583876788519,0.004049480753249018,0.004950000000000005,0.0,0.0,0.0,0.0,0.048800000000000024,0.94625,0.0,0.03947180124980663,0.0,0.0,0.0,0.0,0.0192781987501934,0.0,0.9412499999999999,4.0
el_salvador,max_diagonal,0.9975,0.0,0.0,0.0,0.0001,0.00015922817966334505,0.0005947855564398427,0.001645986263896769,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.0,0.9919055265124804,0.0,0.003,0.003985904485084234,0.0003585690024352033,0.0,0.0024999999999999467,0.0,0.0,0.9975,0.0,0.0,0.0,0.0,0.006421835402580369,0.015706799576914163,0.0,0.0008767157377034646,0.9646718463050057,0.005,0.007322802977796311,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.9975,0.0,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.0,0.9975,1.0
el_salvador,min_diagonal,0.981201075937436,0.00075,0.0,0.0012284734205876813,0.005791130828307604,0.005,0.004127868016755553,0.001901451796913179,0.030000000000000027,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0019278100309986868,0.0,0.9918915222140782,0.0,0.003,0.0031806677549231187,0.0,0.0,0.049500000000000044,0.0,0.0005,0.95,0.0,0.0,0.0,0.0,0.022979203107086635,0.022020796892913412,0.0,0.0,0.95,0.005,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.0
guatemala,max_diagonal,0.9975,0.00075,0.0,0.0007161082474226762,0.0001,0.000933891752577178,0.0,0.0,0.002499999999999947,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.005838718872536633,0.0,0.9861725010045619,0.0,0.003,0.004203159354564704,0.0007856207683367134,0.0,0.0024999999999999467,0.0,0.0,0.9975,0.0,0.0,0.0,0.0,0.0,0.0009583887680609476,0.0,1.0842021724855044e-19,0.9948455599999999,0.004196051231939169,0.0,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.9975,0.0,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.003081810750531471,0.0,0.0,0.0,0.0,0.0,0.0,0.9969181892494685,1.0
guatemala,min_diagonal,0.95,0.0,0.0,0.0,0.04499999999999991,0.005,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.00075,0.0,0.986168281844612,0.0,0.00808171815538794,0.005,0.0,0.0,0.04940000000000004,0.0,0.0005,0.95,0.0,0.0001,0.0,0.0,0.03917914909069942,0.0025495081394353407,0.0,0.0012340000000000003,0.95,0.005,0.0016316153798014966,0.0004057273900637853,0.0096320432094659,0.0,0.0,0.0,0.0019967428810934934,0.9883712139094406,0.0,0.0,0.00990000000000001,0.0,0.0,0.0,0.0,0.0001,0.99,0.0,0.01990000000000002,0.0,0.0,0.0,0.0,0.0001,0.0,0.98,1.0
guyana,max_diagonal,0.9999999999999988,0.0,0.0,0.0,1.4323142691234724e-15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025991681900095994,0.0,0.9994677209865175,0.0,0.000272362194481585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00026190351474516095,0.0,0.0,0.0,0.9997380964852548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
guyana,min_diagonal,0.9925000000000002,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.030000000000000027,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994677209865175,0.0,0.000532279013482545,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.011088328360478553,0.0,0.0,0.0,0.9889116716395214,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.98,4.0
haiti,max_diagonal,0.9975,1.3552527156068805e-20,0.0,0.0,0.00013737814814813228,0.00028440435750077354,0.0008286628646918194,0.001249554629659231,0.011193032896728256,0.9888069671032717,0.0,0.0,0.0,0.0,0.0,0.0,0.0065651353585129205,0.0,0.9899656007496653,0.0,0.003,0.0004692638918217006,0.0,0.0,0.0024999999999999467,0.0,0.0,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7001930753948667e-05,0.9975,0.0021258496403838804,0.0003571484288621174,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.9975,0.0,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.0012061988196978835,0.000133943882765717,0.0,0.0007591748123331368,0.00014241627775895622,5.4527240527607436e-05,0.00020373896691664597,0.9975,1.0
haiti,min_diagonal,0.9689770738483803,0.0003629567611424041,0.0,0.0013259259259259274,0.01741593925925926,0.004587614824378297,0.0014345446653344458,0.005895944715579382,0.030000000000000027,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.007082666114580322,0.0,0.9899173338854197,0.0,0.003,0.0,0.0,0.0,0.049500000000000044,0.0,0.0005,0.95,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.0
honduras,max_diagonal,0.9973970352564103,0.0,0.0,0.0,0.0019779647435897024,0.0006249999999999492,0.0,0.0,0.022923308996752958,0.9636281599383858,0.0,0.0,0.013448531064861297,0.0,0.0,0.0,9.896683833076134e-05,0.0,0.9967076496890541,0.0,0.0024053803005675673,0.000459886661378813,0.0001477253208616507,0.00018039118980708738,0.0024999999999999467,0.0,0.0,0.9975,0.0,0.0,0.0,0.0,0.0011763282663827914,0.0004001670473963857,0.0,0.0,0.9975,0.0007497584198247313,0.0,0.0001737462663960328,0.004858144583212558,0.0,0.0,0.0,0.006549296899641659,0.9885925585171458,0.0,0.0,0.012890915948581903,0.0,0.0,0.0,0.012048150658466037,0.0,0.9750609333929521,0.0,0.00187499999999996,0.0,0.0,0.0,0.003404714385781722,0.0,0.0,0.9947202856142183,5.5
honduras,min_diagonal,0.9404715299857299,0.0014485999722004333,0.0,0.0,0.05249999999999998,0.0037499999999999994,0.000822202175808708,0.001007667866260858,0.048750000000000016,0.93625,0.0,0.0,0.0,0.015000000000000013,0.0,0.0,0.0,0.0,0.9967076496890541,0.0,0.0016162064628170722,0.0016761438481288082,0.0,0.0,0.07375000000000004,0.0,0.0,0.92625,0.0,0.0,0.0,0.0,0.032951291260395844,0.0020429585377159114,0.0,0.0,0.9376227353146418,0.024776409162555177,0.0012412102176864582,0.0013653955070047495,0.02474649009504236,0.0,0.0,0.0,0.04737835053629305,0.9278751593686645,0.0,0.0,0.048750000000000016,0.0,0.0,0.0,0.0012500000000000046,0.00375,0.94625,0.0,0.05125000000000002,0.0,0.0,0.0,0.00375,0.00375,0.0,0.9412499999999999,5.0
jamaica,max_diagonal,0.9881422924901188,0.0,0.0,0.0,6.815485949237827e-05,0.0075,0.0,0.004289552650388915,0.0,0.9743088380138343,0.0,0.0,0.018191161986165723,0.0075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036284470246692796,0.9929850024189646,0.0,0.003386550556366095,0.0,0.0,0.0,0.0,0.0,0.0,0.9987581066803429,0.0012418933196570647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002693193475384291,0.9997306806524616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
jamaica,min_diagonal,0.9771931587484981,0.00025011228217734424,0.0,0.0014047430830039542,0.007499999999999999,0.0075,0.001033053197976501,0.005118932688344044,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.9999375731336296,0.0,0.0,6.2426866370323e-05,0.0,0.0,0.027500000000000045,0.0,0.0075,0.95,0.0075,0.0075,0.0,0.0,0.010874683621088857,0.0,0.0,0.0,0.9816253163789112,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.07526245796509451,0.9247375420349054,0.0,0.0,0.0,0.0,0.0,0.0,0.002500000000000009,0.0075,0.99,0.0,0.005000000000000018,0.0,0.0,0.0,0.0075,0.0075,0.0,0.98,4.0
mexico,max_diagonal,0.9961752153957645,0.00017672006982726732,0.0,0.00013970529028101464,0.0,0.0035083592441272804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981023910324982,0.0,0.0004067919184005025,0.0012659063173681739,0.0001568894330132755,6.802129871988252e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0396553369883552e-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
mexico,min_diagonal,0.9833233975286566,0.0005148105212412622,0.0,0.00030153393993075155,0.0075,0.0075,0.000598681675411794,0.0002615763347596633,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.9980933071429648,0.0,0.0,0.0019066928570351924,0.0,0.0,0.027500000000000045,0.0,0.0075,0.95,0.0075,0.0075,0.0,0.0,0.00428233207072818,0.0,0.0,1.3552527156068805e-20,0.9882176679292718,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.02500667392539153,0.9749933260746084,0.0,0.0,0.0,0.0,0.0,0.0,0.002500000000000009,0.0075,0.99,0.0,0.005000000000000018,0.0,0.0,0.0,0.0075,0.0075,0.0,0.98,3.0
nicaragua,max_diagonal,0.9968856158031257,0.001666666666666602,0.0,0.0,3.3333333333333335e-05,0.0014143841968742301,0.0,0.0,0.0016666666666666306,0.9983333333333334,0.0,0.0,0.0,5.782411586589357e-19,0.0,0.0,0.001228250296481116,0.0,0.9759270322922862,0.0,0.004449439643269414,0.01605516378566547,0.0009706897971387226,0.001369424185159068,0.0016666666666666312,0.0,0.0,0.9983333333333334,0.0,0.0,0.0,0.0,0.0,0.0025139927335994833,0.0,0.0010369389312977096,0.9947824016684361,0.0016666666666666668,0.0,0.0,0.0,0.0009518736265898123,0.0,0.0007147930400768218,1.4456028966473392e-19,0.9983333333333334,0.0,0.0,0.0,0.0016666666666666312,0.0,0.0,0.0,0.0,0.9983333333333334,0.0,0.0,0.00166666666666663,0.0,0.0,0.0,0.0,0.0,0.9983333333333334,4.0
nicaragua,min_diagonal,0.9499999999999998,0.00724648727302571,0.0,0.001366294227188082,0.02305388516645279,0.018333333333333205,0.0,0.0,0.03333333333333336,0.9566666666666667,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,0.004805005387417571,0.0,0.9754878089960793,0.0,0.011594844092874604,0.004483481424892274,0.0008180066569325067,0.0028108534418037185,0.01613333333333335,0.0,0.03350000000000003,0.9499999999999998,0.0003333333333333333,3.3333333333333335e-05,0.0,0.0,0.008298734290253065,0.006312339779235734,0.0,0.0014679389312977104,0.9529047931010721,0.029184064861143333,0.0013675534537227363,0.00046457558327525123,0.006757864111667119,0.0,0.0,0.0,0.028674811358219254,0.9644903527894053,7.697174070839479e-05,0.0,0.03333333333333336,0.0,0.0,0.0,0.003300000000000004,3.3333333333333335e-05,0.9633333333333333,0.0,0.03980000000000004,0.0,0.0,0.0,0.00016666666666666666,3.3333333333333335e-05,0.0,0.96,3.6666666666666665
panama,max_diagonal,0.9975,0.0009054524122836537,0.0,0.0006285867765684021,0.0,0.0009659608111478971,0.0,7.228014483236696e-20,0.002499999999999947,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.00018405706611805691,0.0,0.9969897158724197,0.0,0.000902450212650403,0.0013911109657367075,0.0004097467201601089,0.00012291916291504697,0.0024999999999999467,0.0,0.0,0.9975,0.0,0.0,0.0,0.0,0.0,0.0019452100530298133,0.0,0.0005722114687613831,0.9974825784782088,0.0,0.0,0.0,0.0,0.002499999999999945,0.0,0.0,0.0,0.9975,0.0,0.0,0.0016666666666666312,0.0,0.0,0.0008333333333333156,0.0,0.0,0.9975,0.0,0.0016666666666666312,0.0,0.0,0.0008333333333333156,0.0,0.0,0.0,0.9975,3.0
panama,min_diagonal,0.9676395646660745,0.0075,0.0,0.005772711111111113,0.0075,0.007499999999999999,0.0030439463242329465,0.0010437778985812644,0.0,0.9700000000000001,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.9968801879599929,0.0,0.0,0.0031198120400070667,0.0,0.0,0.027500000000000042,0.0,0.0075,0.9499999999999998,0.0075,0.0075,0.0,0.0,0.01491309811071484,0.0052616397090002,0.0,-7.228014483236696e-20,0.972325262180285,0.0075,3.614007241618348e-20,0.0,0.0,0.0,0.0,0.0,0.07469999551971788,0.9253000044802823,0.0,0.0,0.0,0.0,0.0,0.0,0.002500000000000009,0.0075,0.9899999999999999,0.0,0.005000000000000018,0.0,0.0,0.0,0.0075,0.0075,0.0,0.98,3.0
paraguay,max_diagonal,0.9878282101756511,0.0,0.0,0.0021017816585534653,0.002245885510469308,0.007824122655326192,0.0,0.0,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.004459127255721432,0.0,0.9813190133531691,0.0,0.002438392447552894,0.00747831699989075,0.00023297362355365208,0.004072176320112341,0.0018249999999999603,0.0,0.0,0.9975,0.0006249999999999867,5e-05,0.0,0.0,-1.6940658945086007e-21,0.0,0.0,0.0,0.9968633517475232,0.0031366482524768243,0.0,0.0,9.585460201894352e-05,0.0,0.0,0.002404145397981003,0.0,0.9975,0.0,0.0,0.0006249999999999867,0.0,0.0,0.00187499999999996,0.0,0.0,0.9975,0.0,0.0006249999999999867,0.0,0.0,0.00187499999999996,0.0,0.0,0.0,0.9975,3.5
paraguay,min_diagonal,0.95,0.0,0.0,0.0,0.048750000000000175,0.0012499999999999998,0.0,0.0,0.040000000000000036,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.000375,0.0,0.9811669005399347,0.0,0.0162664314962171,0.0021916679638481137,0.0,0.0,0.02420000000000002,0.0,0.025250000000000022,0.95,0.0005,5e-05,0.0,0.0,0.014593257572201316,0.0,0.0,0.000947773870175816,0.9683326750961669,0.011505158422837421,0.0002480993339129423,0.004373035704705576,0.0,0.0,0.0,0.0,0.05000000000000004,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.029975000000000012,2.5e-05,0.97,0.0,0.0048500000000000045,0.0,0.0,0.0048500000000000045,0.025250000000000026,5e-05,0.0,0.965,3.0
peru,max_diagonal,0.998125,0.00012298644266925287,0.0,0.000502013557330441,0.0,0.0012499999999994542,2.074448784652075e-16,0.0,0.00187499999999996,0.998125,0.0,0.0,0.0,0.0,0.0,0.0,0.0008832799579691253,0.0,0.9974816446823582,0.0,0.0,0.001473636866845779,8.363516853572285e-05,7.780332429109588e-05,0.00187499999999996,0.0,0.0,0.998125,0.0,0.0,0.0,0.0,0.00043693920695144655,0.0,0.0,0.0,0.998125,0.0014380607930485202,0.0,0.0,0.00039131570708004376,0.00011362771395133719,0.0,0.00025612129977836847,0.0012055228746624812,0.9979196647746752,5.170694921696784e-05,6.204068063558172e-05,0.0012499999999999734,0.0006249999999999881,0.0,0.0,0.0,0.0,0.998125,0.0,0.0038169568033258787,0.0,0.0,0.0016823346372505784,0.0,0.0,0.0,0.9945007085594236,3.25
peru,min_diagonal,0.9673571324558112,0.0022604371552498556,0.0,0.010987413225291606,0.0075,0.0075,0.00194339195741562,0.002451625206231286,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.997371523433563,0.0,0.0,0.0026284765664369796,0.0,0.0,0.027500000000000045,0.0,0.0075,0.95,0.0075,0.0075,0.0,0.0,0.012243768220425446,0.0,0.0,2.168404344971009e-19,0.9802562317795747,0.0075,-6.776263578034403e-21,0.0,0.0,-1.0587911840678754e-22,0.0,0.0,0.01079994609781675,0.9892000539021832,0.0,0.0,0.0,0.0,0.0,0.0,0.002500000000000009,0.0075,0.99,0.0,0.0050000000000000175,0.0,0.0,0.0,0.0075,0.0075,0.0,0.98,3.0
suriname,max_diagonal,0.986505320216116,0.013494679783883726,0.0,0.0,0.0,0.0,0.0,0.0,2.927345865710862e-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3097448506307443e-05,0.0,0.9993348269796638,0.0,2.427132672185297e-21,0.00040630272578565845,4.547793706999378e-05,0.00020029490897428782,1.1275702593849246e-17,0.0,0.0,1.0,0.0,6.938893903907228e-18,0.0,0.0,0.0,0.017441860465116282,0.0,0.0,0.9825581395348837,0.0,0.0,0.0,0.0,0.0287693849502591,0.0,4.587819415905907e-19,0.0,0.971230615049741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.014467957863978054,0.0,2.5570706021728436e-18,0.0,0.0,0.0,0.9855320421360219,6.5
suriname,min_diagonal,0.9381250000000001,0.049200863729842954,0.0,0.0,0.0,0.005625,0.0032991362701551203,0.00375,0.0,0.953125,0.0,0.0,0.0,0.04687500000000003,0.0,0.0,2.3220960784075184e-05,0.0,0.9993069789920308,0.0,7.821129682003697e-06,0.0004197197651186613,0.0,0.00024225915238436016,0.022500000000000034,0.0,0.030000000000000006,0.9381250000000001,0.0,0.005625,0.0,0.00375,0.04187500000000004,0.010625000000000011,0.0,0.0,0.9381250000000001,0.005625,0.0,0.00375,0.01160534891898432,0.05244498537077494,0.0,0.0060094401480095035,0.006795126669127346,0.9016592311075502,0.01083491780692341,0.010650949978630359,0.024375000000000008,0.0,0.0,0.0,0.0,0.005625,0.9681250000000001,0.0018750000000000056,0.011151598190682368,0.006250000000000007,0.0,0.004412489852389215,0.0,0.017560911956928445,0.0,0.960625,5.0
trinidad_and_tobago,max_diagonal,0.9975,0.0,0.0,0.0006249999999999866,2.168404344971009e-19,0.0006249999999999867,0.0006249999999999868,0.0006249999999999865,1.0842021724855044e-19,0.9914623991203457,0.0,0.0,0.0,0.000624999999999987,0.006964998522745546,0.0009476023569087041,0.0,0.0,0.9971817034673169,0.0,0.0,0.0009145798357996216,0.0015500315876254948,0.0003536851092579816,0.0006367839922898364,0.0,0.0,0.9975,0.00010842627013630607,0.000940883359815591,0.0008139063777582128,0.0,0.0024999999999999467,0.0,0.0,0.0,0.9975,0.0,0.0,0.0,0.0,0.00022265806906492986,0.0,0.002759140377340645,0.0,0.9970182015535944,0.0,0.0,0.0002100286272364739,0.0,0.0,0.00032722240785344335,6.01937165249826e-05,0.0017327391248863654,0.9964357361588964,0.0012340799646023545,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.0,0.9975,3.0
trinidad_and_tobago,min_diagonal,0.95,0.0,0.0,0.02314157582921003,0.0018617021276595776,0.0075,0.015621722043130438,0.001875,-4.336808689942018e-19,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,-5.421010862427522e-20,0.0,0.9931299431030997,0.0,0.0,0.006870056896900439,0.0,0.0,0.022009855216940863,0.0,0.0075,0.95,0.0007769681178406685,0.0075,0.009205008365688272,0.0030081682995302408,0.042500000000000045,0.0,0.0,0.0,0.95,0.0075,0.0,0.0,0.0,0.014875423806092284,0.0,0.06347664670096348,0.0038626371430706494,0.9177852923498736,0.0,0.0,0.0012784825719951453,-1.0842021724855044e-19,0.0,0.00045531265859747455,0.00016968734140252714,0.0075,0.99,0.0005965174280048636,0.012500000000000018,0.0,0.0,0.0,0.0,0.0075,0.0,0.98,3.0
uruguay,max_diagonal,0.9682366662231936,0.0,0.0,0.0035865862728815157,0.007413618329263915,0.014732071512942714,0.0017610540092246202,0.0042700036524935675,0.0024999999999999467,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9975,0.0,0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,0.006543563664252081,0.9899913111268106,0.003335573388209057,0.00012955182072828285,0.0,0.0,0.0,0.0,0.0,0.0017660807542494294,0.9975,1.1383536906083648e-05,9.753570884444627e-05,0.0006249999999999844,0.0,0.0,0.0,0.0012274930855384108,0.008201564417750556,0.990570942496711,0.0,0.0,0.006717466295591496,0.0,0.0,0.0006249999999999867,0.0012499999999999712,0.0,0.9914075337044085,0.0,0.0008641211846611976,0.0,0.0,0.005761677403472517,0.0024999999999999875,0.0,0.0,0.9908742014118662,5.5
uruguay,min_diagonal,0.9381250000000001,0.0,0.0,0.014872867383230584,0.040624999999999946,0.00375,0.0008032363292759033,0.0018238962874933895,0.05187500000000003,0.9481249999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.960703064533248,0.0,0.035546935466751896,0.00375,0.0,0.0,0.011875000000000023,0.0,0.03557247899159666,0.9381250000000001,0.008802521008403362,0.00375,0.0,0.001875,0.004353731075276829,0.0,0.0,0.004840290787871531,0.9801575198035183,0.007825345808306952,0.0006193758837799128,0.0022037366412464648,0.0,0.0,0.0,0.0,0.09997633741338774,0.9000236625866123,0.0,0.0,0.0,0.0,0.0,0.0,0.03812500000000003,0.00375,0.9581250000000001,0.0,0.002500000000000009,0.0,0.0,0.0,0.04062500000000002,0.00375,0.0,0.953125,4.5
venezuela,max_diagonal,0.9961609838636364,0.0,0.0,0.0013140161363646937,2.5e-05,0.0024999999999992216,0.0,0.0,0.0012499999999999734,0.998125,0.0,0.0,0.0,2.5e-06,0.0006224999999999848,0.0,0.0001875,0.0,0.9967741718075023,0.0,0.000928347894277801,0.0011586458098360164,0.00025248351327228753,0.0006988509751115696,0.0012154079999278091,0.0,0.0,0.998125,3.4592000072163755e-05,2.5e-05,0.000599999999999987,0.0,0.0,0.00046662291851882044,0.0,0.0004225684240349604,0.9966662907398472,0.0021041701053702263,-5.421010862427522e-20,0.00034034781222871675,0.0,2.3739372333052435e-05,0.0,0.0006012606276669356,0.0012499999999999749,0.998125,0.0,0.0,0.0012499999999999734,0.0,0.0,0.0006249999999999866,0.0,0.0,0.998125,0.0,0.0,0.0,0.0,-2.168404344971009e-19,0.0,0.0012749999999999736,0.0005999999999999875,0.998125,2.75
venezuela,min_diagonal,0.95,0.008394487160220591,0.0,0.015599734848484849,0.01687500000000087,0.006875,0.0020376979929543552,0.00021807999833964398,0.0,0.97,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0001875,0.0,0.9966020815060457,0.0,0.00075,0.0024604184939542896,0.0,0.0,0.032725000000000046,0.0,0.00575,0.95,0.005875,0.00565,0.0,0.0,0.005493399837937623,0.0003585587636818485,0.0,0.0013040585873113607,0.9798860383739268,0.006875,0.0005947570478151225,0.005488187389327183,0.0,5.421010862427522e-20,0.0,0.0,0.01661023677731466,0.9833897632226853,0.0,0.0,0.0,0.0,0.0,0.0,0.004350000000000009,0.00565,0.99,0.0,0.003750000000000013,0.0,0.0,0.0030705987210887407,0.00575,0.00565,0.0017794012789112633,0.98,2.5
