year,iso_code3,ef_ippu_tonne_c5f12_per_tonne_production_chemicals,ef_ippu_tonne_nf3_per_tonne_production_chemicals,ef_ippu_tonne_nf3_per_tonne_production_electronics,ef_ippu_tonne_sf6_per_tonne_production_metals,ef_ippu_tonne_sf6_per_tonne_production_chemicals,ef_ippu_tonne_sf6_per_tonne_production_electronics,ef_ippu_tonne_sf6_per_mmm_gdp_other_product_manufacturing,ef_ippu_tonne_chf3_per_tonne_production_chemicals,ef_ippu_tonne_chf3_per_tonne_production_electronics,ef_ippu_tonne_ch2f2_per_tonne_production_chemicals,ef_ippu_tonne_ch2f2_per_tonne_production_electronics,ef_ippu_tonne_ch3f_per_tonne_production_electronics,ef_ippu_tonne_c2hf5_per_tonne_production_chemicals,ef_ippu_tonne_chf2cf3_per_tonne_production_chemicals,ef_ippu_tonne_c2h3f3_per_tonne_production_chemicals,ef_ippu_tonne_ch3chf2_per_tonne_production_chemicals,ef_ippu_tonne_c3hf7_per_tonne_production_chemicals,ef_ippu_tonne_c4h5f5_per_tonne_production_chemicals,ef_ippu_tonne_cf4_per_tonne_production_metals,ef_ippu_tonne_cf4_per_tonne_production_chemicals,ef_ippu_tonne_cf4_per_tonne_production_electronics,ef_ippu_tonne_c2f6_per_tonne_production_metals,ef_ippu_tonne_c2f6_per_tonne_production_chemicals,ef_ippu_tonne_c2f6_per_tonne_production_electronics,ef_ippu_tonne_c3f8_per_tonne_production_chemicals,ef_ippu_tonne_c3f8_per_tonne_production_electronics,ef_ippu_tonne_cc4f8_per_tonne_production_chemicals,ef_ippu_tonne_cc4f8_per_tonne_production_electronics,ef_ippu_tonne_c4f10_per_tonne_production_chemicals,ef_ippu_tonne_c6f14_per_tonne_production_chemicals,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_chf3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_ch2f2_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c2hf5_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_chf2cf3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c2h3f3_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_ch3chf2_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3hf7_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3h2f6_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c3h3f5_per_mmm_gdp_product_use_ods_refrigeration,ef_ippu_tonne_c4h5f5_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c5h2f10_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_cf4_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c2f6_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c4f10_per_mmm_gdp_product_use_ods_other,ef_ippu_tonne_c6f14_per_mmm_gdp_product_use_ods_other
2041,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2042,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2043,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2044,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2045,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2046,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2047,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2048,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2049,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2050,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011025734332889297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2870144739625164e-05,0.0,0.0,1.2564192510828926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614722608245666,0.17304396818539744,0.17304396818539744,1.068223136954591,1.068223136954591,0.2987907006754033,0.0,0.0,0.0,0.0,0.0,0.0,0.11337719969283665,0.11337719969283665,0.08125424374720512,0.0,0.0,0.0,0.0,0.0
2010,MYS,0.0,0.0,5.963953934798308e-07,0.0,0.0,1.4908856802194816e-06,0.018584350381831993,0.0,5.96314491610712e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2433011314407398e-05,0.0,0.0,1.2953645236259069e-05,0.0,6.464291767849176e-07,0.0,0.0,0.0,0.0,0.0037166221384009887,0.0037166221384009887,0.0,0.0,0.0,0.6658012001969307,0.6658012001969307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15498132528458725,0.1614711878895687,0.0,0.0
2011,MYS,0.0,0.0,5.505604824071435e-07,0.0,0.0,1.3763063033170444e-06,0.017589066209000057,0.0,5.504857981078068e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2483446592941468e-05,0.0,0.0,1.3006192744221612e-05,0.0,6.490513305533889e-07,0.0,0.0,0.0,0.0,0.003517578582142842,0.003517578582142842,0.0,0.0,0.0,0.5983848915988919,0.5983848915988919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15953728331445655,0.1662179303791444,0.0,0.0
2012,MYS,0.0,0.0,5.154042497981923e-07,0.0,0.0,1.288562299196388e-06,0.016474893062742888,0.0,5.153979861980824e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3403271372238967e-05,0.0,0.0,1.2951260823416188e-05,0.0,6.443167738238194e-07,0.0,0.0,0.0,0.0,0.0032948064337525373,0.0032948064337525373,0.0,0.0,0.0,0.5936146799667932,0.5936146799667932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17136731587310364,0.16558814209180395,0.0,0.0
2013,MYS,0.0,0.0,5.055355607932883e-07,0.0,0.0,1.2639588008865512e-06,0.016281160947356627,0.0,5.056895712581678e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4125242840194393e-05,0.0,0.0,1.2742460343490536e-05,0.0,6.320066249822354e-07,0.0,0.0,0.0,0.0,0.0032569152148310345,0.0032569152148310345,0.0,0.0,0.0,0.5852673515281548,0.5852673515281548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18194845586770322,0.1641367167760239,0.0,0.0
2014,MYS,0.0,0.0,4.456515014526552e-07,0.0,0.0,1.1136032070520844e-06,0.014969980267719325,0.0,4.456435591088484e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1263767879072264e-05,0.0,0.0,1.1580391673709615e-05,0.0,5.5709897670719e-07,0.0,0.0,0.0,0.0,0.0029953556365717475,0.0029953556365717475,0.0,0.0,0.0,0.5762050295683153,0.5762050295683153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2858452486049528,0.15567325394725265,0.0,0.0
2015,MYS,0.0,0.0,4.647932037387158e-07,0.0,0.0,1.1500480962854789e-06,0.015026888146925137,0.0,4.647632900098666e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9510117364164218e-05,0.0,0.0,1.6071409411813038e-05,0.0,7.731487401506147e-07,0.0,0.0,0.0,0.0,0.003036371259746668,0.003036371259746668,0.0,0.0,0.0,0.5461630240211106,0.5461630240211106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385588423880884,0.20999406231337786,0.0,0.0
2016,MYS,0.0,0.0,4.696807250129109e-07,0.0,0.0,1.1518771655076868e-06,0.015125945856707883,0.0,4.6963084001863444e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.643053296433415e-05,0.0,0.0,1.984031441585412e-05,0.0,9.544597631342958e-07,0.0,0.0,0.0,0.0,0.0030834931325473447,0.0030834931325473447,0.0,0.0,0.0,0.520274329892143,0.520274329892143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47838978464917997,0.2605343092307942,0.0,0.0
2017,MYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.991625709612071e-05,0.0,0.0,7.869434361977905e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634153503214542,0.5634153503214542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27060363992991815,0.010692257949188544,0.0,0.0
2018,MYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8999466112534534e-05,0.0,0.0,7.507186072831575e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5602077072381834,0.5602077072381834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27075193517805174,0.010698117225619872,0.0,0.0
2019,MYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7202444763960425e-05,0.0,0.0,6.797135929280624e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5405311082065716,0.5405311082065716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2612421101672609,0.010322359162455271,0.0,0.0
2020,MYS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6825868133908337e-05,0.0,0.0,6.648340651785127e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5221898394995254,0.5221898394995254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25237765876487767,0.009972101498807761,0.0,0.0
2021,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2022,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2023,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2024,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2025,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2026,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2027,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2028,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2029,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2030,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2031,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2032,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2033,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2034,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2035,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2036,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2037,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2038,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2039,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2040,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
2041,MYS,0.0,0.0,7.510701957153742e-08,0.0,0.0,1.862253492270875e-07,0.002415607915794054,0.0,7.510330388436397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890941088244347e-05,0.0,0.0,3.002164961571606e-06,0.0,1.16968040538475e-07,0.0,0.0,0.0,0.0,0.0004871457847823515,0.0004871457847823515,0.0,0.0,0.0,0.5449794440480947,0.5449794440480947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112282531775905,0.040056572381768706,0.0,0.0
