iso_code3,longitude,latitude
MDV,73.28911118332307,3.855041476121828
MEX,-100.17555842276116,21.33784027997883
MHL,169.96824237305373,7.695264101544946
MKD,21.5182438640745,41.728261722950116
MLI,-6.440243238541264,13.410013967016997
MLT,14.456537366120285,35.89939091116914
MMR,96.14977473525686,19.502701317730942
MNE,19.252437041852495,42.59513910128211
MNG,105.09029153899014,47.845425533605614
MNP,145.6979097692858,15.109631992550094
MOZ,35.961991391453694,-17.858461862135865
MRT,-12.957029914631798,17.1719080765998
MSR,-62.20351908580278,16.77841035130264
MTQ,-61.00729186795052,14.628338734280426
MUS,57.75842526839687,-20.218579047011833
MWI,34.415460021765895,-14.186612808369562
MYS,104.63022980257728,3.8268748630935367
MYT,45.17029852412075,-12.802595826219301
NAM,17.0100563426623,-20.043482254798377
NCL,166.22508755867264,-21.9207126634065
NER,6.077812939201381,14.047299288737843
NFK,167.95225957643436,-29.032570875138806
NGA,7.221360221454598,8.655210773516673
NIC,-85.83943160752972,12.632085750281233
NIU,-169.87808821494346,-19.06435606142508
NLD,5.290960196931464,52.09617978868971
NOR,9.848364649216347,61.002869493067216
NPL,84.73982051406095,27.556478872277932
NRU,166.92817233776333,-0.5300156558690314
NZL,174.27500788955126,-39.43756585708045
OMN,57.364708405197995,22.720358799663472
PAK,71.45014176807311,30.508200080153536
PAN,-80.30608009755137,8.804347945637538
PCN,-128.49537688723376,-24.425755522868606
PER,-76.2237569738603,-10.755767308958694
PHL,122.48372268475202,12.25545262012769
PLW,134.4383246063444,7.3120106972680405
PNG,145.907106918164,-6.160782231451598
POL,19.292514103454465,51.72564191290925
PRI,-66.3438371783431,18.28019560327103
PRK,126.5917992142774,39.64831686022044
PRT,-9.224379573720718,39.65570474194797
PRY,-56.678794485579814,-25.274740052414806
PSE,34.93641337050681,31.764622551366628
PYF,-149.15204363058214,-17.289146434841914
QAT,51.44700722494046,25.320845534664528
REU,55.475628886319654,-21.093821668851827
ROU,26.0066089539147,45.05586842065271
RUS,53.71719581287776,53.775524342518004
RWA,29.89430161555617,-1.983135026542606
SAU,43.62978627333512,23.435500586910102
SDN,30.777768969893366,14.232392351021236
SEN,-16.006493877436927,14.499708098565076
SGP,103.8375065386843,1.3622093452156692
SHN,-7.657760396057304,-15.906250223430291
SJM,17.19602823080803,78.54612169597668
SLB,159.9966478501122,-9.052032426698807
SLE,-12.08838311226702,8.394222041953562
SLV,-89.08136438629354,13.723813814176916
SMR,12.466787040718193,43.94711424594843
SOM,45.140906941161376,4.995151369054367
SPM,-56.200107464958414,46.7981058513322
SRB,20.596640188627966,44.44736289944551
SSD,31.44868665683526,6.354929866213275
STP,6.703130215826589,0.3608785743559373
SUR,-55.316597596789485,5.619515510224063
SVK,19.20640878140302,48.66675821498808
SVN,14.863730526545831,46.15512890521768
SWE,15.540582388784635,58.81397895202915
SWZ,31.42538866457827,-26.52004615161722
SXM,-63.05943542290999,18.040254868154207
SYC,55.44946175933634,-4.650426549308673
SYR,37.30191917773492,35.04964496313078
TCA,-72.07549377973987,21.738972080563304
TCD,17.539497076608463,11.632561356390147
TGO,1.0567941616717402,7.718717869612588
THA,101.01862393596757,14.120560220368322
TJK,69.21200903675478,38.71141632813895
TKL,-171.82634268930636,-9.031585309106108
TKM,60.07927835961325,38.845711281844686
TLS,125.65186841399886,-8.756684886522919
TON,-175.045146499574,-20.67844780335459
TTO,-61.35454317087626,10.52248654523896
TUN,10.041592093408557,35.78307632813269
TUR,32.82518656483593,39.29952339891436
TUV,178.7163810906522,-8.037346368335651
TWN,120.94893723416114,24.207100461724863
TZA,35.239310509362255,-5.47208904225969
UGA,32.25203487988143,0.9444433215712261
UKR,31.571967451080475,48.808795248779056
URY,-56.213583585921434,-34.06979218834716
USA,-92.45167400226158,37.30389874272358
UZB,67.65315914483561,40.464447150891715
VAT,12.454166666679079,41.90416666667531
VCT,-61.20492387307547,13.164088702705367
VEN,-67.9340948203127,9.748997134845833
VGB,-64.58711161677347,18.434546526206244
VIR,-64.84935225481608,18.059552009474643
VNM,106.41838938817325,15.441860704428635
VUT,168.04289962424033,-16.825844300298314
WLF,-176.75477325925937,-13.57894700932887
WSM,-171.94684713689668,-13.828828147482175
YEM,44.43427012640807,14.735592513756908
ZAF,27.503895192541453,-28.253497953224905
ZMB,28.635401583586706,-13.593902492586516
ZWE,30.618164890401836,-18.6524254761949
