ipcc_categories_level_0,ipcc_categories_level_1,ipcc_categories_level_2,ipcc_categories_level_3,ipcc_categories_level_4,ipcc_categories_level_5,synthetic_categories,aggregation_category,secondary_category,gas,ipcc_account,included_in_inv,use_synthetic,sisepuede_fields,notes
2 - Industrial Processes and Product Use ,2.B - Chemical Industry ,,,,,,IPPU,,pfcs,1,1,0,emission_co2e_pfcs_ippu_production_chemicals,
2 - Industrial Processes and Product Use ,2.B - Chemical Industry ,,,,,,IPPU,,sf6,1,1,0,emission_co2e_sf6_ippu_production_chemicals,
2 - Industrial Processes and Product Use ,2.C - Metal Industry ,,,,,,IPPU,,ch4,1,1,0,emission_co2e_ch4_ippu_production_metals,
2 - Industrial Processes and Product Use ,2.C - Metal Industry ,,,,,,IPPU,,co2,1,1,0,emission_co2e_co2_ippu_production_metals,
2 - Industrial Processes and Product Use ,2.C - Metal Industry ,,,,,,IPPU,,hfcs,1,1,0,emission_co2e_hfcs_ippu_production_metals,
2 - Industrial Processes and Product Use ,2.C - Metal Industry ,,,,,,IPPU,,sf6,1,1,0,emission_co2e_sf6_ippu_production_metals,
2 - Industrial Processes and Product Use ,2.D - Non-Energy Products from Fuels and Solvent Use  (6),2.D.1 - Lubricant Use ,,,,,IPPU,,co2,1,1,0,emission_co2e_co2_ippu_production_product_use_lubricants|emission_co2e_co2_ippu_product_use_product_use_lubricants,
2 - Industrial Processes and Product Use ,2.D - Non-Energy Products from Fuels and Solvent Use  (6),2.D.2 - Paraffin Wax Use ,,,,,IPPU,,co2,1,1,0,emission_co2e_co2_ippu_production_product_use_paraffin_wax|emission_co2e_co2_ippu_product_use_product_use_paraffin_wax,
2 - Industrial Processes and Product Use ,2.D - Non-Energy Products from Fuels and Solvent Use  (6),2.D.3 - Solvent Use  (7),,,,,IPPU,,co2,1,1,0,emission_co2e_co2_ippu_product_use_product_use_other,
2 - Industrial Processes and Product Use ,2.E - Electronics Industry ,,,,,,IPPU,,hfcs,1,1,0,emission_co2e_hfcs_ippu_production_electronics,
2 - Industrial Processes and Product Use ,2.E - Electronics Industry ,,,,,,IPPU,,nf3,1,1,0,emission_co2e_nf3_ippu_production_electronics,
2 - Industrial Processes and Product Use ,2.E - Electronics Industry ,,,,,,IPPU,,pfcs,1,1,0,emission_co2e_pfcs_ippu_production_electronics,
2 - Industrial Processes and Product Use ,2.E - Electronics Industry ,,,,,,IPPU,,sf6,1,1,0,emission_co2e_sf6_ippu_production_electronics,
2 - Industrial Processes and Product Use ,2.F - Product Uses as Substitutes for Ozone Depleting Substances ,2.F.1 - Refrigeration and Air Conditioning ,,,,,IPPU,,hfcs,1,1,0,emission_co2e_hfcs_ippu_product_use_product_use_ods_refrigeration,
2 - Industrial Processes and Product Use ,2.F - Product Uses as Substitutes for Ozone Depleting Substances ,2.F.2 - Foam Blowing Agents|2.F.3 - Fire Protection|2.F.4 - Aerosols|2.F.5 - Solvents|2.F.6 - Other Applications (please specify)  (3),,,,,IPPU,,hfcs,1,1,0,emission_co2e_hfcs_ippu_product_use_product_use_ods_other,
2 - Industrial Processes and Product Use ,2.F - Product Uses as Substitutes for Ozone Depleting Substances ,2.F.2 - Foam Blowing Agents|2.F.3 - Fire Protection|2.F.4 - Aerosols|2.F.5 - Solvents|2.F.6 - Other Applications (please specify)  (3),,,,,IPPU,,pfcs,1,1,0,emission_co2e_pfcs_ippu_product_use_product_use_ods_other,
2 - Industrial Processes and Product Use ,2.G - Other Product Manufacture and Use ,,,,,,IPPU,,sf6,1,1,0,emission_co2e_sf6_ippu_production_other_product_manufacturing,
2 - Industrial Processes and Product Use ,2.G - Other Product Manufacture and Use ,,,,,,IPPU,,n2o,1,1,0,emission_co2e_n2o_ippu_production_other_product_manufacturing,
2 - Industrial Processes and Product Use ,2.G - Other Product Manufacture and Use ,,,,,,IPPU,,pfcs,1,1,0,emission_co2e_pfcs_ippu_production_other_product_manufacturing,
2 - Industrial Processes and Product Use ,2.H - Other , 2.H.1 - Pulp and Paper Industry ,,,,,IPPU,,ch4,1,1,0,emission_co2e_ch4_ippu_production_paper,
2 - Industrial Processes and Product Use ,2.H - Other , 2.H.1 - Pulp and Paper Industry ,,,,,IPPU,,co2,1,1,0,emission_co2e_co2_ippu_production_paper,
2 - Industrial Processes and Product Use ,2.H - Other , 2.H.1 - Pulp and Paper Industry ,,,,,IPPU,,n2o,1,1,0,emission_co2e_n2o_ippu_production_paper,
2 - Industrial Processes and Product Use ,2.H - Other , 2.H.3 - Other (please specify)  (3),,,,,IPPU,,co2,1,1,0,,
2 - Industrial Processes and Product Use ,2.H - Other ,2.H.2 - Food and Beverages Industry ,,,,,IPPU,,hfcs,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.a - Cattle ,3.A.1.a.i - Dairy Cows,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_cattle_dairy,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.a - Cattle ,3.A.1.a.ii - Other Cattle,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_cattle_nondairy,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.b - Buffalo ,,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_buffalo,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.c - Sheep ,,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_sheep,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.d - Goats ,,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_goats,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.e - Camels|3.A.1.f - Horses,,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_horses,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.g - Mules and Asses ,,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_mules,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.h - Swine ,,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_pigs,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.i - Poultry ,,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lvst_entferm_chickens,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.1.j - Other (please specify) ,,,,Livestock,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.2 - Manure Management  (1),,,,Livestock,,ch4,1,1,0,emission_co2e_ch4_lsmm_anaerobic_digester|emission_co2e_ch4_lsmm_anaerobic_lagoon|emission_co2e_ch4_lsmm_composting|emission_co2e_ch4_lsmm_daily_spread|emission_co2e_ch4_lsmm_deep_bedding|emission_co2e_ch4_lsmm_dry_lot|emission_co2e_ch4_lsmm_incineration|emission_co2e_ch4_lsmm_liquid_slurry|emission_co2e_ch4_lsmm_paddock_pasture_range|emission_co2e_ch4_lsmm_poultry_manure|emission_co2e_ch4_lsmm_storage_solid,
"3 - Agriculture, Forestry, and Other Land Use ",3.A - Livestock ,3.A.1 - Enteric Fermentation ,3.A.2 - Manure Management  (1),,,,Livestock,,n2o,1,1,0,emission_co2e_n2o_lsmm_direct_anaerobic_digester|emission_co2e_n2o_lsmm_direct_anaerobic_lagoon|emission_co2e_n2o_lsmm_direct_composting|emission_co2e_n2o_lsmm_direct_daily_spread|emission_co2e_n2o_lsmm_direct_deep_bedding|emission_co2e_n2o_lsmm_direct_dry_lot|emission_co2e_n2o_lsmm_direct_incineration|emission_co2e_n2o_lsmm_direct_liquid_slurry|emission_co2e_n2o_lsmm_direct_paddock_pasture_range|emission_co2e_n2o_lsmm_direct_poultry_manure|emission_co2e_n2o_lsmm_direct_storage_solid,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.1 - Forest land,3.B.1.a - Forest land Remaining Forest land,,,Forest Land - Removals,Forest Land - Removals,,co2,1,1,1,emission_co2e_co2_entc_bmass_processing_and_refinement_fp_hydrogen_gasification|emission_co2e_co2_entc_generation_pp_biomass|emission_co2e_co2_frst_forest_fires|emission_co2e_co2_inen_bmass_agriculture_and_livestock|emission_co2e_co2_inen_bmass_cement|emission_co2e_co2_inen_bmass_chemicals|emission_co2e_co2_inen_bmass_electronics|emission_co2e_co2_inen_bmass_glass|emission_co2e_co2_inen_bmass_lime_and_carbonite|emission_co2e_co2_inen_bmass_metals|emission_co2e_co2_inen_bmass_mining|emission_co2e_co2_inen_bmass_other_product_manufacturing|emission_co2e_co2_inen_bmass_paper|emission_co2e_co2_inen_bmass_plastic|emission_co2e_co2_inen_bmass_recycled_glass|emission_co2e_co2_inen_bmass_recycled_metals|emission_co2e_co2_inen_bmass_recycled_paper|emission_co2e_co2_inen_bmass_recycled_plastic|emission_co2e_co2_inen_bmass_recycled_rubber_and_leather|emission_co2e_co2_inen_bmass_recycled_textiles|emission_co2e_co2_inen_bmass_recycled_wood|emission_co2e_co2_inen_bmass_rubber_and_leather|emission_co2e_co2_inen_bmass_textiles|emission_co2e_co2_inen_bmass_wood|emission_co2e_co2_scoe_bmass_commercial_municipal|emission_co2e_co2_scoe_bmass_other_se|emission_co2e_co2_scoe_bmass_residential,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.1 - Forest land,3.B.1.a - Forest land Remaining Forest land,,,Forest Land - Sequestration,Forest Land - Sequestration,,co2,1,0,1,emission_co2e_co2_frst_sequestration_mangroves|emission_co2e_co2_frst_sequestration_primary|emission_co2e_co2_frst_sequestration_secondary,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.1 - Forest land,3.B.1.b - Land Converted to Forest land,3.B.1.b.i - Cropland converted to Forest Land,,,,,co2,1,0,0,,IPCC accounts for all carbon storage at point of conversion; ssp uses annual factors to estimate carbon storage. Can't compare
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.1 - Forest land,3.B.1.b - Land Converted to Forest land,3.B.1.b.ii - Grassland converted to Forest Land,,,,,co2,1,0,0,,IPCC accounts for all carbon storage at point of conversion; ssp uses annual factors to estimate carbon storage. Can't compare
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.1 - Forest land,3.B.1.b - Land Converted to Forest land,3.B.1.b.iii - Wetlands converted to Forest Land,,,,,co2,1,0,0,,IPCC accounts for all carbon storage at point of conversion; ssp uses annual factors to estimate carbon storage. Can't compare
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.1 - Forest land,3.B.1.b - Land Converted to Forest land,3.B.1.b.iv - Settlements converted to Forest Land,,,,,co2,1,0,0,,IPCC accounts for all carbon storage at point of conversion; ssp uses annual factors to estimate carbon storage. Can't compare
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.1 - Forest land,3.B.1.b - Land Converted to Forest land,3.B.1.b.v - Other Land converted to Forest Land,,,,,co2,1,0,0,,IPCC accounts for all carbon storage at point of conversion; ssp uses annual factors to estimate carbon storage. Can't compare
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.1 - Forest land,,,,Forest Land Methane,Forest Land Methane,,ch4,0,0,1,emission_co2e_ch4_frst_methane_mangroves|emission_co2e_ch4_frst_methane_primary|emission_co2e_ch4_frst_methane_secondary,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.2 - Cropland,3.B.2.a - Cropland Remaining Cropland,,,Cropland,Agriculture and Managed Soil,,co2,1,1,1,emission_co2e_co2_agrc_biomass_bevs_and_spices|emission_co2e_co2_agrc_biomass_fruits|emission_co2e_co2_agrc_biomass_nuts|emission_co2e_co2_agrc_biomass_other_woody_perennial|emission_co2e_co2_lndu_conversion_croplands_to_croplands|emission_co2e_co2_lndu_drained_organic_soils_croplands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.2 - Cropland,3.B.2.b - Land Converted to Cropland,3.B.2.b.i - Forest Land converted to Cropland,,Forest Land - Removals,Forest Land - Removals,Deforestation,co2,1,1,1,emission_co2e_co2_lndu_conversion_forests_mangroves_to_croplands|emission_co2e_co2_lndu_conversion_forests_primary_to_croplands|emission_co2e_co2_lndu_conversion_forests_secondary_to_croplands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.2 - Cropland,3.B.2.b - Land Converted to Cropland,3.B.2.b.ii - Grassland converted to Cropland,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_grasslands_to_croplands|emission_co2e_co2_lndu_conversion_pastures_to_croplands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.2 - Cropland,3.B.2.b - Land Converted to Cropland,3.B.2.b.iii - Wetlands converted to Cropland,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_flooded_to_croplands|emission_co2e_co2_lndu_conversion_wetlands_to_croplands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.2 - Cropland,3.B.2.b - Land Converted to Cropland,3.B.2.b.iv - Settlements converted to Cropland,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_settlements_to_croplands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.2 - Cropland,3.B.2.b - Land Converted to Cropland,3.B.2.b.v - Other Land converted to Cropland,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_other_to_croplands|emission_co2e_co2_lndu_conversion_shrublands_to_croplands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.3 - Grassland,3.B.3.a - Grassland Remaining Grassland,,,Grassland,Agriculture and Managed Soil,,co2,1,1,1,emission_co2e_co2_lndu_drained_organic_soils_pastures|emission_co2e_co2_lndu_conversion_grasslands_to_grasslands|emission_co2e_co2_lndu_conversion_grasslands_to_pastures|emission_co2e_co2_lndu_conversion_pastures_to_grasslands|emission_co2e_co2_lndu_conversion_pastures_to_pastures|emission_co2e_co2_lndu_biomass_sequestration_grasslands|emission_co2e_co2_lndu_biomass_sequestration_pastures,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.3 - Grassland,3.B.3.b - Land Converted to Grassland,3.B.3.b.i - Forest Land converted to Grassland,,Forest Land - Removals,Forest Land - Removals,Deforestation,co2,1,1,1,emission_co2e_co2_lndu_conversion_forests_mangroves_to_grasslands|emission_co2e_co2_lndu_conversion_forests_mangroves_to_pastures|emission_co2e_co2_lndu_conversion_forests_primary_to_grasslands|emission_co2e_co2_lndu_conversion_forests_primary_to_pastures|emission_co2e_co2_lndu_conversion_forests_secondary_to_grasslands|emission_co2e_co2_lndu_conversion_forests_secondary_to_pastures,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.3 - Grassland,3.B.3.b - Land Converted to Grassland,3.B.3.b.ii - Cropland converted to Grassland,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_croplands_to_grasslands|emission_co2e_co2_lndu_conversion_croplands_to_pastures,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.3 - Grassland,3.B.3.b - Land Converted to Grassland,3.B.3.b.iii - Wetlands converted to Grassland,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_flooded_to_grasslands|emission_co2e_co2_lndu_conversion_flooded_to_pastures|emission_co2e_co2_lndu_conversion_wetlands_to_grasslands|emission_co2e_co2_lndu_conversion_wetlands_to_pastures,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.3 - Grassland,3.B.3.b - Land Converted to Grassland,3.B.3.b.iv - Settlements converted to Grassland,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_settlements_to_grasslands|emission_co2e_co2_lndu_conversion_settlements_to_pastures,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.3 - Grassland,3.B.3.b - Land Converted to Grassland,3.B.3.b.v - Other Land converted to Grassland,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_other_to_grasslands|emission_co2e_co2_lndu_conversion_other_to_pastures|emission_co2e_co2_lndu_conversion_shrublands_to_grasslands|emission_co2e_co2_lndu_conversion_shrublands_to_pastures,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.4 - Wetlands,3.B.4.a - Wetlands Remaining Wetlands,3.B.4.a.i - Peat Extraction remaining Peat Extraction|3.B.4.a.iii - Other Wetlands Remaining Other Wetlands,,Wetlands,Wetlands,,co2,1,0,1,emission_co2e_co2_lndu_biomass_sequestration_wetlands|emission_co2e_co2_lndu_conversion_wetlands_to_wetlands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.4 - Wetlands,3.B.4.a - Wetlands Remaining Wetlands,3.B.4.a.ii - Flooded Land remaining Flooded Land,,Wetlands,Wetlands,,co2,1,0,1,emission_co2e_co2_lndu_conversion_flooded_to_flooded,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.4 - Wetlands,3.B.4.b - Land Converted to Wetlands,3.B.4.b.i - Land converted for Peat Extraction|3.B.4.b.iii - Land converted to Other Wetlands,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_croplands_to_wetlands|emission_co2e_co2_lndu_conversion_flooded_to_wetlands|emission_co2e_co2_lndu_conversion_grasslands_to_wetlands|emission_co2e_co2_lndu_conversion_other_to_wetlands|emission_co2e_co2_lndu_conversion_pastures_to_wetlands|emission_co2e_co2_lndu_conversion_settlements_to_wetlands|emission_co2e_co2_lndu_conversion_shrublands_to_wetlands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.4 - Wetlands,3.B.4.b - Land Converted to Wetlands,3.B.4.b.ii - Land converted to Flooded Land,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_croplands_to_flooded|emission_co2e_co2_lndu_conversion_grasslands_to_flooded|emission_co2e_co2_lndu_conversion_other_to_flooded|emission_co2e_co2_lndu_conversion_pastures_to_flooded|emission_co2e_co2_lndu_conversion_settlements_to_flooded|emission_co2e_co2_lndu_conversion_shrublands_to_flooded|emission_co2e_co2_lndu_conversion_wetlands_to_flooded,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.5 - Settlements,3.B.5.a - Settlements Remaining Settlements,,,Other Not Estimated Sequestration,Other Not Estimated Sequestration,,co2,1,0,1,emission_co2e_co2_lndu_biomass_sequestration_settlements|emission_co2e_co2_lndu_conversion_settlements_to_settlements,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.5 - Settlements,3.B.5.b - Land Converted to Settlements,3.B.5.b.i - Forest Land converted to Settlements,,Forest Land - Removals,Forest Land - Removals,Deforestation,co2,1,1,1,emission_co2e_co2_lndu_conversion_forests_mangroves_to_settlements|emission_co2e_co2_lndu_conversion_forests_primary_to_settlements|emission_co2e_co2_lndu_conversion_forests_secondary_to_settlements,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.5 - Settlements,3.B.5.b - Land Converted to Settlements,3.B.5.b.ii - Cropland converted to Settlements,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_croplands_to_settlements,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.5 - Settlements,3.B.5.b - Land Converted to Settlements,3.B.5.b.iii - Grassland converted to Settlements,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_grasslands_to_settlements|emission_co2e_co2_lndu_conversion_pastures_to_settlements,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.5 - Settlements,3.B.5.b - Land Converted to Settlements,3.B.5.b.iv - Wetlands converted to Settlements,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_flooded_to_settlements|emission_co2e_co2_lndu_conversion_wetlands_to_settlements,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.5 - Settlements,3.B.5.b - Land Converted to Settlements,3.B.5.b.v - Other Land converted to Settlements,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_other_to_settlements|emission_co2e_co2_lndu_conversion_shrublands_to_settlements,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.6 - Other Land,3.B.6.a - Other land Remaining Other land,,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_other_to_other|emission_co2e_co2_lndu_conversion_other_to_shrublands|emission_co2e_co2_lndu_conversion_shrublands_to_other|emission_co2e_co2_lndu_conversion_shrublands_to_shrublands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.6 - Other Land,3.B.6.a - Other land Remaining Other land,,,Other Not Estimated Sequestration,Other Not Estimated Sequestration,,co2,1,0,1,emission_co2e_co2_lndu_biomass_sequestration_other|emission_co2e_co2_lndu_biomass_sequestration_shrublands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.6 - Other Land,3.B.6.b - Land Converted to Other land,3.B.6.b.i - Forest Land converted to Other Land,,Forest Land - Removals,Forest Land - Removals,Deforestation,co2,1,1,1,emission_co2e_co2_lndu_conversion_forests_mangroves_to_flooded|emission_co2e_co2_lndu_conversion_forests_mangroves_to_other|emission_co2e_co2_lndu_conversion_forests_mangroves_to_shrublands|emission_co2e_co2_lndu_conversion_forests_mangroves_to_wetlands|emission_co2e_co2_lndu_conversion_forests_primary_to_flooded|emission_co2e_co2_lndu_conversion_forests_primary_to_other|emission_co2e_co2_lndu_conversion_forests_primary_to_shrublands|emission_co2e_co2_lndu_conversion_forests_primary_to_wetlands|emission_co2e_co2_lndu_conversion_forests_secondary_to_flooded|emission_co2e_co2_lndu_conversion_forests_secondary_to_other|emission_co2e_co2_lndu_conversion_forests_secondary_to_shrublands|emission_co2e_co2_lndu_conversion_forests_secondary_to_wetlands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.6 - Other Land,3.B.6.b - Land Converted to Other land,3.B.6.b.ii - Cropland converted to Other Land,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_croplands_to_other|emission_co2e_co2_lndu_conversion_croplands_to_shrublands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.6 - Other Land,3.B.6.b - Land Converted to Other land,3.B.6.b.iii - Grassland converted to Other Land,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_grasslands_to_other|emission_co2e_co2_lndu_conversion_grasslands_to_shrublands|emission_co2e_co2_lndu_conversion_pastures_to_other|emission_co2e_co2_lndu_conversion_pastures_to_shrublands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.6 - Other Land,3.B.6.b - Land Converted to Other land,3.B.6.b.iv - Wetlands converted to Other Land,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_flooded_to_other|emission_co2e_co2_lndu_conversion_flooded_to_shrublands|emission_co2e_co2_lndu_conversion_wetlands_to_other|emission_co2e_co2_lndu_conversion_wetlands_to_shrublands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,3.B.6 - Other Land,3.B.6.b - Land Converted to Other land,3.B.6.b.v - Settlements converted to Other Land,,Other Not Estimated Conversion,Other Land Use Conversion,Other Land Use Conversion,co2,1,0,1,emission_co2e_co2_lndu_conversion_settlements_to_other|emission_co2e_co2_lndu_conversion_settlements_to_shrublands,
"3 - Agriculture, Forestry, and Other Land Use ",3.B - Land,,,,,Other Not Estimated Conversion,Other Not Estimated Conversion,,co2,1,0,1,emission_co2e_co2_soil_soc_mineral_soils,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.1 - Burning , 3.C.1.b - Burning in Cropland ,,,,Agriculture and Managed Soil,,ch4,1,1,0,emission_co2e_ch4_agrc_biomass_burning,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.1 - Burning ,3.C.1.a - Burning in Forest Land ,,,,,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.1 - Burning ,3.C.1.a - Burning in Forest Land ,,,,,,n2o,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.1 - Burning ,3.C.1.b - Burning in Cropland ,,,,Agriculture and Managed Soil,,n2o,1,1,0,emission_co2e_n2o_agrc_biomass_burning,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.1 - Burning ,3.C.1.c - Burning in Grassland ,,,,Agriculture and Managed Soil,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.1 - Burning ,3.C.1.c - Burning in Grassland ,,,,Agriculture and Managed Soil,,n2o,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.1 - Burning ,3.C.1.d - Burning in all other land uses  (4),,,,,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.1 - Burning ,3.C.1.d - Burning in all other land uses  (4),,,,,,n2o,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.10 - CH4 from Rewetting of Organic Soils ,,,,,Agriculture and Managed Soil,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.11 - CH4 Emissions from Rewetting of Mangroves and Tidal Marshes ,,,,,,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.12 - N2O Emissions from Aquaculture ,,,,,,,n2o,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.13 - CH4 Emissions from Rewetted and Created Wetlands on Inland Wetland Mineral Soils ,,,,,,,ch4,1,1,0,,
"3 - Agriculture, Forestry, and Other Land Use ",3.C - Aggregate sources and non-CO2 emissions sources on land  (2),3.C.14 - Other (please specify) ,,,,,,,ch4,1,1,0,,
