Variable Type,Variable,Information,Variable Schema,Dashboard,Notes,Data Link,Reference,Internal Model Variable,Default LHS Scalar Minimum at Final Time Period,Default LHS Scalar Maximum at Final Time Period,Emissions Total by Gas Component,Simplex Group
Input,Transportation Demand Scalar,"Scale demand for transportation up or down--for example, increases in teleworking might reduce demand for private and public transportation, but it could possibly increase demands for regional travel and/or freight.",``demscalar_trde_$CAT-TRANSPORTATION-DEMAND$``,,,,,0,1,1,0,
