r,l,pp_hydropower,pp_solar,pp_biogas,pp_biomass,pp_coal,pp_gas,pp_geothermal,pp_nuclear,pp_ocean,pp_oil,pp_waste_incineration,pp_wind
australia,dec_feb_we0,0.15196755964383266,0.0,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,dec_feb_we12,0.15196755964383266,0.48075324177207834,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,dec_feb_we18,0.15196755964383266,0.200313850738366,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,dec_feb_we6,0.15196755964383266,0.1373580690777367,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,jun_aug_wd0,0.21510705680281056,0.0,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,jun_aug_wd12,0.21510705680281056,0.6133131835124104,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,jun_aug_wd18,0.21510705680281056,0.02057187604114608,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,jun_aug_wd6,0.21510705680281056,0.0741491795768782,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,jun_aug_we0,0.21510705680281056,0.0,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,jun_aug_we12,0.21510705680281056,0.6133131835124104,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,jun_aug_we18,0.21510705680281056,0.02057187604114608,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,jun_aug_we6,0.21510705680281056,0.0741491795768782,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
australia,mar_may_wd0,0.1476286273113585,0.0,0.5,0.37,0.36,0.36,0.67,0.8,0.25,0.36,0.5,0.26
