time_period,ef_frst_sequestration_mangroves_kt_co2_ha,ef_frst_sequestration_primary_kt_co2_ha,ef_frst_sequestration_secondary_kt_co2_ha,iso_alpha_3
11,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
12,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
13,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
14,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
15,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
16,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
17,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
18,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
19,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
20,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
21,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
22,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
23,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
24,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
25,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
26,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
27,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
28,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
29,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
30,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
31,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
32,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
33,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
34,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
35,0.0039636666666666666,0.0039636666666666666,0.0039636666666666666,LUX
0,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
1,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
2,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
3,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
4,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
5,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
6,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
7,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
8,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
9,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
10,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
11,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
12,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
13,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
14,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
15,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
16,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
17,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
18,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
19,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
20,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
21,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
22,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
23,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
24,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
25,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
26,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
27,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
28,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
29,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
30,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
31,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
32,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
33,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
34,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
35,0.002889201142656111,0.0005166677193001979,0.0031697140597524874,MAC
0,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
1,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
2,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
3,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
4,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
5,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
6,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
7,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
8,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
9,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
10,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
11,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
12,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
13,0.0034614289261328366,0.001711780260707635,0.004336253258845437,MAF
