time_period,ef_lndu_conv_croplands_to_croplands_gg_co2_ha,ef_lndu_conv_croplands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_croplands_to_forests_primary_gg_co2_ha,ef_lndu_conv_croplands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_croplands_to_grasslands_gg_co2_ha,ef_lndu_conv_croplands_to_other_gg_co2_ha,ef_lndu_conv_croplands_to_settlements_gg_co2_ha,ef_lndu_conv_croplands_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_croplands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_other_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_settlements_gg_co2_ha,ef_lndu_conv_forests_mangroves_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_primary_to_croplands_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_primary_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_primary_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_primary_to_other_gg_co2_ha,ef_lndu_conv_forests_primary_to_settlements_gg_co2_ha,ef_lndu_conv_forests_primary_to_wetlands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_croplands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_primary_gg_co2_ha,ef_lndu_conv_forests_secondary_to_forests_secondary_gg_co2_ha,ef_lndu_conv_forests_secondary_to_grasslands_gg_co2_ha,ef_lndu_conv_forests_secondary_to_other_gg_co2_ha,ef_lndu_conv_forests_secondary_to_settlements_gg_co2_ha,ef_lndu_conv_forests_secondary_to_wetlands_gg_co2_ha,ef_lndu_conv_grasslands_to_croplands_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_primary_gg_co2_ha,ef_lndu_conv_grasslands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_grasslands_to_grasslands_gg_co2_ha,ef_lndu_conv_grasslands_to_other_gg_co2_ha,ef_lndu_conv_grasslands_to_settlements_gg_co2_ha,ef_lndu_conv_grasslands_to_wetlands_gg_co2_ha,ef_lndu_conv_other_to_croplands_gg_co2_ha,ef_lndu_conv_other_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_other_to_forests_primary_gg_co2_ha,ef_lndu_conv_other_to_forests_secondary_gg_co2_ha,ef_lndu_conv_other_to_grasslands_gg_co2_ha,ef_lndu_conv_other_to_other_gg_co2_ha,ef_lndu_conv_other_to_settlements_gg_co2_ha,ef_lndu_conv_other_to_wetlands_gg_co2_ha,ef_lndu_conv_settlements_to_croplands_gg_co2_ha,ef_lndu_conv_settlements_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_settlements_to_forests_primary_gg_co2_ha,ef_lndu_conv_settlements_to_forests_secondary_gg_co2_ha,ef_lndu_conv_settlements_to_grasslands_gg_co2_ha,ef_lndu_conv_settlements_to_other_gg_co2_ha,ef_lndu_conv_settlements_to_settlements_gg_co2_ha,ef_lndu_conv_settlements_to_wetlands_gg_co2_ha,ef_lndu_conv_wetlands_to_croplands_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_mangroves_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_primary_gg_co2_ha,ef_lndu_conv_wetlands_to_forests_secondary_gg_co2_ha,ef_lndu_conv_wetlands_to_grasslands_gg_co2_ha,ef_lndu_conv_wetlands_to_other_gg_co2_ha,ef_lndu_conv_wetlands_to_settlements_gg_co2_ha,ef_lndu_conv_wetlands_to_wetlands_gg_co2_ha,iso_alpha_3
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102626,0,0,0,0.099794,0.101804,0.102626,0.102626,0.135814,0,0,0,0.132995,0.133605,0.135814,0.135814,0.101893,0,0,0,0.099063,0.101076,0.101893,0.101893,0.002832,0.0,0.0,0.0,0.0,0.00201,0.002832,0.002832,0.000822,0.0,0.0,0.0,0.0,0.0,0.000822,0.000822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARE
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102626,0,0,0,0.099794,0.101804,0.102626,0.102626,0.135814,0,0,0,0.132995,0.133605,0.135814,0.135814,0.101893,0,0,0,0.099063,0.101076,0.101893,0.101893,0.002832,0.0,0.0,0.0,0.0,0.00201,0.002832,0.002832,0.000822,0.0,0.0,0.0,0.0,0.0,0.000822,0.000822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARE
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102626,0,0,0,0.099794,0.101804,0.102626,0.102626,0.135814,0,0,0,0.132995,0.133605,0.135814,0.135814,0.101893,0,0,0,0.099063,0.101076,0.101893,0.101893,0.002832,0.0,0.0,0.0,0.0,0.00201,0.002832,0.002832,0.000822,0.0,0.0,0.0,0.0,0.0,0.000822,0.000822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARE
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102626,0,0,0,0.099794,0.101804,0.102626,0.102626,0.135814,0,0,0,0.132995,0.133605,0.135814,0.135814,0.101893,0,0,0,0.099063,0.101076,0.101893,0.101893,0.002832,0.0,0.0,0.0,0.0,0.00201,0.002832,0.002832,0.000822,0.0,0.0,0.0,0.0,0.0,0.000822,0.000822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARE
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102626,0,0,0,0.099794,0.101804,0.102626,0.102626,0.135814,0,0,0,0.132995,0.133605,0.135814,0.135814,0.101893,0,0,0,0.099063,0.101076,0.101893,0.101893,0.002832,0.0,0.0,0.0,0.0,0.00201,0.002832,0.002832,0.000822,0.0,0.0,0.0,0.0,0.0,0.000822,0.000822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARE
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102626,0,0,0,0.099794,0.101804,0.102626,0.102626,0.135814,0,0,0,0.132995,0.133605,0.135814,0.135814,0.101893,0,0,0,0.099063,0.101076,0.101893,0.101893,0.002832,0.0,0.0,0.0,0.0,0.00201,0.002832,0.002832,0.000822,0.0,0.0,0.0,0.0,0.0,0.000822,0.000822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARE
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260713,0,0,0,0.257232,0.258213,0.260713,0.260713,0.339733,0,0,0,0.335851,0.336739,0.339733,0.339733,0.207208,0,0,0,0.203957,0.205081,0.207208,0.207208,0.003481,0.0,0.0,0.0,0.0,0.000981,0.003481,0.003481,0.0025,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARM
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASM
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASM
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0,0,0,0.292171,0.2967,0.2967,0.2967,0.594799,0,0,0,0.590228,0.594799,0.594799,0.594799,0.152934,0,0,0,0.148406,0.152934,0.152934,0.152934,0.004529,0.0,0.0,0.0,0.0,0.004529,0.004529,0.004529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ASM
