iso_code3,year,time_period,frac_enfu_transmission_loss_fuel_electricity
DZA,2018,3,0.1880379761544836
DZA,2019,4,0.1880379761544836
DZA,2020,5,0.1880379761544836
DZA,2021,6,0.1880379761544836
DZA,2022,7,0.1880379761544836
DZA,2023,8,0.1880379761544836
DZA,2024,9,0.1880379761544836
DZA,2025,10,0.1880379761544836
DZA,2026,11,0.1880379761544836
DZA,2027,12,0.1880379761544836
DZA,2028,13,0.1880379761544836
DZA,2029,14,0.1880379761544836
DZA,2030,15,0.1880379761544836
DZA,2031,16,0.1880379761544836
DZA,2032,17,0.1880379761544836
DZA,2033,18,0.1880379761544836
DZA,2034,19,0.1880379761544836
DZA,2035,20,0.1880379761544836
DZA,2036,21,0.1880379761544836
DZA,2037,22,0.1880379761544836
DZA,2038,23,0.1880379761544836
DZA,2039,24,0.1880379761544836
DZA,2040,25,0.1880379761544836
DZA,2041,26,0.1880379761544836
DZA,2042,27,0.1880379761544836
DZA,2043,28,0.1880379761544836
DZA,2044,29,0.1880379761544836
DZA,2045,30,0.1880379761544836
DZA,2046,31,0.1880379761544836
DZA,2047,32,0.1880379761544836
DZA,2048,33,0.1880379761544836
DZA,2049,34,0.1880379761544836
DZA,2050,35,0.1880379761544836
ECU,2010,-5,0.168640114818802
ECU,2011,-4,0.163015965732087
ECU,2012,-3,0.144964327920515
ECU,2013,-2,0.12953011478440302
ECU,2014,-1,0.129222034804789
ECU,2015,0,0.1470745116121192
ECU,2016,1,0.1470745116121192
ECU,2017,2,0.1470745116121192
ECU,2018,3,0.1470745116121192
ECU,2019,4,0.1470745116121192
ECU,2020,5,0.1470745116121192
ECU,2021,6,0.1470745116121192
ECU,2022,7,0.1470745116121192
ECU,2023,8,0.1470745116121192
ECU,2024,9,0.1470745116121192
ECU,2025,10,0.1470745116121192
ECU,2026,11,0.1470745116121192
ECU,2027,12,0.1470745116121192
ECU,2028,13,0.1470745116121192
ECU,2029,14,0.1470745116121192
ECU,2030,15,0.1470745116121192
ECU,2031,16,0.1470745116121192
ECU,2032,17,0.1470745116121192
ECU,2033,18,0.1470745116121192
ECU,2034,19,0.1470745116121192
ECU,2035,20,0.1470745116121192
ECU,2036,21,0.1470745116121192
ECU,2037,22,0.1470745116121192
ECU,2038,23,0.1470745116121192
ECU,2039,24,0.1470745116121192
ECU,2040,25,0.1470745116121192
ECU,2041,26,0.1470745116121192
ECU,2042,27,0.1470745116121192
ECU,2043,28,0.1470745116121192
ECU,2044,29,0.1470745116121192
ECU,2045,30,0.1470745116121192
ECU,2046,31,0.1470745116121192
ECU,2047,32,0.1470745116121192
ECU,2048,33,0.1470745116121192
ECU,2049,34,0.1470745116121192
ECU,2050,35,0.1470745116121192
EGY,2010,-5,0.101624022452928
EGY,2011,-4,0.0846727570740633
EGY,2012,-3,0.111190077022135
EGY,2013,-2,0.111365664980661
EGY,2014,-1,0.109529664045747
EGY,2015,0,0.10367643711510686
EGY,2016,1,0.10367643711510686
EGY,2017,2,0.10367643711510686
EGY,2018,3,0.10367643711510686
EGY,2019,4,0.10367643711510686
EGY,2020,5,0.10367643711510686
EGY,2021,6,0.10367643711510686
EGY,2022,7,0.10367643711510686
EGY,2023,8,0.10367643711510686
EGY,2024,9,0.10367643711510686
EGY,2025,10,0.10367643711510686
EGY,2026,11,0.10367643711510686
EGY,2027,12,0.10367643711510686
EGY,2028,13,0.10367643711510686
EGY,2029,14,0.10367643711510686
EGY,2030,15,0.10367643711510686
EGY,2031,16,0.10367643711510686
EGY,2032,17,0.10367643711510686
EGY,2033,18,0.10367643711510686
EGY,2034,19,0.10367643711510686
EGY,2035,20,0.10367643711510686
EGY,2036,21,0.10367643711510686
EGY,2037,22,0.10367643711510686
EGY,2038,23,0.10367643711510686
EGY,2039,24,0.10367643711510686
EGY,2040,25,0.10367643711510686
EGY,2041,26,0.10367643711510686
EGY,2042,27,0.10367643711510686
EGY,2043,28,0.10367643711510686
EGY,2044,29,0.10367643711510686
EGY,2045,30,0.10367643711510686
EGY,2046,31,0.10367643711510686
EGY,2047,32,0.10367643711510686
EGY,2048,33,0.10367643711510686
EGY,2049,34,0.10367643711510686
EGY,2050,35,0.10367643711510686
ERI,2010,-5,0.12540192926045
ERI,2011,-4,0.148367952522255
ERI,2012,-3,0.158774373259053
ERI,2013,-2,0.137837837837838
ERI,2014,-1,0.128865979381443
ERI,2015,0,0.13984961445220778
ERI,2016,1,0.13984961445220778
ERI,2017,2,0.13984961445220778
ERI,2018,3,0.13984961445220778
ERI,2019,4,0.13984961445220778
ERI,2020,5,0.13984961445220778
ERI,2021,6,0.13984961445220778
ERI,2022,7,0.13984961445220778
ERI,2023,8,0.13984961445220778
ERI,2024,9,0.13984961445220778
ERI,2025,10,0.13984961445220778
ERI,2026,11,0.13984961445220778
ERI,2027,12,0.13984961445220778
ERI,2028,13,0.13984961445220778
ERI,2029,14,0.13984961445220778
ERI,2030,15,0.13984961445220778
ERI,2031,16,0.13984961445220778
ERI,2032,17,0.13984961445220778
ERI,2033,18,0.13984961445220778
ERI,2034,19,0.13984961445220778
ERI,2035,20,0.13984961445220778
ERI,2036,21,0.13984961445220778
ERI,2037,22,0.13984961445220778
ERI,2038,23,0.13984961445220778
ERI,2039,24,0.13984961445220778
ERI,2040,25,0.13984961445220778
ERI,2041,26,0.13984961445220778
ERI,2042,27,0.13984961445220778
ERI,2043,28,0.13984961445220778
ERI,2044,29,0.13984961445220778
ERI,2045,30,0.13984961445220778
ERI,2046,31,0.13984961445220778
ERI,2047,32,0.13984961445220778
ERI,2048,33,0.13984961445220778
ERI,2049,34,0.13984961445220778
ERI,2050,35,0.13984961445220778
ESP,2010,-5,0.09184768034325559
ESP,2011,-4,0.0892763426438859
ESP,2012,-3,0.08734716372617729
ESP,2013,-2,0.09484623994030811
ESP,2014,-1,0.09599234767175
ESP,2015,0,0.09186195486507538
ESP,2016,1,0.09186195486507538
ESP,2017,2,0.09186195486507538
ESP,2018,3,0.09186195486507538
ESP,2019,4,0.09186195486507538
ESP,2020,5,0.09186195486507538
ESP,2021,6,0.09186195486507538
ESP,2022,7,0.09186195486507538
ESP,2023,8,0.09186195486507538
ESP,2024,9,0.09186195486507538
ESP,2025,10,0.09186195486507538
ESP,2026,11,0.09186195486507538
ESP,2027,12,0.09186195486507538
ESP,2028,13,0.09186195486507538
ESP,2029,14,0.09186195486507538
ESP,2030,15,0.09186195486507538
ESP,2031,16,0.09186195486507538
ESP,2032,17,0.09186195486507538
ESP,2033,18,0.09186195486507538
ESP,2034,19,0.09186195486507538
ESP,2035,20,0.09186195486507538
ESP,2036,21,0.09186195486507538
ESP,2037,22,0.09186195486507538
ESP,2038,23,0.09186195486507538
ESP,2039,24,0.09186195486507538
ESP,2040,25,0.09186195486507538
ESP,2041,26,0.09186195486507538
ESP,2042,27,0.09186195486507538
ESP,2043,28,0.09186195486507538
ESP,2044,29,0.09186195486507538
ESP,2045,30,0.09186195486507538
ESP,2046,31,0.09186195486507538
ESP,2047,32,0.09186195486507538
ESP,2048,33,0.09186195486507538
ESP,2049,34,0.09186195486507538
ESP,2050,35,0.09186195486507538
EST,2010,-5,0.08076211045973469
EST,2011,-4,0.07360583262235319
EST,2012,-3,0.07345199298069689
EST,2013,-2,0.0680225988700565
EST,2014,-1,0.0676522577534951
EST,2015,0,0.07269895853726728
EST,2016,1,0.07269895853726728
EST,2017,2,0.07269895853726728
EST,2018,3,0.07269895853726728
EST,2019,4,0.07269895853726728
EST,2020,5,0.07269895853726728
EST,2021,6,0.07269895853726728
EST,2022,7,0.07269895853726728
EST,2023,8,0.07269895853726728
EST,2024,9,0.07269895853726728
EST,2025,10,0.07269895853726728
EST,2026,11,0.07269895853726728
EST,2027,12,0.07269895853726728
EST,2028,13,0.07269895853726728
EST,2029,14,0.07269895853726728
EST,2030,15,0.07269895853726728
EST,2031,16,0.07269895853726728
EST,2032,17,0.07269895853726728
EST,2033,18,0.07269895853726728
EST,2034,19,0.07269895853726728
EST,2035,20,0.07269895853726728
EST,2036,21,0.07269895853726728
EST,2037,22,0.07269895853726728
EST,2038,23,0.07269895853726728
EST,2039,24,0.07269895853726728
EST,2040,25,0.07269895853726728
EST,2041,26,0.07269895853726728
EST,2042,27,0.07269895853726728
EST,2043,28,0.07269895853726728
EST,2044,29,0.07269895853726728
EST,2045,30,0.07269895853726728
EST,2046,31,0.07269895853726728
EST,2047,32,0.07269895853726728
EST,2048,33,0.07269895853726728
EST,2049,34,0.07269895853726728
EST,2050,35,0.07269895853726728
ETH,2010,-5,0.15
ETH,2011,-4,0.199968434343434
ETH,2012,-3,0.229188619599579
ETH,2013,-2,0.19018616410020703
ETH,2014,-1,0.186547556489753
ETH,2015,0,0.1911781549065946
ETH,2016,1,0.1911781549065946
ETH,2017,2,0.1911781549065946
ETH,2018,3,0.1911781549065946
ETH,2019,4,0.1911781549065946
ETH,2020,5,0.1911781549065946
ETH,2021,6,0.1911781549065946
ETH,2022,7,0.1911781549065946
ETH,2023,8,0.1911781549065946
ETH,2024,9,0.1911781549065946
ETH,2025,10,0.1911781549065946
ETH,2026,11,0.1911781549065946
ETH,2027,12,0.1911781549065946
ETH,2028,13,0.1911781549065946
ETH,2029,14,0.1911781549065946
ETH,2030,15,0.1911781549065946
ETH,2031,16,0.1911781549065946
ETH,2032,17,0.1911781549065946
ETH,2033,18,0.1911781549065946
ETH,2034,19,0.1911781549065946
ETH,2035,20,0.1911781549065946
ETH,2036,21,0.1911781549065946
ETH,2037,22,0.1911781549065946
ETH,2038,23,0.1911781549065946
ETH,2039,24,0.1911781549065946
ETH,2040,25,0.1911781549065946
ETH,2041,26,0.1911781549065946
ETH,2042,27,0.1911781549065946
ETH,2043,28,0.1911781549065946
ETH,2044,29,0.1911781549065946
ETH,2045,30,0.1911781549065946
ETH,2046,31,0.1911781549065946
ETH,2047,32,0.1911781549065946
ETH,2048,33,0.1911781549065946
ETH,2049,34,0.1911781549065946
ETH,2050,35,0.1911781549065946
FIN,2010,-5,0.0342737437092496
FIN,2011,-4,0.0367069835784547
FIN,2012,-3,0.0413855789578333
FIN,2013,-2,0.0366139466999733
FIN,2014,-1,0.040708432461009796
FIN,2015,0,0.037937737081304136
FIN,2016,1,0.037937737081304136
FIN,2017,2,0.037937737081304136
FIN,2018,3,0.037937737081304136
FIN,2019,4,0.037937737081304136
FIN,2020,5,0.037937737081304136
FIN,2021,6,0.037937737081304136
FIN,2022,7,0.037937737081304136
FIN,2023,8,0.037937737081304136
FIN,2024,9,0.037937737081304136
FIN,2025,10,0.037937737081304136
FIN,2026,11,0.037937737081304136
FIN,2027,12,0.037937737081304136
FIN,2028,13,0.037937737081304136
FIN,2029,14,0.037937737081304136
FIN,2030,15,0.037937737081304136
FIN,2031,16,0.037937737081304136
FIN,2032,17,0.037937737081304136
FIN,2033,18,0.037937737081304136
FIN,2034,19,0.037937737081304136
FIN,2035,20,0.037937737081304136
FIN,2036,21,0.037937737081304136
FIN,2037,22,0.037937737081304136
FIN,2038,23,0.037937737081304136
FIN,2039,24,0.037937737081304136
FIN,2040,25,0.037937737081304136
FIN,2041,26,0.037937737081304136
FIN,2042,27,0.037937737081304136
FIN,2043,28,0.037937737081304136
FIN,2044,29,0.037937737081304136
FIN,2045,30,0.037937737081304136
FIN,2046,31,0.037937737081304136
FIN,2047,32,0.037937737081304136
FIN,2048,33,0.037937737081304136
FIN,2049,34,0.037937737081304136
FIN,2050,35,0.037937737081304136
FJI,2010,-5,0.0690584357740958
FJI,2011,-4,0.0674190140053504
FJI,2012,-3,0.06768480028917401
FJI,2013,-2,0.0667467874641768
FJI,2014,-1,0.0654407539363292
FJI,2015,0,0.06726995829382525
FJI,2016,1,0.06726995829382525
FJI,2017,2,0.06726995829382525
FJI,2018,3,0.06726995829382525
FJI,2019,4,0.06726995829382525
FJI,2020,5,0.06726995829382525
FJI,2021,6,0.06726995829382525
FJI,2022,7,0.06726995829382525
FJI,2023,8,0.06726995829382525
FJI,2024,9,0.06726995829382525
FJI,2025,10,0.06726995829382525
FJI,2026,11,0.06726995829382525
FJI,2027,12,0.06726995829382525
FJI,2028,13,0.06726995829382525
FJI,2029,14,0.06726995829382525
FJI,2030,15,0.06726995829382525
FJI,2031,16,0.06726995829382525
FJI,2032,17,0.06726995829382525
FJI,2033,18,0.06726995829382525
FJI,2034,19,0.06726995829382525
FJI,2035,20,0.06726995829382525
FJI,2036,21,0.06726995829382525
FJI,2037,22,0.06726995829382525
FJI,2038,23,0.06726995829382525
FJI,2039,24,0.06726995829382525
FJI,2040,25,0.06726995829382525
FJI,2041,26,0.06726995829382525
FJI,2042,27,0.06726995829382525
FJI,2043,28,0.06726995829382525
FJI,2044,29,0.06726995829382525
FJI,2045,30,0.06726995829382525
FJI,2046,31,0.06726995829382525
FJI,2047,32,0.06726995829382525
FJI,2048,33,0.06726995829382525
FJI,2049,34,0.06726995829382525
FJI,2050,35,0.06726995829382525
FRA,2010,-5,0.0627590667836288
FRA,2011,-4,0.0582556728824983
FRA,2012,-3,0.067322715836427
FRA,2013,-2,0.0662596006686085
FRA,2014,-1,0.0634238936577899
FRA,2015,0,0.0636041899657905
FRA,2016,1,0.0636041899657905
FRA,2017,2,0.0636041899657905
FRA,2018,3,0.0636041899657905
FRA,2019,4,0.0636041899657905
FRA,2020,5,0.0636041899657905
FRA,2021,6,0.0636041899657905
FRA,2022,7,0.0636041899657905
FRA,2023,8,0.0636041899657905
FRA,2024,9,0.0636041899657905
FRA,2025,10,0.0636041899657905
FRA,2026,11,0.0636041899657905
FRA,2027,12,0.0636041899657905
FRA,2028,13,0.0636041899657905
FRA,2029,14,0.0636041899657905
FRA,2030,15,0.0636041899657905
FRA,2031,16,0.0636041899657905
FRA,2032,17,0.0636041899657905
FRA,2033,18,0.0636041899657905
FRA,2034,19,0.0636041899657905
FRA,2035,20,0.0636041899657905
FRA,2036,21,0.0636041899657905
FRA,2037,22,0.0636041899657905
FRA,2038,23,0.0636041899657905
FRA,2039,24,0.0636041899657905
FRA,2040,25,0.0636041899657905
FRA,2041,26,0.0636041899657905
FRA,2042,27,0.0636041899657905
FRA,2043,28,0.0636041899657905
FRA,2044,29,0.0636041899657905
FRA,2045,30,0.0636041899657905
FRA,2046,31,0.0636041899657905
FRA,2047,32,0.0636041899657905
FRA,2048,33,0.0636041899657905
FRA,2049,34,0.0636041899657905
FRA,2050,35,0.0636041899657905
FRO,2010,-5,0.0409754381851222
FRO,2011,-4,0.029225495322758702
FRO,2012,-3,0.0276938856914924
FRO,2013,-2,0.0206447339368514
FRO,2014,-1,0.0274788942228108
FRO,2015,0,0.0292036894718071
FRO,2016,1,0.0292036894718071
FRO,2017,2,0.0292036894718071
FRO,2018,3,0.0292036894718071
FRO,2019,4,0.0292036894718071
FRO,2020,5,0.0292036894718071
FRO,2021,6,0.0292036894718071
FRO,2022,7,0.0292036894718071
FRO,2023,8,0.0292036894718071
FRO,2024,9,0.0292036894718071
FRO,2025,10,0.0292036894718071
FRO,2026,11,0.0292036894718071
FRO,2027,12,0.0292036894718071
FRO,2028,13,0.0292036894718071
FRO,2029,14,0.0292036894718071
FRO,2030,15,0.0292036894718071
FRO,2031,16,0.0292036894718071
FRO,2032,17,0.0292036894718071
FRO,2033,18,0.0292036894718071
FRO,2034,19,0.0292036894718071
FRO,2035,20,0.0292036894718071
FRO,2036,21,0.0292036894718071
FRO,2037,22,0.0292036894718071
FRO,2038,23,0.0292036894718071
FRO,2039,24,0.0292036894718071
FRO,2040,25,0.0292036894718071
FRO,2041,26,0.0292036894718071
FRO,2042,27,0.0292036894718071
FRO,2043,28,0.0292036894718071
FRO,2044,29,0.0292036894718071
FRO,2045,30,0.0292036894718071
FRO,2046,31,0.0292036894718071
FRO,2047,32,0.0292036894718071
FRO,2048,33,0.0292036894718071
FRO,2049,34,0.0292036894718071
FRO,2050,35,0.0292036894718071
FSM,2010,-5,0.115142747483098
FSM,2011,-4,0.111021163409275
FSM,2012,-3,0.114644615405713
FSM,2013,-2,0.102848563760529
FSM,2014,-1,0.0940954155988714
FSM,2015,0,0.10755050113149728
FSM,2016,1,0.10755050113149728
FSM,2017,2,0.10755050113149728
FSM,2018,3,0.10755050113149728
FSM,2019,4,0.10755050113149728
FSM,2020,5,0.10755050113149728
FSM,2021,6,0.10755050113149728
FSM,2022,7,0.10755050113149728
FSM,2023,8,0.10755050113149728
FSM,2024,9,0.10755050113149728
FSM,2025,10,0.10755050113149728
FSM,2026,11,0.10755050113149728
FSM,2027,12,0.10755050113149728
FSM,2028,13,0.10755050113149728
FSM,2029,14,0.10755050113149728
FSM,2030,15,0.10755050113149728
FSM,2031,16,0.10755050113149728
FSM,2032,17,0.10755050113149728
FSM,2033,18,0.10755050113149728
FSM,2034,19,0.10755050113149728
FSM,2035,20,0.10755050113149728
FSM,2036,21,0.10755050113149728
FSM,2037,22,0.10755050113149728
FSM,2038,23,0.10755050113149728
FSM,2039,24,0.10755050113149728
FSM,2040,25,0.10755050113149728
FSM,2041,26,0.10755050113149728
FSM,2042,27,0.10755050113149728
FSM,2043,28,0.10755050113149728
FSM,2044,29,0.10755050113149728
FSM,2045,30,0.10755050113149728
FSM,2046,31,0.10755050113149728
FSM,2047,32,0.10755050113149728
FSM,2048,33,0.10755050113149728
FSM,2049,34,0.10755050113149728
FSM,2050,35,0.10755050113149728
GAB,2010,-5,0.194832041343669
GAB,2011,-4,0.19794218520333198
GAB,2012,-3,0.194547134935305
GAB,2013,-2,0.231870229007634
GAB,2014,-1,0.277777777777778
GAB,2015,0,0.2193938736535436
GAB,2016,1,0.2193938736535436
GAB,2017,2,0.2193938736535436
GAB,2018,3,0.2193938736535436
GAB,2019,4,0.2193938736535436
GAB,2020,5,0.2193938736535436
GAB,2021,6,0.2193938736535436
GAB,2022,7,0.2193938736535436
GAB,2023,8,0.2193938736535436
GAB,2024,9,0.2193938736535436
GAB,2025,10,0.2193938736535436
GAB,2026,11,0.2193938736535436
GAB,2027,12,0.2193938736535436
GAB,2028,13,0.2193938736535436
GAB,2029,14,0.2193938736535436
GAB,2030,15,0.2193938736535436
GAB,2031,16,0.2193938736535436
GAB,2032,17,0.2193938736535436
GAB,2033,18,0.2193938736535436
GAB,2034,19,0.2193938736535436
GAB,2035,20,0.2193938736535436
GAB,2036,21,0.2193938736535436
GAB,2037,22,0.2193938736535436
GAB,2038,23,0.2193938736535436
GAB,2039,24,0.2193938736535436
GAB,2040,25,0.2193938736535436
GAB,2041,26,0.2193938736535436
GAB,2042,27,0.2193938736535436
GAB,2043,28,0.2193938736535436
GAB,2044,29,0.2193938736535436
GAB,2045,30,0.2193938736535436
GAB,2046,31,0.2193938736535436
GAB,2047,32,0.2193938736535436
GAB,2048,33,0.2193938736535436
GAB,2049,34,0.2193938736535436
GAB,2050,35,0.2193938736535436
GBR,2010,-5,0.0703132018241483
GBR,2011,-4,0.0755634211155477
GBR,2012,-3,0.0787079605210159
GBR,2013,-2,0.0750774320412521
GBR,2014,-1,0.0835418574202265
GBR,2015,0,0.07664077458443809
GBR,2016,1,0.07664077458443809
GBR,2017,2,0.07664077458443809
GBR,2018,3,0.07664077458443809
GBR,2019,4,0.07664077458443809
GBR,2020,5,0.07664077458443809
GBR,2021,6,0.07664077458443809
GBR,2022,7,0.07664077458443809
GBR,2023,8,0.07664077458443809
GBR,2024,9,0.07664077458443809
GBR,2025,10,0.07664077458443809
GBR,2026,11,0.07664077458443809
GBR,2027,12,0.07664077458443809
GBR,2028,13,0.07664077458443809
GBR,2029,14,0.07664077458443809
GBR,2030,15,0.07664077458443809
GBR,2031,16,0.07664077458443809
GBR,2032,17,0.07664077458443809
GBR,2033,18,0.07664077458443809
GBR,2034,19,0.07664077458443809
GBR,2035,20,0.07664077458443809
GBR,2036,21,0.07664077458443809
GBR,2037,22,0.07664077458443809
GBR,2038,23,0.07664077458443809
GBR,2039,24,0.07664077458443809
GBR,2040,25,0.07664077458443809
GBR,2041,26,0.07664077458443809
GBR,2042,27,0.07664077458443809
GBR,2043,28,0.07664077458443809
GBR,2044,29,0.07664077458443809
GBR,2045,30,0.07664077458443809
GBR,2046,31,0.07664077458443809
GBR,2047,32,0.07664077458443809
GBR,2048,33,0.07664077458443809
GBR,2049,34,0.07664077458443809
GBR,2050,35,0.07664077458443809
GEO,2010,-5,0.10894903200316101
GEO,2011,-4,0.112026682362174
GEO,2012,-3,0.112841670964415
GEO,2013,-2,0.0800278357689631
GEO,2014,-1,0.0578536303153023
GEO,2015,0,0.09433977028280309
GEO,2016,1,0.09433977028280309
GEO,2017,2,0.09433977028280309
GEO,2018,3,0.09433977028280309
GEO,2019,4,0.09433977028280309
GEO,2020,5,0.09433977028280309
GEO,2021,6,0.09433977028280309
GEO,2022,7,0.09433977028280309
GEO,2023,8,0.09433977028280309
GEO,2024,9,0.09433977028280309
GEO,2025,10,0.09433977028280309
GEO,2026,11,0.09433977028280309
GEO,2027,12,0.09433977028280309
GEO,2028,13,0.09433977028280309
GEO,2029,14,0.09433977028280309
GEO,2030,15,0.09433977028280309
GEO,2031,16,0.09433977028280309
GEO,2032,17,0.09433977028280309
GEO,2033,18,0.09433977028280309
GEO,2034,19,0.09433977028280309
GEO,2035,20,0.09433977028280309
GEO,2036,21,0.09433977028280309
GEO,2037,22,0.09433977028280309
GEO,2038,23,0.09433977028280309
GEO,2039,24,0.09433977028280309
GEO,2040,25,0.09433977028280309
GEO,2041,26,0.09433977028280309
GEO,2042,27,0.09433977028280309
GEO,2043,28,0.09433977028280309
GEO,2044,29,0.09433977028280309
GEO,2045,30,0.09433977028280309
GEO,2046,31,0.09433977028280309
GEO,2047,32,0.09433977028280309
GEO,2048,33,0.09433977028280309
GEO,2049,34,0.09433977028280309
GEO,2050,35,0.09433977028280309
GHA,2010,-5,0.232221894364119
GHA,2011,-4,0.231160714285714
GHA,2012,-3,0.215319361277445
GHA,2013,-2,0.215445575324373
GHA,2014,-1,0.22587364036102803
GHA,2015,0,0.22400423712253578
GHA,2016,1,0.22400423712253578
GHA,2017,2,0.22400423712253578
GHA,2018,3,0.22400423712253578
GHA,2019,4,0.22400423712253578
GHA,2020,5,0.22400423712253578
GHA,2021,6,0.22400423712253578
GHA,2022,7,0.22400423712253578
GHA,2023,8,0.22400423712253578
GHA,2024,9,0.22400423712253578
GHA,2025,10,0.22400423712253578
GHA,2026,11,0.22400423712253578
GHA,2027,12,0.22400423712253578
GHA,2028,13,0.22400423712253578
GHA,2029,14,0.22400423712253578
GHA,2030,15,0.22400423712253578
GHA,2031,16,0.22400423712253578
GHA,2032,17,0.22400423712253578
GHA,2033,18,0.22400423712253578
GHA,2034,19,0.22400423712253578
GHA,2035,20,0.22400423712253578
GHA,2036,21,0.22400423712253578
GHA,2037,22,0.22400423712253578
GHA,2038,23,0.22400423712253578
GHA,2039,24,0.22400423712253578
GHA,2040,25,0.22400423712253578
GHA,2041,26,0.22400423712253578
GHA,2042,27,0.22400423712253578
GHA,2043,28,0.22400423712253578
GHA,2044,29,0.22400423712253578
GHA,2045,30,0.22400423712253578
GHA,2046,31,0.22400423712253578
GHA,2047,32,0.22400423712253578
GHA,2048,33,0.22400423712253578
GHA,2049,34,0.22400423712253578
GHA,2050,35,0.22400423712253578
GIB,2010,-5,0.0282485875706215
GIB,2011,-4,0.029239766081871302
GIB,2012,-3,0.028409090909090898
GIB,2013,-2,0.0317460317460317
GIB,2014,-1,0.030303030303030297
GIB,2015,0,0.02958930132212914
GIB,2016,1,0.02958930132212914
GIB,2017,2,0.02958930132212914
GIB,2018,3,0.02958930132212914
GIB,2019,4,0.02958930132212914
GIB,2020,5,0.02958930132212914
GIB,2021,6,0.02958930132212914
GIB,2022,7,0.02958930132212914
GIB,2023,8,0.02958930132212914
GIB,2024,9,0.02958930132212914
GIB,2025,10,0.02958930132212914
GIB,2026,11,0.02958930132212914
GIB,2027,12,0.02958930132212914
GIB,2028,13,0.02958930132212914
GIB,2029,14,0.02958930132212914
GIB,2030,15,0.02958930132212914
GIB,2031,16,0.02958930132212914
GIB,2032,17,0.02958930132212914
GIB,2033,18,0.02958930132212914
GIB,2034,19,0.02958930132212914
GIB,2035,20,0.02958930132212914
GIB,2036,21,0.02958930132212914
GIB,2037,22,0.02958930132212914
GIB,2038,23,0.02958930132212914
GIB,2039,24,0.02958930132212914
GIB,2040,25,0.02958930132212914
GIB,2041,26,0.02958930132212914
GIB,2042,27,0.02958930132212914
GIB,2043,28,0.02958930132212914
GIB,2044,29,0.02958930132212914
GIB,2045,30,0.02958930132212914
GIB,2046,31,0.02958930132212914
GIB,2047,32,0.02958930132212914
GIB,2048,33,0.02958930132212914
GIB,2049,34,0.02958930132212914
GIB,2050,35,0.02958930132212914
GIN,2010,-5,0.163849154746424
GIN,2011,-4,0.157092986353539
GIN,2012,-3,0.16289855072463802
GIN,2013,-2,0.16652625666947501
GIN,2014,-1,0.128667563930013
GIN,2015,0,0.15580690248481782
GIN,2016,1,0.15580690248481782
GIN,2017,2,0.15580690248481782
GIN,2018,3,0.15580690248481782
GIN,2019,4,0.15580690248481782
GIN,2020,5,0.15580690248481782
GIN,2021,6,0.15580690248481782
GIN,2022,7,0.15580690248481782
GIN,2023,8,0.15580690248481782
GIN,2024,9,0.15580690248481782
GIN,2025,10,0.15580690248481782
GIN,2026,11,0.15580690248481782
GIN,2027,12,0.15580690248481782
GIN,2028,13,0.15580690248481782
GIN,2029,14,0.15580690248481782
GIN,2030,15,0.15580690248481782
GIN,2031,16,0.15580690248481782
GIN,2032,17,0.15580690248481782
GIN,2033,18,0.15580690248481782
GIN,2034,19,0.15580690248481782
GIN,2035,20,0.15580690248481782
GIN,2036,21,0.15580690248481782
GIN,2037,22,0.15580690248481782
GIN,2038,23,0.15580690248481782
GIN,2039,24,0.15580690248481782
GIN,2040,25,0.15580690248481782
GIN,2041,26,0.15580690248481782
GIN,2042,27,0.15580690248481782
GIN,2043,28,0.15580690248481782
GIN,2044,29,0.15580690248481782
GIN,2045,30,0.15580690248481782
GIN,2046,31,0.15580690248481782
GIN,2047,32,0.15580690248481782
GIN,2048,33,0.15580690248481782
GIN,2049,34,0.15580690248481782
GIN,2050,35,0.15580690248481782
GMB,2010,-5,0.163849154746424
GMB,2011,-4,0.157092986353539
GMB,2012,-3,0.16289855072463802
GMB,2013,-2,0.16652625666947501
GMB,2014,-1,0.128667563930013
GMB,2015,0,0.15580690248481782
GMB,2016,1,0.15580690248481782
GMB,2017,2,0.15580690248481782
GMB,2018,3,0.15580690248481782
GMB,2019,4,0.15580690248481782
GMB,2020,5,0.15580690248481782
GMB,2021,6,0.15580690248481782
GMB,2022,7,0.15580690248481782
GMB,2023,8,0.15580690248481782
GMB,2024,9,0.15580690248481782
GMB,2025,10,0.15580690248481782
GMB,2026,11,0.15580690248481782
GMB,2027,12,0.15580690248481782
GMB,2028,13,0.15580690248481782
GMB,2029,14,0.15580690248481782
GMB,2030,15,0.15580690248481782
GMB,2031,16,0.15580690248481782
GMB,2032,17,0.15580690248481782
GMB,2033,18,0.15580690248481782
GMB,2034,19,0.15580690248481782
GMB,2035,20,0.15580690248481782
GMB,2036,21,0.15580690248481782
GMB,2037,22,0.15580690248481782
GMB,2038,23,0.15580690248481782
GMB,2039,24,0.15580690248481782
GMB,2040,25,0.15580690248481782
GMB,2041,26,0.15580690248481782
GMB,2042,27,0.15580690248481782
GMB,2043,28,0.15580690248481782
GMB,2044,29,0.15580690248481782
GMB,2045,30,0.15580690248481782
GMB,2046,31,0.15580690248481782
GMB,2047,32,0.15580690248481782
GMB,2048,33,0.15580690248481782
GMB,2049,34,0.15580690248481782
GMB,2050,35,0.15580690248481782
GNB,2010,-5,0.163849154746424
GNB,2011,-4,0.157092986353539
GNB,2012,-3,0.16289855072463802
GNB,2013,-2,0.16652625666947501
