year,time_period,iso_code3,nemomod_entc_frac_min_share_production_pp_biomass,nemomod_entc_frac_min_share_production_pp_coal,nemomod_entc_frac_min_share_production_pp_gas,nemomod_entc_frac_min_share_production_pp_geothermal,nemomod_entc_frac_min_share_production_pp_hydropower,nemomod_entc_frac_min_share_production_pp_nuclear,nemomod_entc_frac_min_share_production_pp_ocean,nemomod_entc_frac_min_share_production_pp_oil,nemomod_entc_frac_min_share_production_pp_solar,nemomod_entc_frac_min_share_production_pp_wind
2049,34,DOM,0,0.19618735746447574,0.0,0.0,0.14607274428396003,0.0,0.0,0.5416057540494706,0.07268580784749429,0.033448336354599144
2050,35,DOM,0,0.19618735746447574,0.0,0.0,0.14607274428396003,0.0,0.0,0.5416057540494706,0.07268580784749429,0.033448336354599144
2010,-5,DZA,0,0.0,0.9857212317666126,0.0,0.004278768233387358,0.0,0.0,0.0,0.0,0.0
2011,-4,DZA,0,0.0,0.9858337716991057,0.0,0.004166228300894265,0.0,0.0,0.0,0.0,0.0
2012,-3,DZA,0,0.0,0.9858337716991058,0.0,0.004166228300894266,0.0,0.0,0.0,0.0,0.0
2013,-2,DZA,0,0.0,0.9847686707374353,0.0,0.002790042273367778,0.0,0.0,0.0,0.0024412869891968056,0.0
2014,-1,DZA,0,0.0,0.9790205463460191,0.0,0.0027737567125846367,0.0,0.0,0.0,0.008205696941396216,0.0
2015,0,DZA,0,0.0,0.9681358978596812,0.0,0.0024543426163127014,0.0,0.0,0.0,0.019409759524006285,0.0
2016,1,DZA,0,0.0,0.9573267614823698,0.0,0.002094997927927134,0.0,0.0,0.0,0.030578240589703123,0.0
2017,2,DZA,0,0.0,0.9370016261986205,0.0,0.0022206022542477426,0.0,0.0,0.0,0.05077777154713171,0.0
2018,3,DZA,0,0.0,0.9348174324929137,0.0,0.002215425928688647,0.0,0.0,0.0,0.05296714157839773,0.0
2019,4,DZA,0,0.0,0.93134382431629,0.0,0.0022071938168846607,0.0,0.0,0.0,0.05644898186682519,0.0
2020,5,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2021,6,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2022,7,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2023,8,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2024,9,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2025,10,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2026,11,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2027,12,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2028,13,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2029,14,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2030,15,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2031,16,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2032,17,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2033,18,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2034,19,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2035,20,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2036,21,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2037,22,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2038,23,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2039,24,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2040,25,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2041,26,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2042,27,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2043,28,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2044,29,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2045,30,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2046,31,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2047,32,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2048,33,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2049,34,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2050,35,DZA,0,0.0,0.937964111719672,0.0,0.0017974400096831783,0.0,0.0,0.0,0.05023844827064483,0.0
2010,-5,ECU,0,0.0,0.0,0.0,0.8734320452630312,0.0,0.0,0.11656795473696878,0.0,0.0
2011,-4,ECU,0,0.0,0.0,0.0,0.8682362040244321,0.0,0.0,0.11521946640577488,0.006544329569792962,0.0
2012,-3,ECU,0,0.0,0.0,0.0,0.885118376550169,0.0,0.0,0.09924464487034947,0.005636978579481398,0.0
2013,-2,ECU,0,0.0,0.0,0.0,0.8740265135316757,0.0,0.0,0.10222799193597654,0.013745494532347732,0.0
2014,-1,ECU,0,0.0,0.0,0.0,0.8513317717828183,0.0,0.0,0.12527964556770296,0.013388582649478793,0.0
2015,0,ECU,0,0.0,0.0,0.0,0.8540888292711377,0.0,0.0,0.12278878526475405,0.013122385464108287,0.0
2016,1,ECU,0,0.0,0.0,0.0,0.8540888292711376,0.0,0.0,0.12278878526475404,0.013122385464108287,0.0
2017,2,ECU,0,0.0,0.0,0.0,0.8540888292711376,0.0,0.0,0.12278878526475406,0.013122385464108287,0.0
2018,3,ECU,0,0.0,0.0,0.0,0.8540888292711376,0.0,0.0,0.12278878526475405,0.013122385464108287,0.0
2019,4,ECU,0,0.0,0.0,0.0,0.8540888292711377,0.0,0.0,0.12278878526475406,0.013122385464108287,0.0
2020,5,ECU,0,0.0,0.0,0.0,0.8619308374310434,0.0,0.0,0.11482629097933042,0.013242871589626148,0.0
2021,6,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2022,7,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2023,8,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2024,9,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2025,10,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2026,11,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2027,12,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2028,13,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2029,14,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2030,15,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2031,16,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2032,17,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2033,18,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2034,19,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2035,20,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2036,21,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2037,22,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2038,23,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2039,24,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2040,25,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2041,26,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2042,27,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2043,28,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2044,29,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2045,30,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2046,31,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2047,32,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2048,33,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2049,34,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2050,35,ECU,0,0.0,0.0,0.0,0.8619308374310435,0.0,0.0,0.11482629097933043,0.01324287158962615,0.0
2010,-5,EGY,0,0.0,0.8202622860298178,0.0,0.10933186085035893,0.0,0.0,0.039047093160842476,0.0,0.021358759958980837
2011,-4,EGY,0,0.0,0.8289198490230905,0.0,0.10257548845470693,0.0,0.0,0.036634103019538185,0.0018317051509769092,0.020038854351687386
2012,-3,EGY,0,0.0,0.8349232245681382,0.0,0.0985284708893154,0.0,0.0,0.03518873960332693,0.002111324376199616,0.019248240563019832
2013,-2,EGY,0,0.0,0.834181966689158,0.0,0.09844099577399766,0.0,0.0,0.03515749849071345,0.0029883873717106435,0.019231151674420258
2014,-1,EGY,0,0.0,0.8488898179713127,0.0,0.08914903196758217,0.0,0.0,0.0318389399884222,0.002706309899015887,0.017415900173666943
2015,0,EGY,0,0.0,0.8451172206621824,0.0,0.09051133024227781,0.0,0.0,0.03232547508652778,0.00436393913668125,0.0176820348723307
2016,1,EGY,0,0.0,0.8254852681674776,0.0,0.09881824501363562,0.0,0.0,0.03529223036201271,0.011099406448852999,0.019304850008020957
2017,2,EGY,0,0.0,0.8306233268146347,0.0,0.1052611593157265,0.0,0.0,0.03759327118418804,0.016522242685450644,0.0
2018,3,EGY,0,0.0,0.826855544425334,0.0,0.10478368519533539,0.0,0.0,0.03742274471261978,0.02093802566671077,0.0
2019,4,EGY,0,0.0,0.825295704503009,0.0,0.10458601369578754,0.0,0.0,0.03735214774849554,0.022766134052708033,0.0
2020,5,EGY,0,0.0,0.8599114015172491,0.0,0.10233124757738526,0.0,0.0,0.0,0.02775735090536575,0.0
2021,6,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2022,7,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2023,8,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2024,9,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2025,10,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2026,11,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2027,12,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2028,13,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2029,14,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2030,15,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2031,16,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2032,17,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2033,18,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2034,19,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2035,20,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2036,21,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2037,22,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2038,23,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2039,24,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2040,25,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2041,26,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2042,27,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2043,28,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2044,29,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2045,30,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2046,31,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2047,32,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2048,33,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2049,34,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2050,35,EGY,0,0.0,0.859911401517249,0.0,0.10233124757738525,0.0,0.0,0.0,0.02775735090536575,0.0
2010,-5,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2011,-4,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2012,-3,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2013,-2,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2014,-1,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2015,0,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2016,1,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2017,2,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2018,3,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2019,4,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900000000000001,0.0,0.0
2020,5,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2021,6,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2022,7,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2023,8,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2024,9,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2025,10,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2026,11,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2027,12,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2028,13,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2029,14,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2030,15,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2031,16,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2032,17,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2033,18,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2034,19,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2035,20,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2036,21,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2037,22,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2038,23,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2039,24,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2040,25,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2041,26,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2042,27,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2043,28,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2044,29,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2045,30,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2046,31,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2047,32,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2048,33,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2049,34,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2050,35,ERI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
2010,-5,ESP,0,0.08687513824541881,0.3130415918552575,0.0,0.15414046504772425,0.20465792787044357,0.0,0.054660411700263443,0.024526419463080252,0.1488471385306931
2011,-4,ESP,0,0.1531585566994354,0.29021588466285575,0.0,0.1145514794008396,0.19562113706366027,0.0,0.04986494381514319,0.032656647298452204,0.14828830702022472
2012,-3,ESP,0,0.18766748364610594,0.24570963477912328,0.0,0.08310869539783297,0.20588012061179603,0.0,0.051352067391881105,0.0406846654405693,0.16891570233614386
2013,-2,ESP,0,0.14275760938693616,0.19872499906724905,0.0,0.14773332930933783,0.19826258171288624,0.0,0.0475363620822006,0.046085226906921906,0.19887403903768433
2014,-1,ESP,0,0.16007017597540144,0.16706032058110037,0.0,0.15881242071751273,0.20528445681112192,0.0,0.04990288347022661,0.04921732206806338,0.19051962622982888
2015,0,ESP,0,0.18614450151129508,0.1855154896214563,0.0,0.11467962942781366,0.2036876613468135,0.0,0.06092560656402569,0.04966549393961235,0.17901300806557738
2016,1,ESP,0,0.13534397698187323,0.19087572539114184,0.0,0.1486608096988953,0.212860420506565,0.0,0.06114745792443769,0.04951944691318691,0.18103381443785893
2017,2,ESP,0,0.1674242250957514,0.2313177400855432,0.0,0.07840865009964408,0.21029633757107974,0.0,0.05695075961904799,0.05216893735914542,0.18147809028854944
2018,3,ESP,0,0.1402472087611306,0.21011724097127077,0.0,0.1376451955021514,0.20258237022028786,0.0,0.052518442760792844,0.04651851991060124,0.188958653713117
2019,4,ESP,0,0.05117922530157882,0.30638354228273207,0.0,0.10052764207566443,0.21248173336605786,7.231778354280473e-05,0.04715648407557675,0.055164405402527886,0.20663909507333447
2020,5,ESP,0,0.023317328242058524,0.2644539187131643,0.0,0.13183800783792088,0.22000095221030005,0.00010259003797890276,0.04059012510491415,0.07914305055006184,0.21727841152925476
2021,6,ESP,0,0.0218905159032436,0.2602619987721173,0.0,0.12220553586516364,0.20456925697040101,6.813801790246699e-05,0.036559417543836986,0.09997361480176427,0.2292011493065092
2022,7,ESP,0,0.03184959980349533,0.3035679542665375,0.0,0.07654176473096443,0.19800069742012744,6.366168519061196e-05,0.03419877540460176,0.11606327984098815,0.21636001618660594
2023,8,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2024,9,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2025,10,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2026,11,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2027,12,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2028,13,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2029,14,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2030,15,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2031,16,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2032,17,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2033,18,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2034,19,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2035,20,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2036,21,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2037,22,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2038,23,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2039,24,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2040,25,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2041,26,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2042,27,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2043,28,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2044,29,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2045,30,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2046,31,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2047,32,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2048,33,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2049,34,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2050,35,ESP,0,0.11445581119644034,0.2436343108499653,0.0,0.12068104808549733,0.20570658874473388,2.3592886508829724e-05,0.049489518265919144,0.057029771530382696,0.18887746551964477
2010,-5,EST,0,0.8906828146407797,0.02331333503466332,0.0,0.002301398278451803,0.0,0.0,0.00315462038094449,0.0,0.023610812071396533
2011,-4,EST,0,0.8828643382421636,0.01932553024333072,0.0,0.0025712689515267075,0.0,0.0,0.0033239901733110185,0.0,0.03154203624890096
2012,-3,EST,0,0.8563217577351804,0.010469268502966802,0.0,0.0039897402878559625,0.0,0.0,0.004819131298648116,0.0,0.041227316307844944
2013,-2,EST,0,0.8861612800091895,0.006698639311807887,0.0,0.00220903353678249,0.0,0.0,0.009934788480365896,0.0,0.04494533619068989
2014,-1,EST,0,0.872545473708938,0.005537748516876744,0.0,0.002466011511341735,0.0,0.0,0.003451046109483239,0.0,0.055165682180071084
