year,time_period,iso_code3,nemomod_entc_frac_min_share_production_pp_biomass,nemomod_entc_frac_min_share_production_pp_coal,nemomod_entc_frac_min_share_production_pp_gas,nemomod_entc_frac_min_share_production_pp_geothermal,nemomod_entc_frac_min_share_production_pp_hydropower,nemomod_entc_frac_min_share_production_pp_nuclear,nemomod_entc_frac_min_share_production_pp_ocean,nemomod_entc_frac_min_share_production_pp_oil,nemomod_entc_frac_min_share_production_pp_solar,nemomod_entc_frac_min_share_production_pp_wind
2033,18,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2034,19,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2035,20,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2036,21,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2037,22,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2038,23,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2039,24,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2040,25,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2041,26,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2042,27,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2043,28,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2044,29,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2045,30,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2046,31,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2047,32,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2048,33,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2049,34,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2050,35,ABW,0,0.09049670522420794,0.26544525356156035,0.022922176447409005,0.4457854804902102,0.01902334042318916,0.0,0.05583351919979823,0.014264515192516307,0.05260607045472882
2010,-5,AFG,0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0
2011,-4,AFG,0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0
2012,-3,AFG,0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0
2013,-2,AFG,0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0
2014,-1,AFG,0,0.0,0.0,0.0,0.9233557724671828,0.0,0.0,0.0,0.06664422753281724,0.0
2015,0,AFG,0,0.0,0.0,0.0,0.8651182592242196,0.0,0.0,0.0,0.12488174077578051,0.0
2016,1,AFG,0,0.0,0.0,0.0,0.8651182592242196,0.0,0.0,0.0,0.12488174077578051,0.0
2017,2,AFG,0,0.0,0.0,0.0,0.9134190678785535,0.0,0.0,0.0,0.07658093212144652,0.0
2018,3,AFG,0,0.0,0.0,0.0,0.9134190678785535,0.0,0.0,0.0,0.07658093212144652,0.0
2019,4,AFG,0,0.0,0.0,0.0,0.9134190678785535,0.0,0.0,0.0,0.07658093212144652,0.0
2020,5,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
2021,6,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
2022,7,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
2023,8,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
2024,9,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
2025,10,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
2026,11,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
2027,12,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
2028,13,AFG,0,0.0,0.0,0.0,0.9134190678785534,0.0,0.0,0.0,0.07658093212144654,0.0
