category_name,region,iso_alpha_3,iso_alpha_2,iso_numeric,fao_area_code,weo_country_code,ipcc_ar5_region,ipcc_estimated_afolu_region,ipcc_continent_region,un_region,un_sub_region,world_bank_global_region,latitude_population_centroid_2020,longitude_population_centroid_2020
Louisiana,louisiana,LA,LN,22,22,22,North America,North America,North America,Americas,Northern America,North America,0,0
