iso_code3,time_period,cost_enfu_fuel_biofuels_usd_per_m3,cost_enfu_fuel_biogas_usd_per_mmbtu,cost_enfu_fuel_biomass_usd_per_tonne,cost_enfu_fuel_coal_usd_per_tonne,cost_enfu_fuel_coke_usd_per_tonne,cost_enfu_fuel_crude_usd_per_m3,cost_enfu_fuel_diesel_usd_per_m3,cost_enfu_fuel_electricity_usd_per_mmbtu,cost_enfu_fuel_furnace_gas_usd_per_m3,cost_enfu_fuel_gasoline_usd_per_m3,cost_enfu_fuel_hydrocarbon_gas_liquids_usd_per_mmbtu,cost_enfu_fuel_hydrogen_usd_per_mmbtu,cost_enfu_fuel_kerosene_usd_per_m3,cost_enfu_fuel_natural_gas_usd_per_mmbtu,cost_enfu_fuel_oil_usd_per_m3,cost_enfu_fuel_waste_usd_per_mmbtu
ABW,26,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,27,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,28,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,29,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,30,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,31,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,32,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,33,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,34,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ABW,35,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,0,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,1,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,2,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,3,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,4,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,5,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,6,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,7,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,8,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,9,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,10,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,11,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,12,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,13,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,14,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,15,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,16,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,17,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,18,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,19,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,20,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,21,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,22,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,23,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,24,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,25,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,26,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,27,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,28,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,29,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,30,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,31,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,32,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,33,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,34,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AFG,35,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,0,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,1,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,2,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,3,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,4,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,5,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,6,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,7,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,8,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,9,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,10,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,11,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,12,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,13,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,14,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,15,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,16,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,17,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,18,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,19,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,20,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,21,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,22,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,23,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,24,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,25,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,26,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,27,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,28,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,29,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,30,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,31,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,32,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,33,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,34,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
AGO,35,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1840.4389266888888,60.686832961394394,13725.64626,2070.2170293586955,187.58005685378376,120.89914942397823,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,0,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,1,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,2,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,3,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,4,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,5,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,6,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,7,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,8,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
ALB,9,521.090317,22.0,209.78,104.8891667,187.7075,367.3625548236649,1837.991497,97.77915086672797,13725.64626,2062.733897,187.58005685378376,120.46214,274.0889068,6.239751837344495,524.8036497480927,9.38
