iso_code3,year,elasticity_scoe_enerdem_per_hh_residential_elec_appliances_to_gdppc,elasticity_scoe_enerdem_per_hh_residential_heat_energy_to_gdppc,elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_elec_appliances_to_gdppc,elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_heat_energy_to_gdppc,elasticity_scoe_enerdem_per_mmmgdp_other_se_elec_appliances_to_gdppc,elasticity_scoe_enerdem_per_mmmgdp_other_se_heat_energy_to_gdppc
TUV,2039,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2040,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2041,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2042,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2043,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2044,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2045,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2046,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2047,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2048,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2049,1.0,1.0,1.0,1.0,1.0,1.0
TUV,2050,1.0,1.0,1.0,1.0,1.0,1.0
TZA,2010,0.0,0.0,0.0,0.0,0.0,0.0
TZA,2011,1.5721627797608069,1.5721627797608069,0.34472206592350096,0.34472206592350096,0.0,0.0
TZA,2012,1.6546631237958997,1.6546631237958953,0.3772789261497526,0.3772789261497526,0.0,0.0
TZA,2013,1.742846996308141,1.742846996308141,0.4087419676230646,0.40874196762305864,0.0,0.0
TZA,2014,1.8371856913243492,1.8371856913243552,0.4391060419460203,0.4391060419460235,0.0,0.0
TZA,2015,1.9102772306094886,1.9102772306094886,0.4605865565777225,0.4605865565777225,0.0,0.0
TZA,2016,2.0205625881088296,2.020562588108837,0.4900580403388481,0.4900580403388517,0.0,0.0
TZA,2017,2.1385473312935988,2.1385473312935908,0.518250993383853,0.5182509933838492,0.0,0.0
TZA,2018,2.2634761358763487,2.2634761358763487,0.5449267209602214,0.5449267209602214,0.0,0.0
TZA,2019,-3.4094398214631307,-3.409439821463136,0.8030828879884976,0.8030828879884848,0.0,0.0
TZA,2020,1.8371856913243492,1.8371856913243552,0.4391060419460203,0.4391060419460235,1.0,1.0
TZA,2021,1.8092795016135375,1.8092795016135432,0.43893938622373757,0.4389393862237406,1.0,1.0
TZA,2022,1.781373311902726,1.7813733119027315,0.4387727305014548,0.4387727305014577,1.0,1.0
