qty_soil_organic_c_stock_dry_climate_tonne_per_ha,qty_soil_organic_c_stock_temperate_crop_grass_tonne_per_ha,qty_soil_organic_c_stock_temperate_forest_nutrient_poor_tonne_per_ha,qty_soil_organic_c_stock_temperate_forest_nutrient_rich_tonne_per_ha,qty_soil_organic_c_stock_tropical_crop_grass_tonne_per_ha,qty_soil_organic_c_stock_tropical_forest_tonne_per_ha,qty_soil_organic_c_stock_wet_climate_tonne_per_ha,iso_alpha_3,year,time_period
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2023,8
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2024,9
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2025,10
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2026,11
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2027,12
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2028,13
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2029,14
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2030,15
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2031,16
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2032,17
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2033,18
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2034,19
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2035,20
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2036,21
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2037,22
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2038,23
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2039,24
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2040,25
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2041,26
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2042,27
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2043,28
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2044,29
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2045,30
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2046,31
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2047,32
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2048,33
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2049,34
53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,53.64213039617978,AZE,2050,35
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2010,-5
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2011,-4
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2012,-3
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2013,-2
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2014,-1
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2015,0
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2016,1
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2017,2
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2018,3
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2019,4
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2020,5
62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,62.98562661498708,BDI,2021,6
