iso_code3,time_period,exports_agrc_bevs_and_spices_tonne,exports_agrc_cereals_tonne,exports_agrc_fibers_tonne,exports_agrc_fruits_tonne,exports_agrc_herbs_and_other_perennial_crops_tonne,exports_agrc_nuts_tonne,exports_agrc_other_annual_tonne,exports_agrc_other_woody_perennial_tonne,exports_agrc_pulses_tonne,exports_agrc_rice_tonne,exports_agrc_sugar_cane_tonne,exports_agrc_tubers_tonne,exports_agrc_vegetables_and_vines_tonne,frac_agrc_crop_demand_imported_bevs_and_spices,frac_agrc_crop_demand_imported_cereals,frac_agrc_crop_demand_imported_fibers,frac_agrc_crop_demand_imported_fruits,frac_agrc_crop_demand_imported_herbs_and_other_perennial_crops,frac_agrc_crop_demand_imported_nuts,frac_agrc_crop_demand_imported_other_annual,frac_agrc_crop_demand_imported_other_woody_perennial,frac_agrc_crop_demand_imported_pulses,frac_agrc_crop_demand_imported_rice,frac_agrc_crop_demand_imported_sugar_cane,frac_agrc_crop_demand_imported_tubers,frac_agrc_crop_demand_imported_vegetables_and_vines,exports_lvst_buffalo,exports_lvst_cattle_dairy,exports_lvst_cattle_nondairy,exports_lvst_chickens,exports_lvst_goats,exports_lvst_horses,exports_lvst_mules,exports_lvst_pigs,exports_lvst_sheep,frac_lvst_livestock_demand_imported_buffalo,frac_lvst_livestock_demand_imported_cattle_dairy,frac_lvst_livestock_demand_imported_cattle_nondairy,frac_lvst_livestock_demand_imported_chickens,frac_lvst_livestock_demand_imported_goats,frac_lvst_livestock_demand_imported_horses,frac_lvst_livestock_demand_imported_mules,frac_lvst_livestock_demand_imported_pigs,frac_lvst_livestock_demand_imported_sheep
ARG,10,5858272.101350892,11521985.310358554,771017.4303056776,7074348.649954873,364742.4835544872,22580.92777062458,1139124.4330823629,0.0,3498193.591421467,4326789.028495793,4925422.719374218,485483.3966904714,532053.528851726,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,496071.5491886873,3522199.711025106,6239.783743812784,44357.75895928064,1581325.8813068264,0.0,85741.96627287155,1062492.7294339035,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,11,5946146.182871156,11694815.090013934,782582.6917602627,7180463.879704196,370213.6208078045,22919.64168718395,1156211.2995785982,0.0,3550666.495292789,4391690.86392323,4999304.060164832,492765.6476408285,540034.3317845019,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,503512.62242651766,3575032.706690483,6333.380499969976,45023.12534366985,1605045.7695264288,0.0,87028.09576696462,1078430.120375412,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,12,6035338.375614223,11870237.316364141,794321.4321366666,7288170.8378997585,375766.82511992153,23263.436312491707,1173554.4690722772,0.0,3603926.49272218,4457566.226882078,5074293.621067304,500157.1323554409,548134.8467612694,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,511065.31176291534,3628658.1972908396,6428.381207469525,45698.472223824894,1629121.456069325,0.0,88333.51720346909,1094606.572181043,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,13,6125868.451248435,12048290.876109602,806236.2536187165,7397493.400468254,381403.3274967203,23612.38785717908,1191157.786108361,0.0,3657985.3901130124,4524429.720285309,5150408.025383313,507659.48934077244,556356.8694626883,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,518731.291439359,3683088.070250202,6524.806925581567,46383.94930718226,1653558.2779103648,0.0,89658.5199615211,1111025.6707637585,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,14,6217756.478017162,12229015.239251245,818329.7974229972,7508455.801475277,387124.3774091711,23966.57367503676,1209025.1528999864,0.0,3712855.170964707,4592296.166089588,5227664.145764062,515274.381680884,564702.2225046287,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,526512.2608109494,3738334.391303954,6622.67902946529,47079.70854678999,1678361.65207902,0.0,91003.39776094392,1127691.0558252148,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,15,6311022.825187418,12412450.467840012,830604.744384342,7621082.638497406,392931.2430703086,24326.072280162312,1227160.530193486,0.0,3768547.9985291776,4661180.608580931,5306079.107950523,523003.4974060972,573172.755842198,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,534409.9447231136,3794409.4071735134,6722.019214907268,47785.90417499183,1703537.076860205,0.0,92368.44872735806,1144606.421662593,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,16,6405688.167565229,12598637.224857612,843063.8155501072,7735398.878074866,398825.2117163632,24690.963364364747,1245567.9381463884,0.0,3825076.218507115,4731098.317709644,5385670.29456978,530848.5498671886,581770.347179831,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,542426.0938939602,3851325.548281116,6822.849503130878,48502.69273761671,1729090.133013108,0.0,93753.97545826843,1161775.5179875318,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,17,6501773.490078707,12787616.783230474,855709.7727833587,7851429.861245989,404807.58989210863,25061.327814830216,1264251.4572185841,0.0,3882452.3617847213,4802064.792475289,5466455.348988326,538811.2781151964,590496.9023875283,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,550562.4853023696,3909095.4315053322,6925.19224567784,49230.23312868096,1755026.4850083047,0.0,95160.28509014245,1179202.1507573447,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,18,6599300.092429886,12979431.034978928,868545.4193751088,7969201.309164676,410879.70374049013,25437.24773205266,1283215.2290768626,0.0,3940689.147211491,4874095.764362417,5548452.179223149,546893.4472869242,599354.3559233411,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,558820.9225819049,3967731.8629779113,7029.070129363005,49968.68662561116,1781351.8822834287,0.0,96587.68936649457,1196890.1830187044,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,19,6698289.593816334,13174122.500503613,881573.6006657354,8088739.328802147,417042.8992965975,25818.80644803345,1302463.4575130155,0.0,3999799.484419664,4947207.200827854,5631678.961911497,555096.8489962281,608344.6712621913,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,567203.2364206335,4027247.84092258,7134.506181303451,50718.21692499533,1808072.1605176802,0.0,98036.50470699198,1214843.5357639852,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
ARG,20,6798763.937723578,13371734.338011166,894797.2046757214,8210070.418734178,423298.54278604646,26206.08854475395,1322000.4093757104,0.0,4059796.476685958,5021415.30884027,5716154.146340169,563423.3017311714,617469.8413311241,0.3800163670861895,0.00105523788130383,0.015369477770207036,0.08110812085577761,0.1760342667028179,6.479092844135274e-05,0.06916918413695704,0.3,0.02009080891650258,0.016800645082105832,0.0001494264053322494,0.006963660927921835,0.00477524248050525,0.0,575711.284966943,4087656.5585364182,7241.523774023001,51478.99017887025,1835193.242925445,0.0,99507.05227759684,1233066.1888004448,0.0,0.0006414941869329899,0.0015921176845275443,0.01045875476888388,1.4554354604434674e-06,0.0010786378430950201,0.0,0.0436431086670696,0.00017435451508235182
