iso_code3,time_period,exports_agrc_bevs_and_spices_tonne,exports_agrc_cereals_tonne,exports_agrc_fibers_tonne,exports_agrc_fruits_tonne,exports_agrc_herbs_and_other_perennial_crops_tonne,exports_agrc_nuts_tonne,exports_agrc_other_annual_tonne,exports_agrc_other_woody_perennial_tonne,exports_agrc_pulses_tonne,exports_agrc_rice_tonne,exports_agrc_sugar_cane_tonne,exports_agrc_tubers_tonne,exports_agrc_vegetables_and_vines_tonne,frac_agrc_crop_demand_imported_bevs_and_spices,frac_agrc_crop_demand_imported_cereals,frac_agrc_crop_demand_imported_fibers,frac_agrc_crop_demand_imported_fruits,frac_agrc_crop_demand_imported_herbs_and_other_perennial_crops,frac_agrc_crop_demand_imported_nuts,frac_agrc_crop_demand_imported_other_annual,frac_agrc_crop_demand_imported_other_woody_perennial,frac_agrc_crop_demand_imported_pulses,frac_agrc_crop_demand_imported_rice,frac_agrc_crop_demand_imported_sugar_cane,frac_agrc_crop_demand_imported_tubers,frac_agrc_crop_demand_imported_vegetables_and_vines,exports_lvst_buffalo,exports_lvst_cattle_dairy,exports_lvst_cattle_nondairy,exports_lvst_chickens,exports_lvst_goats,exports_lvst_horses,exports_lvst_mules,exports_lvst_pigs,exports_lvst_sheep,frac_lvst_livestock_demand_imported_buffalo,frac_lvst_livestock_demand_imported_cattle_dairy,frac_lvst_livestock_demand_imported_cattle_nondairy,frac_lvst_livestock_demand_imported_chickens,frac_lvst_livestock_demand_imported_goats,frac_lvst_livestock_demand_imported_horses,frac_lvst_livestock_demand_imported_mules,frac_lvst_livestock_demand_imported_pigs,frac_lvst_livestock_demand_imported_sheep
LKA,0,12.053954907801486,0.05057756861721747,0.0,15.816698602669545,0.04159376690878363,2.7925023673996145,1.6448816670097135,0.2430744733814343,0.022731012009616424,0.021098214634936573,0.0005349846643733046,0.0006973999265643077,0.048843563691666154,0.2422745941717191,0.2365756795387739,1.0,0.0169753456148155,0.1197514592355488,0.1931979215871516,0.3668256105556742,0.1458650383302457,0.1689825688151748,0.0818221849522425,0.3159289460647474,0.2471048010767748,0.2152673891273972,0.0,455.6651625925035,1505.3474962131402,538875.2224573012,0.48675766593349706,0.0,0.0,47989.3114801145,0.0,0.0,0.0047312038344756,0.0070129771814215,0.0184975278131009,0.0140425531914893,0.0290986515259049,1.0,0.0018094653231011,0.1835357624831309
LKA,1,12.025548908894088,0.034702211606949085,0.0,18.333466712669143,0.0588026733524748,1.316825834645568,1.4349616861133392,1.4992060336365634,0.021820097831825452,0.010939742286750405,0.0006321941637740928,0.004307959797910083,0.04455534317638603,0.2047924251443126,0.1587778048042868,1.0,0.0141417451050894,0.0943675120585031,0.0324356175757656,0.3053737049480013,0.1912508843414125,0.2069221203531347,0.0099281077338079,0.2726075008082766,0.2502269905064558,0.2154874763446892,0.0,387.9184763563817,1381.4938367336372,380535.23428662313,0.0,0.0,0.0,75688.44941030417,0.0,0.0,0.0032727040569213,0.0167552882507691,0.0292705499690136,0.0169141639475261,0.0515818431911967,1.0,0.001477104874446,0.159972299168975
LKA,2,11.943484293186161,0.18123901906898457,0.0,14.965472965813364,0.06298521075274367,1.0679289014539755,0.9400795039511914,5.247142227147869,0.025135882399776634,0.019842729465305336,0.0008258748394117523,0.015567055593032971,0.07078386833627018,0.2367985483613893,0.4874092247598012,1.0,0.0203563259297987,0.197997557997558,0.029388758520505,0.2083132400045243,0.1652218160012554,0.2225408197779896,0.3205930507783545,0.2042172106427183,0.2669431736325376,0.2494913561913249,0.0,447.06349522630785,1408.9181195321275,448494.4132057636,0.0,0.0,0.0,92419.62777380097,0.0,0.0,0.0075001552650233,0.0220701808560744,0.027315178933718,0.0344587759231158,0.0289957567185289,1.0,0.0035366931918656,0.2740841248303934
LKA,3,7.828446603946084,0.17730724066604645,0.0,12.863638890570053,0.10729496587950485,0.7534736924223583,2.2855363609900814,4.231604390608032,0.014074400876793024,0.01292524732922338,0.053723027370616655,0.060619259148931265,0.054524026965920964,0.0922390599489502,0.3296319468326748,0.0,0.0108377688705312,0.0726246105919003,0.0715980349083356,0.4101710569995106,0.1269010223293959,0.2171974522292993,0.1166290012636174,0.4669092581792494,0.258196447295682,0.2363867851559272,0.0,37.65176529983952,20338.270756375296,327740.18227704114,0.8121346886912325,188.23503649634517,0.0,82514.32346518326,13.770758122743565,0.0,0.002310885694546,0.0321660072898951,0.0301642626149156,0.0132993259245764,0.0214592274678111,1.0,0.1200411235463906,0.398471615720524
LKA,4,8.770286942765564,0.13314781198775927,0.0,12.395855434344421,0.08120298506805208,1.1861461591843032,1.891637765419298,3.3663081374321693,0.01675227862360231,0.01296118674324314,0.01671482431145274,0.02435750233993159,0.065612040651073,0.15522092552527425,0.36371839678066104,0.6000000000000001,0.012462237104046961,0.10797260997371597,0.06532406651835157,0.3342124591627393,0.12828729953063017,0.24469288835267952,0.15869170341840666,0.3778988747084975,0.27311474575184386,0.26323497548111385,0.0,265.6597798950065,7390.20906265626,339129.0104453459,0.3896677063874188,56.47051094890355,0.0,89583.51363882086,4.131227436823069,0.0,0.0035629897701932403,0.02340133607344803,0.031574255799224425,0.023614445696012284,0.026227095780688322,1.0000000000000007,0.038059316080740986,0.304819140660907
LKA,5,8.901841246907047,0.13514502916757565,0.0,12.581793265859586,0.08242102984407286,1.2039383515720676,1.9200123319005873,3.4168027594936516,0.017003562802956344,0.013155604544391786,0.016965546676124533,0.024722864875030563,0.06659622126083908,0.15522092552527425,0.36371839678066104,0.6000000000000001,0.012462237104046961,0.10797260997371597,0.06532406651835157,0.3342124591627393,0.12828729953063017,0.24469288835267952,0.15869170341840666,0.3778988747084975,0.27311474575184386,0.26323497548111385,0.0,269.6446765934316,7501.062198596103,344215.94560202607,0.39551272198323006,57.3175686131371,0.0,90927.26634340317,4.193195848375415,0.0,0.0035629897701932403,0.02340133607344803,0.031574255799224425,0.023614445696012284,0.026227095780688322,1.0000000000000007,0.038059316080740986,0.304819140660907
LKA,6,9.03536886561065,0.13717220460508925,0.0,12.770520164847477,0.08365734529173394,1.2219974268456484,1.9488125168790957,3.4680548008860557,0.017258616245000687,0.01335293861255766,0.017220029876266398,0.025093707848156014,0.06759516457975166,0.15522092552527425,0.36371839678066104,0.6000000000000001,0.012462237104046961,0.10797260997371597,0.06532406651835157,0.3342124591627393,0.12828729953063017,0.24469288835267952,0.15869170341840666,0.3778988747084975,0.27311474575184386,0.26323497548111385,0.0,273.68934674233304,7613.578131575044,349379.1847860564,0.40144541281297846,58.177332142334144,0.0,92291.1753385542,4.2560937861010455,0.0,0.0035629897701932403,0.02340133607344803,0.031574255799224425,0.023614445696012284,0.026227095780688322,1.0000000000000007,0.038059316080740986,0.304819140660907
LKA,7,9.170899398594809,0.13922978767416558,0.0,12.96207796732019,0.08491220547110993,1.240327388248333,1.978044704632282,3.520075622899346,0.017517495488675695,0.013553232691746023,0.01747833032441039,0.025470113465878352,0.06860909204844792,0.15522092552527425,0.36371839678066104,0.6000000000000001,0.012462237104046961,0.10797260997371597,0.06532406651835157,0.3342124591627393,0.12828729953063017,0.24469288835267952,0.15869170341840666,0.3778988747084975,0.27311474575184386,0.26323497548111385,0.0,277.794686943468,7727.781803548669,354619.8725578472,0.40746709400517306,59.04999212446915,0.0,93675.54296863251,4.319935192892561,0.0,0.0035629897701932403,0.02340133607344803,0.031574255799224425,0.023614445696012284,0.026227095780688322,1.0000000000000007,0.038059316080740986,0.304819140660907
LKA,8,9.308462889573732,0.14131823448927808,0.0,13.156509136829992,0.08618588855317659,1.2589322990720582,2.0077153752017662,3.5728767572428364,0.01778025792100583,0.013756531182122216,0.017740505279276546,0.02585216516786653,0.06963822842917465,0.15522092552527425,0.36371839678066104,0.6000000000000001,0.012462237104046961,0.10797260997371597,0.06532406651835157,0.3342124591627393,0.12828729953063017,0.24469288835267952,0.15869170341840666,0.3778988747084975,0.27311474575184386,0.26323497548111385,0.0,281.96160724762,7843.698530601899,359939.1706462149,0.4135791004152507,59.93574200633619,0.0,95080.676113162,4.384734220785949,0.0,0.0035629897701932403,0.02340133607344803,0.031574255799224425,0.023614445696012284,0.026227095780688322,1.0000000000000007,0.038059316080740986,0.304819140660907
LKA,9,9.448089832917336,0.1434380080066172,0.0,13.35385677388244,0.08747867688147423,1.2778162835581388,2.0378311058297927,3.6264699086014787,0.018046961789820917,0.013962879149854047,0.018006612858465693,0.026239947645384523,0.07068280185561227,0.15522092552527425,0.36371839678066104,0.6000000000000001,0.012462237104046961,0.10797260997371597,0.06532406651835157,0.3342124591627393,0.12828729953063017,0.24469288835267952,0.15869170341840666,0.3778988747084975,0.27311474575184386,0.26323497548111385,0.0,286.1910313563343,7961.354008560927,365338.25820590806,0.4197827869214794,60.834778136431225,0.0,96506.8862548594,4.450505234097738,0.0,0.0035629897701932403,0.02340133607344803,0.031574255799224425,0.023614445696012284,0.026227095780688322,1.0000000000000007,0.038059316080740986,0.304819140660907
